报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),41874,31511,13509,91108,59039,35522,14187,75111,29000,10250,61016,22940,50472,15720,38254,15967,23454,12878,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),899,618,175,666,503,451,79,1409,43,93,2161,332,1779,308,2413,516,5271,26518,
经营活动现金流入小计(万元),42773,32129,13685,91774,59541,35973,14266,76520,29044,10342,63177,23271,52251,16029,40667,16483,28725,39396,
购买商品、接受劳务支付的现金(万元),14019,9372,4748,26560,16917,10230,2776,19733,6909,2195,14280,6539,14411,1791,13112,5515,11734,3567,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3053,1871,947,2725,2069,1436,775,2132,1047,559,1827,820,1279,470,861,405,628,470,
支付的各项税费(万元),4872,3671,2466,9417,7094,4762,2600,12225,5654,4033,9421,3893,8077,2995,4998,2195,3456,2015,
支付的其他与经营活动有关的现金(万元),16995,12786,6392,41448,25791,16002,6590,34896,14062,5731,31903,11600,24973,9599,18398,6468,12851,30336,
经营活动现金流出小计(万元),38940,27701,14553,80150,51872,32430,12740,68986,27671,12517,57431,22853,48741,14855,37369,14584,28669,36387,
经营活动产生的现金流量净额(万元),3834,4428,-868,11624,7670,3543,1526,7535,1373,-2175,5747,418,3510,1174,3298,1900,56,3009,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,12310,11522,18190,,
取得投资收益所收到的现金(万元),,,,,,,,,56,,78,,,,30,27,27,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,192,192,192,192,9,,,,,36,36,59,55,,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,22000,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,192,192,192,192,9,56,0,22078,0,36,36,12398,11604,18217,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2484,146,4,801,617,545,31,178,114,52,717,594,1236,678,5053,2836,2629,877,
投资所支付的现金(万元),,,,,,,,4590,4590,4590,280,70,298,,9824,9036,20676,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),23000,,,,,,,,,,26000,4000,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),25484,146,4,801,617,545,31,4768,4704,4642,26997,4664,1534,678,14877,11872,23305,877,
