报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),54361,36061,22222,67107,43261,19560,11618,51804,43035,23681,4404,23284,12864,8815,5432,22362,18156,21565,15810,14821,10847,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1294,929,32,2163,1771,834,370,1716,1443,1002,320,810,720,315,266,1011,537,726,504,219,,
收到的其他与经营活动有关的现金(万元),1358,645,371,2346,1815,864,147,1187,1093,1043,235,238,270,23,194,255,524,560,2402,36,28,
经营活动现金流入小计(万元),57012,37635,22625,71615,46847,21258,12135,54707,45572,25725,4958,24331,13854,9152,5892,23628,19217,22850,18716,15076,10875,
购买商品、接受劳务支付的现金(万元),28969,19169,10651,58747,42277,31197,12729,31590,21897,15943,5729,14745,9459,5165,2249,11152,8339,11359,10687,7687,5339,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
