报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),37971,20158,39099,39728,22728,23612,7934,15168,23850,26448,25949,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,
收到的税费返还(万元),1454,1123,2126,1687,829,1044,828,1969,1320,771,98,
收到的其他与经营活动有关的现金(万元),2987,149,413,1086,35,933,454,239,272,142,130,
经营活动现金流入小计(万元),42412,21431,41638,42500,23592,25589,9216,17376,25442,27362,26177,
购买商品、接受劳务支付的现金(万元),31447,11902,27279,27502,14419,20902,7525,8767,21076,27462,16802,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),2296,2776,4315,2598,2380,3434,1456,2433,1286,2048,1816,
支付的各项税费(万元),2503,1100,2718,2214,1393,2564,1323,1368,1404,1775,890,
支付的其他与经营活动有关的现金(万元),2794,1114,1652,4526,983,1971,950,1721,356,1061,1296,
经营活动现金流出小计(万元),39040,16892,35964,36840,19175,28872,11253,14290,24123,32346,20804,
经营活动产生的现金流量净额(万元),3372,4539,5674,5660,4417,-3283,-2037,3086,1319,-4984,5373,
收回投资所收到的现金(万元),,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,-20,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,1,0,,,,,,,4,80,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),1,35,89,,45,133,54,30,12,14,39,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,
投资活动现金流入小计(万元),1,36,89,0,45,113,54,30,12,18,119,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7803,7152,5221,4641,1252,1469,1754,2720,2112,5796,5954,
投资所支付的现金(万元),,,,,,,,,,,50,
质押贷款净增加额(万元),,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,23,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,
投资活动现金流出小计(万元),7803,7152,5221,4641,1252,1469,1754,2743,2112,5796,6004,
投资活动产生的现金流量净额(万元),-7802,-7116,-5132,-4641,-1207,-1355,-1700,-2713,-2100,-5778,-5885,
吸收投资收到的现金(万元),,,,,,21645,21645,4611,4611,7600,1242,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,
取得借款收到的现金(万元),6106,6106,,,,,,,,7000,,
发行债券收到的现金(万元),,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,1550,,
筹资活动现金流入小计(万元),6106,6106,0,0,0,21645,21645,4611,4611,16150,1242,
偿还债务支付的现金(万元),606,,,,,7000,7000,,,,,
分配股利、利润或偿付利息所支付的现金(万元),215,190,215,215,215,7317,354,720,364,1590,131,
其中：子公司支付给少数股东的股利、利润(万元),,,215,,215,,,,,,,
支付其他与筹资活动有关的现金(万元),,693,189,,,,,,,3908,781,
筹资活动现金流出小计(万元),821,883,404,215,215,14317,7354,720,364,5498,913,
筹资活动产生的现金流量净额(万元),5285,5223,-404,-215,-215,7328,14291,3892,4247,10652,330,
汇率变动对现金及现金等价物的影响(万元),154,6,46,42,-33,-80,-36,23,11,64,1,
现金及现金等价物净增加额(万元),1008,2651,183,846,2962,2609,10518,4287,3478,-45,-181,
加:期初现金及现金等价物余额(万元),9108,7190,7007,7844,7007,4398,4398,110,110,156,337,
