报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),224365,152171,217981,163939,92599,158151,85469,47427,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),1550,994,799,349,349,1699,1344,1256,
收到的其他与经营活动有关的现金(万元),13826,6478,17208,20822,6378,18028,18077,19097,
经营活动现金流入小计(万元),239740,159643,235989,185111,99325,177878,104890,67780,
购买商品、接受劳务支付的现金(万元),149434,81083,141067,105901,58978,116759,60582,33188,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),13755,10175,15916,10211,7219,11438,7308,5345,
支付的各项税费(万元),14742,7267,10290,7321,4492,4975,2110,832,
支付的其他与经营活动有关的现金(万元),6757,12625,25933,18059,12325,22009,20865,26142,
经营活动现金流出小计(万元),184688,111150,193206,141492,83014,155181,90865,65507,
经营活动产生的现金流量净额(万元),55053,48493,42783,43618,16311,22698,14024,2273,
收回投资所收到的现金(万元),11700,11700,167940,97600,81590,,,,
取得投资收益所收到的现金(万元),13,13,174,104,82,,,155,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),99,99,250,,24,129,24,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,134,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),11811,11811,168498,97704,81696,129,24,155,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),33782,22113,30854,19519,9861,17163,13111,4268,
投资所支付的现金(万元),11700,11700,164141,97653,76780,,,,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,125,,
支付的其他与投资活动有关的现金(万元),628,561,2000,,2000,1030,354,446,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),46110,34374,196995,117172,88641,18193,13590,4713,
投资活动产生的现金流量净额(万元),-34299,-22562,-28497,-19468,-6945,-18064,-13566,-4558,
吸收投资收到的现金(万元),154866,,,984,,,8000,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),30018,26368,23008,12157,4300,21448,18037,25282,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,60,3753,7229,6172,22967,
筹资活动现金流入小计(万元),184884,26368,23008,13201,8053,28677,32209,48249,
偿还债务支付的现金(万元),41725,19187,23585,16235,9785,18824,22080,26263,
分配股利、利润或偿付利息所支付的现金(万元),803,591,4005,4560,1524,3688,2586,1278,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),1838,736,3591,2772,2229,3988,7754,19371,
筹资活动现金流出小计(万元),44367,20514,31181,23568,13538,26500,32420,46912,
筹资活动产生的现金流量净额(万元),140517,5854,-8174,-10367,-5485,2177,-211,1336,
汇率变动对现金及现金等价物的影响(万元),-33,29,22,38,-0,-62,11,7,
现金及现金等价物净增加额(万元),161238,31813,6134,13821,3881,6749,258,-942,
加:期初现金及现金等价物余额(万元),9798,9798,3664,3664,2754,815,557,1499,
期末现金及现金等价物余额(万元),171036,41611,9798,17485,6635,7564,815,557,
净利润(万元),,,31532,,,,,,
少数股东损益(万元),,,,,,,,,
未确认的投资损失(万元),,,,,,,,,
资产减值准备(万元),,,649,,,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,,4861,,,,,,
无形资产摊销(万元),,,,,,,,,
长期待摊费用摊销(万元),,,,,,,,,
待摊费用的减少(万元),,,,,,,,,
预提费用的增加(万元),,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,
固定资产报废损失(万元),,,,,,,,,
公允价值变动损失(万元),,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,
预计负债(万元),,,,,,,,,
财务费用(万元),,,,,,,,,
投资损失(万元),,,,,,,,,
递延所得税资产减少(万元),,,,,,,,,
递延所得税负债增加(万元),,,,,,,,,
存货的减少(万元),,,-1503,,,,,,
经营性应收项目的减少(万元),,,-5814,,,,,,
经营性应付项目的增加(万元),,,13057,,,,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,
其他(万元),,,,,,,,,
经营活动产生现金流量净额(万元),,,42783,,,,,,
债务转为资本(万元),,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,
融资租入固定资产(万元),,,,,,,,,
现金的期末余额(万元),171036,41611,9798,17485,6635,7564,815,557,
现金的期初余额(万元),9798,9798,3664,3664,2754,815,557,1499,
现金等价物的期末余额(万元),,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,
现金及现金等价物的净增加额(万元),161238,31813,6134,13821,3881,6749,258,-942,

