报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),78166,58652,36211,128196,87610,52380,21748,89091,65389,40877,20114,67317,45734,29254,14062,57155,47103,38647,29571,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2910,2429,1244,4689,3598,2276,1350,3178,1983,1092,550,2448,1744,969,496,3179,2041,2005,1852,
收到的其他与经营活动有关的现金(万元),2100,1639,969,3080,760,733,517,1961,1834,1400,343,749,1201,1008,561,879,658,1125,714,
经营活动现金流入小计(万元),83177,62720,38423,135965,91968,55390,23615,94229,69206,43370,21007,70514,48679,31231,15119,61212,49802,41777,32138,
购买商品、接受劳务支付的现金(万元),34916,23924,16126,85465,63876,37881,15477,59327,40707,23561,13077,42978,29118,19104,9857,34391,30580,26402,21742,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),13070,9736,6060,17870,13097,8013,3589,12867,8380,6175,2683,9714,5635,4750,2595,7884,6446,4480,3426,
支付的各项税费(万元),564,521,216,6015,3449,2855,990,4702,3612,2539,778,4242,2942,1662,705,3389,1784,1797,662,
支付的其他与经营活动有关的现金(万元),4111,1809,655,9779,4558,5332,1593,6469,5376,2832,3351,5344,5792,2170,1187,4405,4846,3893,2918,
经营活动现金流出小计(万元),52661,35990,23057,119130,84980,54080,21649,83365,58075,35107,19889,62278,43487,27687,14344,50069,43655,36572,28749,
经营活动产生的现金流量净额(万元),30515,26731,15366,16835,6989,1310,1966,10864,11131,8263,1119,8236,5192,3545,775,11143,6147,5205,3389,
收回投资所收到的现金(万元),96,96,,8,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,88,,,28,43,39,,346,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,,,108,195,93,54,109,0,,,14,4,2,,2,8,18,128,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,1080,8044,4033,1026,202,8000,,,,,,,655,70,,1230,
