报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),52054,29717,11708,87079,52026,31474,14179,68890,46050,28418,13246,45022,29752,52269,24179,49351,42936,37960,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,6,1,1,,55,4,,,1,,,
收到的其他与经营活动有关的现金(万元),2801,2313,809,1174,2316,892,112,850,1052,1458,173,1107,809,870,548,3327,149,222,
经营活动现金流入小计(万元),54855,32030,12516,88253,54342,32367,14291,69745,47104,29877,13419,46184,30564,53139,24727,52680,43085,38182,
购买商品、接受劳务支付的现金(万元),37579,23551,14008,48100,28259,19081,12822,40179,27326,12406,5389,22537,12954,29458,12248,33694,26012,25456,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6926,4755,2620,8601,5960,4081,2000,7000,4648,3492,1529,5408,3742,4588,2302,4182,2927,2303,
支付的各项税费(万元),3997,2218,851,5337,4573,2726,994,5089,3922,2252,1100,4382,3220,5256,2523,3852,3388,2466,
支付的其他与经营活动有关的现金(万元),11981,8088,3592,15376,14523,8484,2382,10096,6652,4936,2421,8292,6285,6693,3917,7449,6956,6559,
