报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),19364,12169,6661,43733,31590,18908,7718,22053,15184,10100,4291,20077,15602,9805,4858,19729,12216,8819,3283,22958,20572,22633,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),47,47,47,185,146,125,125,310,310,184,117,987,388,388,,868,322,140,140,2349,2105,764,
收到的其他与经营活动有关的现金(万元),3922,2387,1570,5203,5864,1176,702,1029,841,655,287,1391,852,577,428,634,498,501,334,337,747,25,
经营活动现金流入小计(万元),23333,14603,8278,49121,37600,20209,8544,23391,16334,10938,4694,22455,16842,10770,5286,21231,13036,9460,3757,25643,23425,23421,
购买商品、接受劳务支付的现金(万元),7253,5089,3126,28659,22970,17154,6720,7642,2191,2105,242,1077,806,410,189,64,141,128,40,2216,5421,15118,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),2724,1930,1090,6383,4859,3161,1599,6565,5018,3707,1875,6658,5309,3964,2210,6878,5498,4241,1897,6876,4166,1324,
支付的各项税费(万元),235,452,219,1407,640,531,300,1705,2226,1636,1100,2870,2219,1596,1137,2523,2172,1423,1127,1626,1789,1020,
支付的其他与经营活动有关的现金(万元),2855,1799,969,4053,3495,2242,1386,3502,2055,675,635,3008,3417,1727,970,2922,1838,1058,498,1939,1191,1068,
经营活动现金流出小计(万元),13068,9270,5404,40501,31964,23088,10005,19413,11490,8122,3852,13613,11751,7697,4506,12386,9648,6849,3562,12657,12566,18530,
经营活动产生的现金流量净额(万元),10265,5333,2875,8620,5636,-2879,-1461,3978,4844,2816,842,8841,5091,3073,780,8844,3387,2611,195,12987,10859,4892,
收回投资所收到的现金(万元),400,400,100,61997,23897,23500,23500,,10000,10000,10000,,,,,,,,,,,,
取得投资收益所收到的现金(万元),26,26,4,659,656,561,324,256,114,114,101,19,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10305,1001,,129,3,3,,,,,,5,5,5,5,1,,,,161,,,
处置子公司及其他营业单位收到的现金净额(万元),5200,5200,5200,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,280,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),15931,6627,5304,62786,24556,24343,23824,256,10114,10114,10101,24,5,5,5,1,0,0,0,161,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2846,2072,975,2891,2450,2051,1211,14575,4737,2770,1201,6804,5723,4492,4143,4359,4192,636,304,5872,1585,5948,
投资所支付的现金(万元),6303,500,500,48634,8284,13026,22426,14544,14418,268,100,10825,5000,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,16515,16515,,,34,34,34,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,10,,,,,,48877,36896,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),9149,2572,1485,68040,27249,15077,23637,29153,68066,39968,1301,17629,10723,4492,4143,4359,4192,636,304,5872,1585,5948,
投资活动产生的现金流量净额(万元),6782,4054,3819,-5254,-2694,9266,187,-28897,-57951,-29853,8800,-17605,-10719,-4488,-4139,-4358,-4192,-636,-304,-5711,-1585,-5948,
吸收投资收到的现金(万元),,,,,,,,,,,,51861,51861,51861,,,,,,,,3753,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),5000,5000,5000,10274,6274,1274,869,40179,18978,2403,1200,5100,4600,3600,3600,,,,,,,455,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),50,,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),5050,5000,5000,10274,6274,1274,869,40179,18978,2403,1200,56961,56461,55461,3600,0,0,0,0,0,0,4208,
偿还债务支付的现金(万元),9200,7800,1400,19150,13750,2350,1450,10100,100,50,50,50,50,,,,,,,,,1826,
分配股利、利润或偿付利息所支付的现金(万元),1312,979,392,2921,2539,2037,503,2372,1993,1701,75,195,135,79,33,,,,,,,40,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),8900,,,550,,,,48839,,,,5760,5760,4514,,,,,,,,,
筹资活动现金流出小计(万元),19412,8779,1792,22621,16289,4387,1953,61311,2093,1751,125,6005,5945,4593,33,0,0,0,0,0,0,1866,
筹资活动产生的现金流量净额(万元),-14362,-3779,3208,-12348,-10015,-3114,-1084,-21132,16885,652,1075,50957,50516,50868,3567,0,0,0,0,0,0,2342,
汇率变动对现金及现金等价物的影响(万元),215,17,12,-40,-19,6,-1,-0,-0,-1,0,0,-0,-0,-0,-4,10,-0,1,1,-12,-7,
现金及现金等价物净增加额(万元),2901,5625,9913,-9023,-7093,3279,-2358,-46051,-36222,-26386,10718,42193,44889,49454,207,4482,-795,1976,-109,7277,9262,1279,
加:期初现金及现金等价物余额(万元),18110,18110,18110,27133,27133,27133,27133,73184,73184,73184,73184,30991,30991,30991,30991,26508,26508,26508,26508,19232,9970,1892,
期末现金及现金等价物余额(万元),21011,23735,28023,18110,20040,30412,24775,27133,36961,46798,83902,73184,75879,80444,31198,30991,25713,28484,26400,26508,19232,3171,
净利润(万元),,2260,,2018,,178,,6323,,4461,,9967,,4936,1804,9214,,4114,1455,8774,7605,5722,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,22,,5,,93,,935,,43,,120,,128,2,111,,85,78,-48,21,-113,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1807,,2886,,1368,,1816,,571,,509,,242,129,499,,265,120,422,338,170,
无形资产摊销(万元),,168,,308,,137,,266,,117,,314,,222,120,479,,217,120,461,265,137,
长期待摊费用摊销(万元),,14,,61,,35,,68,,33,,65,,33,17,67,,33,17,122,157,83,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-23,,,,,,,,18,,18,18,5,,,,95,,,
固定资产报废损失(万元),,-0,,3,,3,,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,793,,1508,,732,,491,,1,,-0,,-0,0,4,,0,0,1,0,40,
投资损失(万元),,-2561,,-636,,-532,,-216,,-105,,-19,,,,,,,,,,,
递延所得税资产减少(万元),,-203,,-250,,-84,,-96,,35,,156,,123,100,-7,,90,20,-29,-85,-52,
递延所得税负债增加(万元),,-7,,-6,,,,,,,,-50,,-50,-46,-12,,-33,-28,51,11,0,
存货的减少(万元),,,,,,,,2,,-680,,-0,,-0,-1,-1,,-2,-2,14,863,360,
经营性应收项目的减少(万元),,3197,,2078,,-7281,,-5427,,-1012,,-1938,,-1610,113,-1712,,-1061,-1036,2464,1159,1194,
经营性应付项目的增加(万元),,-150,,668,,2405,,-54,,-613,,-301,,-801,-1303,261,,-1031,-505,605,47,-2650,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,,,
其他(万元),,-8,,,,68,,-129,,-34,,0,,-169,-173,-61,,-66,-44,55,476,0,
经营活动产生现金流量净额(万元),,5333,,8620,,-2879,,3978,,2816,,8841,,3073,780,8844,,2611,195,12987,10859,4892,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),21011,23735,28023,18110,20040,30412,24775,27133,36961,46798,83902,73184,75879,80444,31198,30991,25713,28484,26400,26508,19232,3171,
