报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),62910,40920,23523,123384,75875,57046,23932,94689,63098,48552,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),140,,,90,0,0,,61,103,,
收到的其他与经营活动有关的现金(万元),4308,608,174,5058,2007,959,342,3973,1191,2329,
经营活动现金流入小计(万元),67358,41527,23697,128532,77882,58005,24274,98723,64392,50881,
购买商品、接受劳务支付的现金(万元),23774,17163,13467,31749,17950,13189,4944,30667,26291,22854,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),11166,7834,4131,15119,10955,7487,3782,10614,8077,6556,
支付的各项税费(万元),10730,6894,5208,14015,10473,7430,3883,12410,6503,4711,
支付的其他与经营活动有关的现金(万元),39197,25005,10132,53197,47280,30278,13273,41853,14525,10263,
经营活动现金流出小计(万元),84866,56895,32938,114081,86659,58382,25881,95543,55396,44385,
经营活动产生的现金流量净额(万元),-17509,-15368,-9241,14451,-8777,-377,-1607,3180,8996,6496,
收回投资所收到的现金(万元),23160,23162,14049,25306,23279,25231,9743,11767,29966,10864,
取得投资收益所收到的现金(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,1,,1,1,0,0,7,19,3,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,79,5530,15806,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),23168,23163,14049,25306,23280,25231,9743,11853,35515,26673,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2780,786,662,5840,1126,906,617,7282,15758,4099,
投资所支付的现金(万元),25900,23000,21000,25000,25000,25000,19500,11515,29900,10850,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,16,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,2550,18065,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),28680,23786,21662,30840,26126,25906,20117,18796,48224,33014,
投资活动产生的现金流量净额(万元),-5512,-624,-7613,-5533,-2846,-675,-10374,-6943,-12709,-6341,
吸收投资收到的现金(万元),20812,,,,,,,22269,14000,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),23060,16614,9000,9083,5083,4083,950,13317,8660,27890,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,500,,,,6097,10555,1100,
筹资活动现金流入小计(万元),43872,16614,9000,9583,5083,4083,950,41683,33215,28990,
偿还债务支付的现金(万元),6496,4909,1363,6854,4290,3527,763,14503,20807,21617,
分配股利、利润或偿付利息所支付的现金(万元),532,308,135,8560,350,243,79,8056,1346,1530,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),7815,1330,655,5518,3975,2760,1385,5779,4987,2265,
筹资活动现金流出小计(万元),14844,6547,2154,20932,8614,6530,2227,28339,27140,25412,
筹资活动产生的现金流量净额(万元),29028,10067,6846,-11349,-3532,-2447,-1277,13345,6075,3578,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,
现金及现金等价物净增加额(万元),6007,-5925,-10008,-2431,-15155,-3499,-13259,9581,2362,3734,
加:期初现金及现金等价物余额(万元),15409,15409,15409,17840,17840,17840,17840,8259,5898,2164,
期末现金及现金等价物余额(万元),21416,9484,5401,15409,2685,14341,4581,17840,8259,5898,
净利润(万元),,4251,,12033,,4064,,10054,4913,3376,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),,1154,,581,,576,,349,181,420,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1578,,3078,,1523,,2492,1805,1774,
无形资产摊销(万元),,581,,1073,,533,,1058,1057,1068,
长期待摊费用摊销(万元),,16,,45,,33,,28,33,47,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,0,,-0,,,,,7,-1,
固定资产报废损失(万元),,0,,3,,2,,14,4,6,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),,521,,1336,,768,,891,1375,1080,
投资损失(万元),,-113,,-221,,-231,,-252,-66,-14,
递延所得税资产减少(万元),,-146,,-56,,-69,,-29,5,10,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),,-2214,,1670,,-1932,,-5784,-3586,-1052,
