报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),26710,15860,45057,35458,22356,47300,16659,12471,5405,12553,6255,13007,13190,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),661,341,768,582,582,1450,,59,59,61,22,227,679,
收到的其他与经营活动有关的现金(万元),641,489,892,548,235,355,598,294,274,209,40,420,233,
经营活动现金流入小计(万元),28011,16689,46716,36588,23174,49104,17257,12824,5738,12823,6318,13655,14102,
购买商品、接受劳务支付的现金(万元),6226,1742,14382,15532,11620,21699,5856,7163,3025,7171,2840,5738,5954,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),2443,1760,3028,2197,1560,2681,1812,1499,740,1343,700,1305,1086,
支付的各项税费(万元),2121,1805,4921,3784,2331,4948,1893,1152,612,1014,461,1005,245,
支付的其他与经营活动有关的现金(万元),632,1227,3099,1802,1413,1911,1463,874,353,1078,592,957,672,
经营活动现金流出小计(万元),11423,6535,25430,23315,16924,31238,11024,10688,4729,10606,4593,9005,7958,
经营活动产生的现金流量净额(万元),16588,10155,21286,13273,6250,17866,6233,2136,1009,2217,1725,4650,6144,
收回投资所收到的现金(万元),,,,,,,3595,1000,1000,1000,,,,
取得投资收益所收到的现金(万元),,,,,,,44,50,,7,5,39,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,13,,,15,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,33,,,789,788,7940,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,13,0,0,3687,1050,1000,1796,793,7979,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4660,3992,4471,923,1634,2423,1035,1229,885,701,514,2421,4955,
投资所支付的现金(万元),,,,,,,800,2795,1000,1000,1000,1000,,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,-38,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,17,,,,,,7878,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),4660,3992,4471,923,1634,2385,1852,4024,1885,1701,1514,3421,12833,
投资活动产生的现金流量净额(万元),-4660,-3992,-4471,-911,-1634,-2385,1835,-2974,-885,96,-721,4558,-12833,
吸收投资收到的现金(万元),120000,,,,,2886,,,,16,16,,4000,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,9216,10714,8935,2500,2000,1500,7600,17973,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,4926,860,,161,
筹资活动现金流入小计(万元),120000,0,0,0,0,12102,10714,8935,2500,6941,2376,7600,22134,
偿还债务支付的现金(万元),,,,,,13903,10441,8000,2571,7500,3000,10273,8000,
分配股利、利润或偿付利息所支付的现金(万元),5600,5600,6200,6200,6200,3349,4308,234,115,869,554,2704,501,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,860,,3069,6251,
筹资活动现金流出小计(万元),5600,5600,6200,6200,6200,17252,14749,8234,2687,9229,3554,16046,14752,
筹资活动产生的现金流量净额(万元),114400,-5600,-6200,-6200,-6200,-5149,-4035,701,-187,-2288,-1179,-8446,7382,
汇率变动对现金及现金等价物的影响(万元),-128,414,514,758,-91,1074,-341,223,50,154,30,-17,-78,
现金及现金等价物净增加额(万元),126201,977,11129,6921,-1675,11406,3692,85,-13,179,-144,745,616,
加:期初现金及现金等价物余额(万元),28916,28916,17787,17787,17787,6381,2689,2603,2603,2424,2424,1679,1063,
期末现金及现金等价物余额(万元),155117,29893,28916,24708,16112,17787,6381,2689,2590,2603,2281,2424,1679,
净利润(万元),,8538,21942,,11662,21115,6623,3387,1544,2932,1786,4254,961,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,,4,,5,121,324,378,198,-230,-392,178,394,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1125,2169,,884,1537,1364,1153,535,1190,697,1148,543,
无形资产摊销(万元),,28,55,,28,56,49,44,22,40,21,37,34,
长期待摊费用摊销(万元),,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,-5,,,-2,-13,,,12,12,,,
固定资产报废损失(万元),,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,-414,-514,,91,-931,575,9,66,354,200,548,729,
投资损失(万元),,,,,,,-44,-50,,-7,-5,-39,,
递延所得税资产减少(万元),,2,21,,7,39,31,52,-17,59,63,-82,-76,
递延所得税负债增加(万元),,,,,,,,,,,,,,
存货的减少(万元),,1503,2730,,379,-5478,-1906,942,-1101,-1046,-653,144,764,
经营性应收项目的减少(万元),,-3271,-2552,,-4869,-3605,-1307,-2829,-1210,4089,2648,-4025,-1386,
经营性应付项目的增加(万元),,2580,-1913,,-1718,3051,510,-950,972,-5176,-2651,2487,4181,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,12,-606,,-237,1963,28,,,,,,,
经营活动产生现金流量净额(万元),,10155,21286,,6250,17866,6233,2136,1009,2217,1725,4650,6144,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,
现金的期末余额(万元),155117,29893,28916,24708,16112,17787,6381,2689,2590,2603,2281,2424,1679,
现金的期初余额(万元),28916,28916,17787,17787,17787,6381,2689,2603,2603,2424,2424,1679,1063,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),126201,977,11129,6921,-1675,11406,3692,85,-13,179,-144,745,616,

