报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),122595,81717,155229,105108,74229,168099,123637,101423,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),66,31,3304,3012,2799,2663,234,65,
收到的其他与经营活动有关的现金(万元),9337,1837,5587,5173,4433,8686,4663,9633,
经营活动现金流入小计(万元),131998,83584,164119,113292,81461,179447,128534,111122,
购买商品、接受劳务支付的现金(万元),96436,55817,110253,86172,52654,111443,71558,58716,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),23387,13950,30575,22316,14313,28887,26296,17720,
支付的各项税费(万元),5056,3103,4492,2984,1985,5684,7662,6372,
支付的其他与经营活动有关的现金(万元),3977,1720,8495,7160,6494,9434,15111,9974,
经营活动现金流出小计(万元),128856,74589,153815,118633,75447,155448,120627,92782,
经营活动产生的现金流量净额(万元),3142,8995,10304,-5340,6014,24000,7907,18340,
收回投资所收到的现金(万元),,,,,,,,,
取得投资收益所收到的现金(万元),94,78,89,66,33,62,712,380,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),36,36,107,107,55,123,70,176,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),135073,110479,129206,90092,49239,56800,112300,111555,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),135203,110593,129401,90264,49327,56985,113082,112111,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),4533,3408,9725,6311,2217,13013,8524,7186,
投资所支付的现金(万元),,,,,,,,,
