报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),52060,28041,13796,51122,37708,20116,9976,37383,26096,13957,7263,27453,19685,10942,5775,20884,14859,15628,11648,6911,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),987,851,381,763,856,467,258,608,869,400,218,921,437,437,205,594,225,477,266,44,
经营活动现金流入小计(万元),53047,28892,14176,51886,38564,20583,10234,37992,26965,14357,7482,28374,20122,11379,5981,21478,15085,16105,11914,6955,
购买商品、接受劳务支付的现金(万元),10658,6712,3285,14908,11940,6190,3024,10159,7807,4322,2279,7744,5311,3042,1267,5206,3763,3388,2112,1438,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),7816,4738,2055,6386,4046,2450,912,3717,2043,1474,707,2849,2032,1383,624,2313,1548,1747,1266,933,
支付的各项税费(万元),7010,4259,2064,8900,5687,3197,1804,6458,4058,1918,1194,5043,3206,2149,1055,4089,2664,3214,2082,1604,
支付的其他与经营活动有关的现金(万元),6678,4134,2365,6839,2919,1643,731,3187,1994,1069,577,1858,1405,975,628,1847,1279,1565,1116,1062,
经营活动现金流出小计(万元),32162,19843,9769,37033,24592,13480,6472,23521,15902,8783,4757,17494,11953,7550,3574,13455,9253,9914,6576,5037,
经营活动产生的现金流量净额(万元),20885,9049,4407,14852,13972,7103,3762,14471,11063,5573,2725,10880,8169,3829,2407,8023,5832,6191,5337,1918,
收回投资所收到的现金(万元),176100,138200,50050,210540,167900,114200,50800,149256,94171,56055,17970,162852,112606,79213,15450,132972,97156,63268,40567,,
取得投资收益所收到的现金(万元),2282,1897,868,2603,1978,1339,519,1507,748,305,81,,,,115,,,,11,23,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),44,39,,1,,,,13,,,,42,2,2,,7,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,15,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),407,227,142,632,254,79,33,174,92,77,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),178833,140363,51060,213776,170131,115618,51352,150951,95011,56437,18066,162894,112608,79215,15565,132979,97156,63268,40578,23,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3678,2647,1091,3525,3508,2628,892,6280,3168,3267,1182,2860,2109,1206,543,1547,1140,257,502,381,
投资所支付的现金(万元),184968,135410,47271,223993,176191,118671,54519,203856,149256,106156,45596,162744,137746,78960,36851,132474,110661,60806,38675,3620,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),1200,1099,225,279,,161,199,,,,,,,,,,,,25,2341,
支付的其他与投资活动有关的现金(万元),,,,,,,144,47,,,143,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),189846,139156,48587,227797,179700,121461,55754,210183,152424,109423,46921,165604,139855,80166,37394,134022,111802,61063,39201,6342,
投资活动产生的现金流量净额(万元),-11013,1207,2474,-14021,-9568,-5843,-4402,-59232,-57413,-52986,-28854,-2710,-27247,-952,-21829,-1043,-14646,2205,1377,-6319,
吸收投资收到的现金(万元),2156,1576,550,2296,1006,400,60,42055,36306,36281,37307,352,59,59,,,,226,1045,6100,
其中：子公司吸收少数股东投资收到的现金(万元),2126,1576,550,1149,1006,400,60,490,360,335,,352,59,59,,,,226,,,
取得借款收到的现金(万元),20,20,,,,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),339,239,30,666,262,,,,,,,50,50,50,,,,,,,
筹资活动现金流入小计(万元),2515,1835,580,2962,1268,400,60,42055,36306,36281,37307,402,108,108,0,0,0,226,1045,6100,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),3290,3290,44,2523,2405,2378,,2385,2257,1931,,7379,3,3,,811,811,1897,1400,1000,
其中：子公司支付给少数股东的股利、利润(万元),44,44,44,16,16,,,5,4,4,,13,3,3,,,,,,,
支付其他与筹资活动有关的现金(万元),511,178,20,1,,,,1306,100,100,931,55,3,3,,,,,,,
筹资活动现金流出小计(万元),3801,3468,65,2523,2405,2378,0,3691,2357,2031,931,7434,6,6,0,811,811,1897,1400,1000,
筹资活动产生的现金流量净额(万元),-1286,-1633,515,438,-1137,-1978,60,38364,33949,34250,36376,-7032,102,102,0,-811,-811,-1671,-355,5100,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,-16,-7,-7,-7,,-14,-3,0,5,1,
