报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),192007,122968,60568,218791,155327,101200,47778,158711,111712,68140,32035,108748,77896,48972,22975,80526,56977,35629,63517,47059,34273,23381,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),19,,,22,22,22,,5,5,5,5,1,,,,29,29,29,22,26,,4,
收到的其他与经营活动有关的现金(万元),9142,4857,1252,5756,3923,2586,970,3439,1777,1014,502,2871,1971,1494,382,2694,2083,1153,3885,1918,1372,1577,
经营活动现金流入小计(万元),201169,127826,61820,224570,159272,103809,48748,162155,113494,69159,32542,111620,79868,50467,23357,83249,59088,36811,67424,49003,35645,24962,
购买商品、接受劳务支付的现金(万元),67759,44686,20486,72615,53014,33746,14500,51451,34556,19169,8649,19944,16248,8482,3914,17160,12459,8560,15371,17094,12063,8658,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),36782,25877,16899,34725,26653,18828,12170,25283,19479,13815,9183,19564,15206,10786,7108,14540,10666,7398,10264,8823,6655,4619,
支付的各项税费(万元),19892,13149,7702,25722,16897,11284,5420,22101,14085,8324,3714,17588,13228,8272,3712,12668,8835,5234,9053,6841,5749,2998,
支付的其他与经营活动有关的现金(万元),23371,13653,5792,26135,19328,12597,5305,15147,10443,5977,2143,12943,8770,5527,2551,8018,5872,4431,7042,5923,4246,3628,
经营活动现金流出小计(万元),147804,97365,50879,159197,115892,76456,37395,113981,78564,47285,23689,70038,53452,33068,17285,52386,37831,25623,41731,38680,28713,19902,
经营活动产生的现金流量净额(万元),53365,30461,10940,65373,43380,27353,11353,48173,34930,21873,8853,41582,26416,17399,6072,30863,21257,11187,25693,10322,6932,5059,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),64,8,,3,3,,,8,1,1,1,5,3,0,,1,1,,2,14,4,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),245009,136563,62983,192145,157837,129057,73653,390404,340441,233966,90937,64831,,,,,,,,,480,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),245073,136571,62983,192148,157841,129057,73653,390412,340442,233967,90938,64836,3,0,0,1,1,0,2,14,484,1,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),58705,30858,11116,41017,28804,17571,8812,45517,39187,28697,20393,23742,11891,8312,3479,22181,19004,13417,17906,7632,2814,4284,
投资所支付的现金(万元),7725,7725,7725,,,,,1418,525,,,630,630,630,630,70,,,,,,146,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),487,487,,,,,,9040,9040,9040,,,,,,,,,,,,705,
支付的其他与投资活动有关的现金(万元),273338,109791,58956,185687,143919,103794,76404,346541,290670,189150,72290,143860,,,,,,,,0,,480,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),340256,148861,77797,226705,172723,121365,85216,402515,339422,226887,92683,168232,12521,8942,4109,22251,19004,13417,17906,7632,2814,5616,
投资活动产生的现金流量净额(万元),-95183,-12290,-14815,-34557,-14883,7691,-11563,-12103,1020,7080,-1745,-103396,-12518,-8942,-4109,-22250,-19004,-13417,-17904,-7618,-2331,-5614,
