报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),86696,55774,21449,156482,92184,61584,16792,137315,90628,57096,22055,94092,9375,82532,72996,59177,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),32,16,16,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),3173,2687,805,1998,12079,2728,4450,1885,923,488,211,1004,40,643,248,146,
经营活动现金流入小计(万元),89901,58477,22270,158480,104263,64312,21242,139201,91551,57584,22266,95096,9415,83176,73244,59324,
购买商品、接受劳务支付的现金(万元),49227,32770,21903,85337,58386,38053,17975,72919,51142,28917,12025,52232,10083,43542,39236,37925,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10273,7115,4159,13458,9418,6707,3592,10676,6860,5537,3154,9177,2633,7918,5675,4297,
支付的各项税费(万元),10806,6873,3783,12176,8319,5015,2989,11423,7359,4330,1446,9852,1904,7834,5877,5146,
支付的其他与经营活动有关的现金(万元),13681,9781,6078,19009,21774,8980,6561,14250,10704,7449,3008,9642,2429,7459,6827,4417,
经营活动现金流出小计(万元),83987,56540,35924,129979,97897,58754,31118,109268,76065,46233,19633,80904,17048,66754,57616,51786,
经营活动产生的现金流量净额(万元),5914,1937,-13654,28501,6366,5558,-9876,29933,15486,11350,2633,14192,-7633,16422,15629,7537,
收回投资所收到的现金(万元),52000,27000,20000,,208059,25000,,,610,,,,,415,640,,
取得投资收益所收到的现金(万元),2122,1432,356,3620,1995,1962,708,2053,1456,869,426,1076,93,1067,684,407,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),25,6,-105,39,35,0,,56,34,43,0,198,,49,4,5,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,13,,,,,200,200,200,200,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),54147,28438,20264,3659,210089,26962,708,2309,2300,1112,626,1274,93,1531,1329,412,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2382,1709,656,27913,26314,9690,425,1593,1023,712,291,7780,79,3126,264,561,
投资所支付的现金(万元),104000,67000,20000,4200,208259,10236,200,25000,824,824,824,,,1100,400,,
