报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),43964,31151,14454,41721,31479,20756,9128,41325,31212,18038,10062,40831,33160,21822,12304,26887,17072,19597,25005,14753,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),473,467,261,1968,1068,934,237,2709,1792,1246,48,3056,284,277,160,5,,,,,
收到的其他与经营活动有关的现金(万元),9019,8603,8121,7589,872,190,106,1416,3549,145,47,829,724,553,857,1582,447,1495,898,3729,
经营活动现金流入小计(万元),53456,40221,22836,51278,33418,21880,9471,45450,36553,19429,10157,44717,34167,22651,13321,28474,17519,21092,25902,18482,
购买商品、接受劳务支付的现金(万元),13610,8968,4287,14330,8715,5319,2291,9402,6759,4247,1645,8405,6112,4036,1799,8223,3762,5920,4858,3467,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6370,4467,2576,6699,4319,2851,1763,5176,4189,2802,1640,4025,2952,2044,1243,3809,2809,2898,1890,1387,
支付的各项税费(万元),4901,3544,2061,6563,4428,3107,1589,5948,4723,3783,1505,7015,5410,3676,1574,2641,2109,1342,1485,287,
支付的其他与经营活动有关的现金(万元),2039,1595,930,9545,1707,1281,638,1994,882,605,825,1431,1506,607,644,1303,963,3044,5029,773,
经营活动现金流出小计(万元),26919,18574,9855,37137,19168,12559,6281,22520,16553,11437,5616,20875,15980,10363,5261,15977,9643,13203,13261,5914,
经营活动产生的现金流量净额(万元),26537,21647,12981,14141,14250,9320,3190,22930,20000,7991,4541,23842,18188,12288,8060,12498,7876,7889,12641,12568,
收回投资所收到的现金(万元),,,,90,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,196,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,,17,20,20,12,1,0,,,0,,,,0,0,1,,2,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,0,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,3966,2886,2093,1664,3043,,,,256,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,4269,2906,2113,1676,3044,0,0,0,256,0,0,0,0,0,1,0,2,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),51704,47626,21972,59815,49610,33294,16598,46014,33599,19760,12000,32481,13000,10260,7487,21454,19020,24599,6561,9354,
投资所支付的现金(万元),4081,1726,,,,,,2366,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,10448,9636,5079,,,,,,,,,,4442,4442,,7095,,
支付的其他与投资活动有关的现金(万元),1200,1200,,,145,145,786,800,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),56984,50552,21972,70263,59391,38518,17384,49179,33599,19760,12000,32481,13000,10260,7487,25896,23462,24599,13656,9354,
投资活动产生的现金流量净额(万元),-56984,-50552,-21972,-65994,-56485,-36406,-15708,-46136,-33599,-19760,-12000,-32226,-13000,-10260,-7487,-25896,-23462,-24598,-13656,-9352,
吸收投资收到的现金(万元),995,920,430,3910,2784,2608,258,49370,45872,45872,42432,,,,,,,7020,10530,,
其中：子公司吸收少数股东投资收到的现金(万元),995,920,430,3910,2784,2608,258,,3440,3440,,,,,,,,,,,
取得借款收到的现金(万元),89718,29608,16575,74850,52383,27561,17843,24274,22718,10335,7540,30897,15658,13658,10121,21734,16880,13960,,13200,
发行债券收到的现金(万元),,45410,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,480,,,,,26,,,,2078,78,,,6000,
筹资活动现金流入小计(万元),90714,75939,17005,78760,55167,30169,18581,73644,68590,56207,49972,30923,15658,13658,10121,23812,16958,20980,10530,19200,
偿还债务支付的现金(万元),34924,17278,7482,18450,9977,501,250,39639,39393,32214,27117,19025,9465,6250,5700,5435,1915,325,,12970,
分配股利、利润或偿付利息所支付的现金(万元),5912,2446,1202,4786,2825,2009,379,4893,4365,4043,544,2829,1464,945,466,1473,1038,13990,20,,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),65,65,15,187,,,145,3680,407,397,395,,,,,,,1062,6000,906,
筹资活动现金流出小计(万元),40901,19789,8698,23422,12802,2510,774,48212,44166,36655,28057,21854,10929,7195,6166,6908,2953,15377,6020,13876,
筹资活动产生的现金流量净额(万元),49813,56150,8307,55337,42366,27659,17808,25432,24424,19552,21915,9069,4730,6463,3955,16904,14005,5603,4510,5324,
汇率变动对现金及现金等价物的影响(万元),-8,-8,-12,77,77,34,,,,,,,,,,0,0,0,-0,,
现金及现金等价物净增加额(万元),19357,27237,-696,3561,207,608,5290,2227,10826,7784,14456,685,9917,8491,4528,3506,-1581,-11107,3495,8540,
加:期初现金及现金等价物余额(万元),14550,14550,14550,10989,10989,10989,10989,8763,8763,8763,8763,8078,8078,8078,8308,4571,4571,15678,12183,3643,
期末现金及现金等价物余额(万元),33908,41788,13855,14550,11197,11597,16279,10989,19588,16546,23219,8763,17994,16569,12836,8078,2990,4571,15678,12183,
净利润(万元),,6118,,11836,,5030,,9938,,5277,,9650,,4368,,8537,,9307,7984,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,173,,776,,100,,4,,116,,-145,,-189,,209,,278,-332,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,5728,,8939,,3644,,7147,,3427,,6985,,3419,,4346,,3239,2469,,
无形资产摊销(万元),,1786,,2998,,965,,1420,,710,,1220,,614,,1117,,894,333,,
长期待摊费用摊销(万元),,133,,220,,45,,46,,18,,16,,6,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,,,6,,,,29,,-1,-0,,
固定资产报废损失(万元),,4,,813,,240,,11,,1,,,,,,,,3,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,2977,,3636,,909,,1613,,1649,,3437,,1657,,1493,,342,20,,
投资损失(万元),,34,,73,,40,,15,,,,,,,,,,,,,
递延所得税资产减少(万元),,-13,,-107,,12,,-60,,-48,,48,,55,,-15,,-215,12,,
递延所得税负债增加(万元),,34,,44,,,,,,,,,,,,,,,,,
存货的减少(万元),,-125,,-71,,-49,,7,,-56,,44,,124,,-284,,-15,-117,,
经营性应收项目的减少(万元),,6438,,-26912,,-1235,,917,,-1406,,2055,,2999,,-3599,,-9138,2360,,
经营性应付项目的增加(万元),,-1639,,11896,,-380,,1872,,-1696,,527,,-866,,390,,2903,598,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,101,,274,,291,-686,,
经营活动产生现金流量净额(万元),,21647,,14141,,9320,,22930,,7991,,23842,,12288,,12498,,7889,12641,,
债务转为资本(万元),,,,,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,,,,
现金的期末余额(万元),33908,41788,13855,14550,11197,11597,16279,10989,19588,16546,23219,8763,17994,16569,12836,8078,2990,4571,15678,12183,
现金的期初余额(万元),14550,14550,14550,10989,10989,10989,10989,8763,8763,8763,8763,8078,8078,8078,8308,4571,4571,15678,12183,3643,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),19357,27237,-696,3561,207,608,5290,2227,10826,7784,14456,685,9917,8491,4528,3506,-1581,-11107,3495,8540,

