报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),44343,39212,10141,61920,39128,27275,12819,31920,22012,14680,5132,22784,16940,13177,7594,21927,10972,12052,9424,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),507,319,217,,292,,,,,,,,,,,1,,,,
收到的其他与经营活动有关的现金(万元),1350,764,514,2477,2495,1624,1273,1705,1129,591,208,1032,1041,751,716,258,420,324,976,
经营活动现金流入小计(万元),46199,40295,10872,64397,41915,28899,14092,33624,23141,15271,5341,23816,17981,13928,8311,22187,11392,12375,10400,
购买商品、接受劳务支付的现金(万元),21630,24492,9165,44707,23592,19140,6420,15232,11200,8360,3820,10855,7979,5275,3734,15388,6485,6951,5127,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8949,6170,3166,11557,7304,4763,2097,5104,3706,2207,1036,3973,3128,1791,744,3167,2439,1869,1497,
支付的各项税费(万元),3619,3087,1485,5023,4639,3535,1507,3302,2724,2065,1775,2452,1905,1397,704,1698,1027,988,1431,
支付的其他与经营活动有关的现金(万元),2557,1152,442,2053,3060,1406,924,2335,1449,712,383,448,675,260,56,616,365,581,636,
经营活动现金流出小计(万元),36756,34902,14258,63340,38595,28843,10949,25973,19079,13344,7014,17729,13687,8723,5238,20869,10316,10389,8692,
经营活动产生的现金流量净额(万元),9444,5394,-3387,1057,3320,56,3143,7652,4062,1926,-1673,6087,4294,5205,3073,1318,1075,1986,1708,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,88,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,0,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9,0,,17,15,15,4,3,3,1,,2,2,2,2,2,8,,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),9,0,0,17,15,15,4,3,3,1,0,2,2,2,2,2,8,88,1,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2725,2433,372,6795,5250,3018,1427,1927,1806,1358,758,3749,3159,1667,581,3038,449,585,1055,
投资所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),2000,1300,,8974,8974,8974,8974,,,,,,,,,80,183,44,4069,
支付的其他与投资活动有关的现金(万元),,,,,,,,,1000,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),4725,3733,372,15769,14224,11992,10401,1927,2806,1358,758,3749,3159,1667,581,3118,632,629,5124,
投资活动产生的现金流量净额(万元),-4716,-3733,-372,-15752,-14209,-11977,-10397,-1924,-2803,-1357,-758,-3747,-3157,-1665,-579,-3117,-624,-540,-5123,
吸收投资收到的现金(万元),2275,,,5215,5215,5215,5215,19870,19870,19870,17420,,,,,,,3900,2265,
其中：子公司吸收少数股东投资收到的现金(万元),2275,,,5215,5215,5215,5215,2450,2450,2450,,,,,,,,,,
取得借款收到的现金(万元),1180,1180,1180,8488,2500,500,500,3000,1000,,1000,3500,3500,500,,6000,4000,3450,2905,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,2,,,,,,,,,,,
筹资活动现金流入小计(万元),3455,1180,1180,13703,7715,5715,5715,22870,20872,19870,18420,3500,3500,500,0,6000,4000,7350,5170,
偿还债务支付的现金(万元),4938,4938,,9700,4200,4200,,3000,4000,1000,,4500,4000,1000,,5500,3500,3405,1500,
分配股利、利润或偿付利息所支付的现金(万元),1518,1468,76,1750,1682,1628,82,1158,1150,83,22,170,121,91,45,207,876,650,1644,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),145,145,,,,,,621,482,213,213,130,101,20,,190,,,,
筹资活动现金流出小计(万元),6602,6552,76,11450,5882,5828,82,4779,5633,1296,235,4800,4222,1111,45,5896,4376,4055,3144,
筹资活动产生的现金流量净额(万元),-3147,-5372,1104,2253,1833,-113,5633,18091,15239,18574,18185,-1300,-722,-611,-45,104,-376,3295,2026,
汇率变动对现金及现金等价物的影响(万元),-2,-5,-4,-1,2,-2,,,,,,,,,0,,-0,,-0,
现金及现金等价物净增加额(万元),1579,-3716,-2659,-12443,-9054,-12036,-1621,23818,16498,19144,15754,1040,415,2930,2449,-1695,75,4740,-1389,
加:期初现金及现金等价物余额(万元),17134,17134,17134,29577,29577,29577,29577,5759,5759,5759,5759,4719,4719,4719,4719,6414,6340,1599,2989,
期末现金及现金等价物余额(万元),18713,13419,14475,17134,20523,17541,27956,29577,22257,24903,21514,5759,5135,7649,7168,4719,6414,6340,1599,
净利润(万元),,5501,,7801,,3383,,5049,,1766,,3580,,,,3062,2833,,,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,-63,,200,,-93,,20,,26,,33,,,,128,131,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,906,,1399,,624,,543,,190,,440,,,,481,491,,,
无形资产摊销(万元),,357,,662,,309,,224,,109,,213,,,,200,92,,,
长期待摊费用摊销(万元),,7,,2,,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-10,,-10,,2,,1,,-0,,,,2,4,,,
固定资产报废损失(万元),,9,,2,,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,
财务费用(万元),,159,,244,,122,,82,,44,,144,,,,207,177,,,
投资损失(万元),,14,,-11,,14,,18,,5,,3,,,,0,,,,
递延所得税资产减少(万元),,20,,-21,,45,,105,,22,,67,,,,112,-19,,,
递延所得税负债增加(万元),,,,,,,,,,,,,,,,,,,,
