报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),27183,15454,7947,57115,28976,18532,12048,30315,17345,9921,4361,30752,19448,13651,7144,29891,15521,22467,18922,20007,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,0,,,,0,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,0,,,,0,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,0,,,,0,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,0,,,,0,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,0,,,,0,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,0,,,,0,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,0,,,,0,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,0,,,,0,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,0,,,,0,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,0,,,,0,,,,,,
收到的税费返还(万元),,,,,,,,,2,,2,,,,0,,,,,,
收到的其他与经营活动有关的现金(万元),935,226,571,962,604,674,1199,526,332,285,1037,343,135,84,889,239,182,616,17,417,
经营活动现金流入小计(万元),28118,15680,8518,58077,29580,19207,13247,30841,17679,10206,5400,31095,19582,13735,8033,30131,15703,23084,18938,20424,
购买商品、接受劳务支付的现金(万元),33461,22113,14907,39450,29276,20037,10549,30977,21566,13388,7456,24901,17910,13455,7723,18848,11896,19330,14343,19159,
客户贷款及垫款净增加额(万元),,,,,,,,,,,0,,,,0,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,0,,,,0,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,0,,,,0,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,0,,,,0,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,0,,,,0,,,,,,
支付给职工以及为职工支付的现金(万元),5589,4234,2559,5069,3583,2471,1549,3700,2755,1934,1224,2940,2212,1544,1068,2525,1867,2142,1694,1223,
支付的各项税费(万元),1152,671,241,1546,1082,738,230,1115,773,564,375,1421,1108,779,438,1535,948,1088,829,722,
支付的其他与经营活动有关的现金(万元),3197,1420,976,2907,2626,1382,1359,2561,2012,1590,1592,1856,1486,1056,2111,2049,1403,1703,2106,974,
经营活动现金流出小计(万元),43399,28438,18684,48972,36568,24629,13688,38353,27105,17476,10648,31117,22717,16833,11342,24957,16114,24263,18972,22079,
经营活动产生的现金流量净额(万元),-15281,-12758,-10166,9105,-6988,-5422,-440,-7511,-9427,-7270,-5248,-23,-3134,-3098,-3309,5174,-411,-1180,-33,-1655,
收回投资所收到的现金(万元),,,,200,200,200,,6600,,,0,,,,0,,,,,,
取得投资收益所收到的现金(万元),,,,3,3,3,1,25,,,0,,,,0,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,1,1,1,1,,,,0,0,,,1,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,0,,,,0,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,40,,,,,,0,,,,0,,,,,600,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,203,243,203,1,6626,1,1,1,0,0,0,0,0,0,0,1,600,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),180,127,219,872,122,113,59,1201,775,730,93,1344,1102,1090,73,385,258,1642,616,24,
投资所支付的现金(万元),25,,,300,300,300,,6800,,,0,,,,0,,,43,,,
质押贷款净增加额(万元),,,,,,,,,,,0,,,,0,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,0,,,,0,,,,71,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,3,,0,,,,0,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),205,127,219,1172,422,413,59,8001,777,730,93,1344,1102,1090,73,385,258,1685,688,24,
投资活动产生的现金流量净额(万元),-205,-127,-219,-969,-179,-210,-57,-1375,-777,-729,-92,-1344,-1102,-1090,-73,-384,-258,-1685,-686,576,
吸收投资收到的现金(万元),211,211,134,1061,951,951,,17292,18203,18203,18120,,,,0,,,5000,,675,
其中：子公司吸收少数股东投资收到的现金(万元),,,,110,,,,83,,83,0,,,,0,,,,,,
取得借款收到的现金(万元),,,,3599,3599,1545,,697,697,697,697,1973,1693,874,0,2119,2119,472,2825,2445,
发行债券收到的现金(万元),,,,,,,,,,,0,,,,0,,,,,,
收到其他与筹资活动有关的现金(万元),800,543,,600,,,,519,,102,0,991,508,508,0,1654,1367,2011,5772,6169,
筹资活动现金流入小计(万元),1012,754,134,5261,4550,2496,0,18508,18899,19001,18817,2964,2201,1382,0,3773,3486,7483,8597,9289,
偿还债务支付的现金(万元),,,,3599,1217,,,2469,2469,2469,2469,1914,1714,1295,0,877,577,1885,3389,2060,
分配股利、利润或偿付利息所支付的现金(万元),661,,,563,529,1,,444,448,24,24,109,80,54,20,120,88,179,177,157,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,0,,,,0,,,,,,
支付其他与筹资活动有关的现金(万元),340,278,,802,,,,849,191,16,0,820,457,390,214,3084,1982,2357,4554,5866,
筹资活动现金流出小计(万元),1002,278,0,4964,1745,1,0,3762,3108,2509,2493,2843,2252,1739,234,4080,2648,4421,8119,8083,
筹资活动产生的现金流量净额(万元),10,475,134,297,2805,2495,0,14745,15791,16492,16323,121,-51,-358,-234,-308,839,3062,478,1206,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,0,,,,0,,,,,,
现金及现金等价物净增加额(万元),-15476,-12410,-10251,8433,-4362,-3137,-498,5859,5588,8493,10983,-1246,-4288,-4546,-3616,4482,170,198,-241,128,
加:期初现金及现金等价物余额(万元),18385,18385,18385,9951,9951,9951,9951,4092,4092,4092,4092,5338,5338,5338,5338,856,856,659,900,772,
期末现金及现金等价物余额(万元),2909,5975,8134,18385,5590,6814,9454,9951,9680,12585,15075,4092,1050,793,1722,5338,1026,856,659,900,
净利润(万元),,1733,,5357,,1441,,4320,,1383,,,2367,1190,,3516,2525,3049,2612,1077,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,291,,533,,521,,796,,260,,,278,239,,183,30,-55,320,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,211,,396,,189,,301,,132,,,183,125,,223,165,169,70,,
无形资产摊销(万元),,38,,30,,10,,19,,8,,,2,1,,3,2,3,2,,
长期待摊费用摊销(万元),,61,,48,,27,,42,,,,,,,,2,2,3,16,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,0,,0,,0,,,,,,,,0,0,0,7,,
固定资产报废损失(万元),,0,,2,,0,,1,,,,,,,,,,,,,
公允价值变动损失(万元),,,,0,,0,,0,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,,,,
财务费用(万元),,0,,59,,1,,43,,-63,,,80,70,,176,88,303,259,,
投资损失(万元),,13,,37,,-3,,-25,,,,,,,,,,,,,
递延所得税资产减少(万元),,-59,,-103,,-75,,-92,,-38,,,-33,-28,,-32,1,5,-23,,
递延所得税负债增加(万元),,,,0,,0,,0,,,,,,,,,,,,,
存货的减少(万元),,-4539,,-8626,,-5790,,-11450,,-7131,,,-314,1347,,-785,-145,-5531,-2376,-3607,
经营性应收项目的减少(万元),,-1530,,-769,,424,,-5669,,-2312,,,-1887,-1600,,-1211,1611,-2699,-1625,321,
经营性应付项目的增加(万元),,-8978,,12141,,-2166,,4204,,489,,,-3812,-4441,,3099,-4690,3573,705,-275,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,,,,
其他(万元),,,,0,,0,,0,,,,,,,,,,,,829,
经营活动产生现金流量净额(万元),,-12758,,9105,,-5422,,-7511,,-7270,,,-3134,-3098,,5174,-411,-1180,-33,-1655,
债务转为资本(万元),,,,0,,0,,0,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,0,,0,,0,,,,,,,,,,,,,
融资租入固定资产(万元),,,,0,,0,,0,,,,,,,,,,,,,
现金的期末余额(万元),2909,5975,8134,18385,5590,6814,9454,9951,9680,12585,15075,4092,1050,793,1722,5338,1026,856,659,900,
现金的期初余额(万元),18385,18385,18385,9951,9951,9951,9951,4092,4092,4092,4092,5338,5338,5338,5338,856,856,659,900,772,
现金等价物的期末余额(万元),,,,0,,0,,0,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,0,,0,,0,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-15476,-12410,-10251,8433,-4362,-3137,-498,5859,5588,8493,10983,-1246,-4288,-4546,-3616,4482,170,198,-241,128,

