报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2008-12-31,2007-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),922540,823717,983720,913567,993386,277585,,674906,365328,777542,267654,568101,628915,623383,84207,553439,,184214,,1450073,257712,318902,
向中央银行借款净增加额(万元,25000,,,,,,,298970,18970,8970,,30,,,,,25019,4281,,3000,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),322297,221127,155025,474733,356675,234695,104491,433056,343338,215950,91620,414080,304189,191548,87619,380148,473476,412617,388175,324684,151996,109183,
拆入资金净增加额(万元),,,,209257,18257,148100,40955,,,,25270,32639,,5484,53835,8442,,6525,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),20488,7026,26483,16482,858,4140,364,52809,178836,4278,586,229129,2056,523,54596,203064,226612,42860,684307,208896,2022,287878,
经营活动现金流入小计(万元),1290326,1051871,1165228,1614040,1369175,695243,168000,1459742,955545,1045640,418529,1367081,1032993,954247,391934,1273803,725108,650497,1072482,1986653,411730,715963,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),944993,617860,303952,1149572,860727,491523,197947,543686,393071,346053,190942,495614,266979,156884,42402,216305,263607,492782,399988,474191,196482,139049,
存放中央银行和同业款项净增加额(万元),11661,55476,49588,61588,51972,,,33983,,,,,,,,,34512,248469,2720,292732,21824,105980,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),169119,128897,67331,198584,155831,114699,61762,181024,141923,98814,52904,171776,128292,85568,47342,160732,243893,185750,189764,143454,59642,52061,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),63247,48051,30601,57729,43941,32608,22088,50187,39597,29176,21127,39983,34570,26254,18642,42773,38100,36616,25814,20464,10744,15877,
支付的各项税费(万元),15985,14566,8641,15139,12893,11330,14155,15067,22911,9321,7159,7666,3977,10359,4685,23472,36791,29968,36988,27906,14239,13058,
支付的其他与经营活动有关的现金(万元),256577,383055,17476,420732,376207,269028,117372,45878,24108,355881,230492,25487,102168,166534,8686,29030,25219,199127,27336,468833,91634,5203,
经营活动现金流出小计(万元),1736666,1798605,1049049,1993644,1681571,1179188,728487,909164,621695,868536,512623,740527,569756,464599,122757,483612,1072939,1192711,832182,1427581,394564,331228,
经营活动产生的现金流量净额(万元),-446340,-746734,116179,-379603,-312395,-483945,-560487,550579,333850,177104,-94094,626554,463237,489648,269176,790191,-347832,-542214,240300,559072,17166,384735,
收回投资所收到的现金(万元),3136587,9222927,1666334,19490084,13010424,8728008,5437203,20022284,15337549,6755769,2815035,13720247,9314236,4961663,1675918,2859527,832667,1163817,831459,527497,345893,1564569,
取得投资收益所收到的现金(万元),117657,8469,4363,12439,7850,5296,6748,8754,7161,7034,2953,22984,19877,18362,10556,21305,8899,5539,3949,1132,12194,8192,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
