报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),36443,25243,9119,29681,21162,12753,5786,23409,17270,11037,5509,23842,16028,12602,4560,22557,22150,10714,19912,21410,18996,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1098,819,671,1551,1126,759,299,1759,1258,851,369,2080,1471,788,453,401,,,,,,
收到的其他与经营活动有关的现金(万元),2926,791,552,4426,4106,2774,2095,1718,1005,880,81,3186,143,118,64,661,111,50,102,1099,74,
经营活动现金流入小计(万元),40467,26853,10341,35658,26394,16286,8179,26886,19532,12768,5959,29108,17641,13508,5077,23619,22262,10763,20014,22509,19071,
购买商品、接受劳务支付的现金(万元),4255,2606,1166,4539,3497,2213,983,3487,2811,1978,827,3230,2484,1724,857,3188,3419,1653,3199,2915,2868,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),2257,1464,731,2523,1815,1125,555,1883,1463,970,489,1751,1273,858,419,1507,1391,705,1238,1054,935,
支付的各项税费(万元),4288,2697,1308,5761,4172,2850,1573,5504,3885,2829,1625,5984,4472,3000,1471,2981,1403,743,900,624,453,
支付的其他与经营活动有关的现金(万元),1109,755,324,2197,1847,1363,1015,2752,2410,2149,1056,1077,605,403,241,699,1012,369,797,813,1785,
经营活动现金流出小计(万元),11910,7522,3529,15019,11332,7551,4127,13627,10570,7926,3997,12043,8835,5985,2988,8376,7224,3470,6134,5407,6040,
经营活动产生的现金流量净额(万元),28557,19331,6812,20640,15062,8735,4052,13260,8963,4842,1962,17065,8807,7522,2089,15243,15038,7293,13880,17102,13030,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,,,,,9,4,4,,2,1,1,,9,8,4,8,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,900,,,,,,,545,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),0,0,0,0,0,0,0,9,904,4,0,2,1,1,0,554,8,4,8,0,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),90359,54711,29013,78774,61584,39354,23333,42924,23946,19276,11319,56389,47713,9922,7861,21211,5216,2254,3257,7089,237,
投资所支付的现金(万元),,,2080,,,,,2471,1100,100,,,,,,,,,,2000,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),2076,2076,,,,,,,,,,,,,,,,,,,8100,
支付的其他与投资活动有关的现金(万元),,,,,,,,,545,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),92436,56787,31093,78774,61584,39354,23333,45395,25591,19376,11319,56389,47713,9922,7861,21211,5216,2254,3257,9089,8337,
投资活动产生的现金流量净额(万元),-92435,-56787,-31092,-78774,-61584,-39354,-23333,-45386,-24687,-19372,-11319,-56388,-47713,-9921,-7861,-20656,-5208,-2250,-3249,-9089,-8337,
吸收投资收到的现金(万元),1953,1953,1953,7718,5472,2972,2972,27944,27944,27944,,50,,,,,,,,,5000,
