报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),753380,332569,452134,489310,238997,23350,-9547,526683,479166,202093,204752,622006,518521,271788,146240,465469,337804,211236,222992,456201,358596,762575,225306,
向中央银行借款净增加额(万元,151909,216252,-8408,-20648,-75349,-113841,-116596,103008,-26338,-10836,-12238,-14912,-17411,-26803,-13283,8248,-3852,7127,4893,45311,-9900,11000,1000,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),382867,248490,159671,478932,349008,230676,121591,463760,341315,223710,115856,425774,309488,196468,95307,435978,325678,213715,90431,429795,418908,419154,307457,
拆入资金净增加额(万元),47303,496308,-151851,-904194,-411204,-199484,316172,-190560,83204,52076,27537,173164,282591,141204,251794,214824,-205622,-303322,-109742,100693,-163942,831254,15874,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),7821,30033,11112,12234,10225,19685,8823,14132,25868,21883,8432,6773,4825,13515,1603,82373,7647,2470,15078,9982,8114,9942,5886,
经营活动现金流入小计(万元),1343279,1323652,462657,55634,111676,-39614,320443,917023,903215,488926,344339,1212806,1098013,596172,481661,1206891,461655,131227,223653,1041982,611776,2033924,555523,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),642454,477177,198980,790269,666409,428678,206321,339775,260600,180376,117520,307115,180938,142251,-24640,195036,83667,50415,-26057,430713,505031,380304,526152,
存放中央银行和同业款项净增加额(万元),6897,70964,-64007,58129,83101,11806,-23595,68765,86683,48360,101330,-857226,29642,14604,18315,-167134,-66119,-14228,-69391,-37341,76758,81022,221838,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),148797,135949,252693,276553,211875,163962,71326,183795,130528,97073,51910,150423,119469,90285,58481,195286,160789,114623,57473,148198,176530,151991,98947,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),40196,27432,14486,57256,42849,30538,20844,57235,47669,34824,19316,47013,37985,30736,19560,39391,24243,22892,20035,43650,44086,34351,31887,
支付的各项税费(万元),17735,12650,7387,26612,19886,13803,8178,26015,16529,12186,5308,31848,19875,16682,4790,35455,31907,25380,8125,32111,42681,49403,30423,
支付的其他与经营活动有关的现金(万元),33921,21756,17398,36519,34501,26219,12568,38057,58160,22387,18721,101432,99132,88423,79735,21016,15449,1835,6410,23817,20836,18645,14883,
经营活动现金流出小计(万元),889999,745927,426936,1245337,1058621,675006,295641,713641,600168,395206,314105,-219395,487041,382981,156241,319050,249936,200918,-3405,641148,865922,715717,924129,
经营活动产生的现金流量净额(万元),453280,577725,35721,-1189704,-946945,-714620,24802,203382,303047,93721,30234,1432201,610972,213191,325419,887842,211719,-69691,227058,400834,-254146,1318208,-368606,
收回投资所收到的现金(万元),5978327,4208731,1973822,6241214,5013603,3529051,1904005,5262246,3491142,2718514,1482831,4529451,3003491,1594937,887408,2753352,1909128,1116653,296099,193167,116008,88086,291949,
取得投资收益所收到的现金(万元),31037,14922,1797,67731,47572,28810,9271,31775,551,545,545,12705,554,544,,757,757,,743,755,759,768,759,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,,,339,318,130,,103,89,9,,8,,,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),3,,0,,,,,,,,,,,,1,2,0,0,0,451,978,14,199,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),6009378,4223653,1975618,6309284,5061493,3557991,1913276,5294124,3491782,2719067,1483376,4542164,3004046,1595481,887409,2754111,1909885,1116653,296842,194373,117745,88867,292907,
