报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,
销售商品、提供劳务收到的现金(万元),3381444,1896640,760205,4503015,3264774,2140872,888692,4595732,3517448,2298006,971169,3832177,1961096,3726376,1456634,3324488,3082759,2711413,2299332,2962087,1165827,1746050,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),18474,12802,5745,12229,10103,6373,3713,9910,9352,6184,3318,9735,6053,5576,3272,5686,5513,8708,9567,19671,10407,5560,
收到的其他与经营活动有关的现金(万元),21170,18265,14537,15564,14196,6829,3737,16662,4387,2699,2036,30470,38452,6987,2475,25611,26464,5398,10560,25324,22424,26247,
经营活动现金流入小计(万元),3421088,1927707,780486,4530809,3289072,2154074,896142,4622304,3531186,2306889,976523,3872383,2005601,3738940,1462380,3355786,3114735,2725519,2319458,3007083,1198658,1777856,
购买商品、接受劳务支付的现金(万元),3504180,1945109,920807,4310736,3260426,2113369,992255,4374440,3493726,2310274,1116384,3806446,2006738,3651484,1488293,3191590,2962000,2692931,2206365,2980114,1208031,1576723,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
