报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),144678,91028,56158,169543,121423,77366,43903,127903,90993,59124,37330,96104,71681,47148,30329,84967,72006,64807,50089,35607,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,3,
收到的其他与经营活动有关的现金(万元),3658,1747,407,2973,1706,1274,256,1758,1541,576,355,787,181,88,95,652,322,567,141,53,
经营活动现金流入小计(万元),148337,92775,56566,172516,123129,78640,44158,129661,92534,59699,37685,96891,71862,47236,30423,85619,72327,65374,50229,35663,
购买商品、接受劳务支付的现金(万元),73654,45347,25623,87410,62250,41369,25230,62087,43533,23868,14255,45224,34363,18806,10471,35661,30581,31080,23364,18309,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),22347,15627,5355,26609,16564,11196,5314,19717,12418,8654,3694,16339,11173,7759,3121,14152,11077,8131,6472,3396,
支付的各项税费(万元),11878,8262,3650,19638,15448,10674,4271,15869,11865,8881,3993,12694,9197,6565,3540,11543,10322,9900,7456,5213,
支付的其他与经营活动有关的现金(万元),24386,14477,9621,21778,20245,11304,5801,19337,15288,6825,3034,12184,8168,4749,2244,10440,8606,6043,5887,5773,
经营活动现金流出小计(万元),132266,83712,44250,155435,114507,74544,40616,117011,83104,48228,24976,86441,62901,37880,19377,71796,60586,55154,43180,32690,
经营活动产生的现金流量净额(万元),16071,9063,12315,17081,8622,4096,3542,12650,9430,11471,12710,10450,8961,9356,11046,13823,11742,10220,7050,2973,
