报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),11795,9935,3627,16153,10852,8712,3889,29758,20024,14166,8608,22991,15653,10673,15403,11419,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),360,167,90,169,135,107,,1617,995,288,,1038,72,164,17,119,
收到的其他与经营活动有关的现金(万元),3709,3478,2009,3194,8561,1756,658,949,419,274,722,896,712,926,1349,5567,
经营活动现金流入小计(万元),15864,13580,5726,19517,19548,10575,4547,32324,21438,14728,9330,24926,16437,11763,16769,17105,
购买商品、接受劳务支付的现金(万元),5898,5137,3275,18758,13316,8680,3586,7353,6420,3447,2225,7653,6183,7134,6843,8969,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3078,2136,1382,4119,3255,2325,1350,3230,2509,1689,996,2517,1966,2206,1779,1533,
支付的各项税费(万元),437,354,264,1694,1533,930,312,5705,4802,3539,2890,3714,2992,1211,1290,3486,
支付的其他与经营活动有关的现金(万元),2057,1402,606,2461,8985,2122,1209,6712,4516,2254,633,3592,1668,1158,2945,1706,
经营活动现金流出小计(万元),11471,9029,5527,27032,27090,14057,6457,23000,18248,10929,6744,17476,12809,11708,12857,15694,
经营活动产生的现金流量净额(万元),4393,4550,200,-7516,-7542,-3482,-1910,9324,3190,3799,2586,7450,3628,54,3912,1411,
收回投资所收到的现金(万元),46100,27500,2500,81100,56900,32900,17500,5500,,,,,,820,,,
取得投资收益所收到的现金(万元),656,382,48,1356,949,499,238,60,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,88,,,,33,33,33,9,,,1,,3,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,200,,,2060,142,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),46756,27882,2548,82544,57849,33399,17738,5593,33,33,9,200,0,821,2060,145,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1804,1250,483,4014,3251,2595,1162,1013,930,819,357,936,261,3006,2915,257,
投资所支付的现金(万元),48200,21000,2500,83700,63200,38400,26000,28400,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,0,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),50004,22250,2983,87714,66451,40995,27162,29413,930,819,357,936,261,3006,2915,257,
投资活动产生的现金流量净额(万元),-3247,5632,-434,-5170,-8603,-7596,-9424,-23820,-897,-786,-348,-736,-261,-2185,-855,-112,
吸收投资收到的现金(万元),,,,,,,,29403,,,,,,,500,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,500,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),0,0,0,0,0,0,0,29403,0,0,0,0,0,0,500,0,
偿还债务支付的现金(万元),,,,,,,,,,,,,,,,,
分配股利、利润或偿付利息所支付的现金(万元),1500,1500,,3338,3000,3000,,3000,3000,3000,,1500,1500,750,2250,600,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,1761,,,,2135,,,,,,,,,
筹资活动现金流出小计(万元),1500,1500,0,5099,3000,3000,0,5135,3000,3000,0,1500,1500,750,2250,600,
筹资活动产生的现金流量净额(万元),-1500,-1500,0,-5099,-3000,-3000,0,24267,-3000,-3000,0,-1500,-1500,-750,-1750,-600,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-354,8682,-235,-17785,-19145,-14077,-11334,9772,-707,13,2238,5214,1867,-2881,1307,699,
加:期初现金及现金等价物余额(万元),2864,2864,2825,20610,20610,20610,20610,10838,10838,10838,10838,5624,5624,8505,7198,6499,
期末现金及现金等价物余额(万元),2510,11546,2590,2825,1464,6532,9275,20610,10131,10851,13076,10838,7491,5624,8505,7198,
净利润(万元),,-778,,3499,,3405,,7900,,4580,,8873,,2098,1761,,
少数股东损益(万元),,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,
资产减值准备(万元),,-321,,551,,219,,-292,,2,,484,,345,192,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,343,,333,,300,,321,,152,,302,,303,296,,
无形资产摊销(万元),,90,,189,,95,,171,,75,,141,,86,27,,
长期待摊费用摊销(万元),,,,,,,,8,,8,,17,,17,8,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,
