报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),72688,49961,135155,94997,61429,156328,149704,116556,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),1633,1343,2944,2499,1145,1802,1918,1098,
收到的其他与经营活动有关的现金(万元),465,181,1321,1217,775,418,468,344,
经营活动现金流入小计(万元),74786,51485,139421,98713,63349,158547,152090,117998,
购买商品、接受劳务支付的现金(万元),48251,33796,82273,62856,41455,105820,97918,79578,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),15188,11306,26898,18996,13235,29394,23864,22276,
支付的各项税费(万元),2226,1039,1801,1693,929,4653,6993,2348,
支付的其他与经营活动有关的现金(万元),4624,2861,7221,5966,3455,7201,7438,6162,
经营活动现金流出小计(万元),70290,49003,118193,89511,59074,147068,136212,110364,
经营活动产生的现金流量净额(万元),4496,2483,21228,9202,4276,11479,15878,7634,
收回投资所收到的现金(万元),,,,,,,,,
取得投资收益所收到的现金(万元),220,83,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),37,35,210,117,101,281,323,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),2049,17,44,30,21,36,541,13,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),2306,136,254,147,122,317,864,13,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3959,2159,6328,4531,3681,7924,7716,2047,
投资所支付的现金(万元),,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,524,,,2320,,,
支付的其他与投资活动有关的现金(万元),2017,2009,539,225,137,108,819,268,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
