报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),119137,72645,48584,144669,85003,67005,34026,141023,109079,71364,34129,126090,106594,72730,126090,158908,70949,156009,75480,69945,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),280,229,170,697,277,190,77,1040,666,273,140,688,617,459,688,1423,809,1785,406,177,
收到的其他与经营活动有关的现金(万元),4560,3070,1585,9750,4040,2680,1999,8656,2183,2213,1826,1953,1871,1423,1953,1719,109,31021,7539,26277,
经营活动现金流入小计(万元),123977,75945,50338,155116,89320,69876,36102,150719,111928,73849,36095,128731,109081,74613,128731,162050,71867,188815,83424,96399,
购买商品、接受劳务支付的现金(万元),23345,22682,14484,60674,27229,26003,19941,69038,32486,22257,10327,27887,20744,14737,27887,26073,9580,53630,35071,67423,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
