报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2017-12-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),82144,51286,125842,90358,89893,66312,28757,58575,55561,77715,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),5043,3889,13708,8751,5866,4192,1953,4547,3682,7519,
收到的其他与经营活动有关的现金(万元),684,351,2360,1770,1393,652,302,1229,1032,1277,
经营活动现金流入小计(万元),87871,55526,141910,100879,97152,71156,31012,64351,60275,86511,
购买商品、接受劳务支付的现金(万元),62719,42651,96639,70572,72353,42490,20221,39453,41681,67092,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9462,6975,12592,9181,10309,8091,3105,7862,7840,7084,
支付的各项税费(万元),5268,3037,7228,6636,4957,4980,2496,4597,3610,4813,
支付的其他与经营活动有关的现金(万元),8779,4128,10996,6489,6455,3782,1843,3669,3034,3351,
经营活动现金流出小计(万元),86228,56791,127455,92878,94075,59343,27665,55581,56165,82339,
经营活动产生的现金流量净额(万元),1643,-1265,14455,8000,3077,11813,3347,8770,4109,4173,
收回投资所收到的现金(万元),,,,,12950,14607,9197,690,35530,30210,
取得投资收益所收到的现金(万元),,,,,23,,3,1,78,34,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,26,2,14,77,7,14,7,2393,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,955,
收到的其他与投资活动有关的现金(万元),,,,,100,8282,800,1321,441,9545,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),0,0,26,2,13087,22966,10007,2026,36056,43138,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1263,1113,1754,1135,1355,1119,27,2049,5745,9852,
投资所支付的现金(万元),,,,,12950,14367,9030,930,35530,30210,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,2,,1200,1200,,,493,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),1263,1113,1754,1137,14305,16686,10257,2979,41275,40555,
投资活动产生的现金流量净额(万元),-1263,-1113,-1728,-1135,-1218,6280,-250,-954,-5219,2583,
吸收投资收到的现金(万元),,,,,,,,,,4000,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,
取得借款收到的现金(万元),15600,12600,16800,18350,18855,18800,17430,26150,27555,33687,
发行债券收到的现金(万元),,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),5511,5511,1154,753,753,160,,502,1104,649,
筹资活动现金流入小计(万元),21111,18111,17954,19103,19608,18960,17430,26652,28659,38336,
偿还债务支付的现金(万元),15300,10880,16705,18255,20750,25650,18380,29929,30313,27616,
分配股利、利润或偿付利息所支付的现金(万元),4877,4725,2886,2704,1819,2061,524,1569,2391,2946,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),895,188,2905,1819,4986,5390,2740,,44,2780,
筹资活动现金流出小计(万元),21071,15793,22496,22778,27555,33101,21644,31498,32748,33342,
筹资活动产生的现金流量净额(万元),40,2318,-4542,-3675,-7947,-14141,-4214,-4846,-4089,4994,
汇率变动对现金及现金等价物的影响(万元),-110,7,6,73,-87,145,59,188,3,-59,
