报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),252185,155058,80156,291406,200269,121753,61467,218303,153734,157566,108746,72365,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),12216,8775,4990,14282,11069,3826,1416,13390,10386,4164,2410,,
收到的其他与经营活动有关的现金(万元),974,490,146,6382,3849,417,198,6594,5316,3026,2460,2968,
经营活动现金流入小计(万元),265375,164323,85291,312070,215187,125996,63081,238288,169435,164757,113617,75333,
购买商品、接受劳务支付的现金(万元),53110,32113,16490,59683,40543,25119,10177,41851,29888,33459,23702,17564,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),109674,72918,36919,121413,88879,60516,30335,93640,69405,69075,43367,33935,
支付的各项税费(万元),6328,3654,2108,8494,5764,4083,2242,5871,4390,4157,1457,594,
支付的其他与经营活动有关的现金(万元),42986,30407,17893,48754,35578,23249,13384,41705,31063,34489,23397,22026,
经营活动现金流出小计(万元),212098,139092,73410,238344,170764,112967,56137,183066,134747,141180,91923,74120,
经营活动产生的现金流量净额(万元),53277,25231,11882,73726,44423,13029,6944,55222,34688,23577,21694,1213,
收回投资所收到的现金(万元),26402,340,,,,,,,,,,,
取得投资收益所收到的现金(万元),126,45,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),218,17,4,2238,2161,18,1,36,58,41,7,1,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),26746,402,4,2238,2161,18,1,36,58,41,7,1,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),52869,30759,16709,64099,47855,28964,17673,93467,69870,105549,25832,8194,
投资所支付的现金(万元),45023,13066,955,9600,5200,3445,1945,,34560,327,,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),5950,5950,,,,,,34560,,8073,22264,,
支付的其他与投资活动有关的现金(万元),2405,834,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),106246,50608,17664,73698,53054,32409,19618,128027,104431,113949,48096,8194,
投资活动产生的现金流量净额(万元),-79500,-50207,-17660,-71460,-50894,-32392,-19617,-127991,-104372,-113908,-48089,-8193,
吸收投资收到的现金(万元),45849,45849,45849,,,,,,,88138,54697,2030,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),65070,38870,22916,54087,39081,33129,15391,85352,61184,52141,15441,13245,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,7793,7793,8493,8085,11800,
筹资活动现金流入小计(万元),110919,84719,68765,54087,39081,33129,15391,93144,68977,148772,78223,27076,
偿还债务支付的现金(万元),61973,46436,7857,42368,22824,14978,3479,21982,13463,14748,13822,10858,
分配股利、利润或偿付利息所支付的现金(万元),12347,3399,1768,7460,5649,3677,1720,6060,4418,1441,1592,1490,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),10494,7063,2509,5815,4340,2964,1485,7879,6491,4486,32996,10518,
筹资活动现金流出小计(万元),84815,56899,12134,55643,32813,21619,6684,35921,24372,20675,48409,22865,
筹资活动产生的现金流量净额(万元),26104,27819,56631,-1556,6268,11510,8708,57223,44605,128097,29813,4210,
汇率变动对现金及现金等价物的影响(万元),178,-435,-649,653,551,-27,-726,-1288,-889,930,258,90,
现金及现金等价物净增加额(万元),59,2409,50204,1363,348,-7879,-4691,-16834,-25968,38696,3676,-2680,
加:期初现金及现金等价物余额(万元),30724,30724,30724,29360,29360,29360,29360,46194,46194,7499,3823,6502,
期末现金及现金等价物余额(万元),30782,33132,80927,30724,29708,21481,24669,29360,20226,46194,7499,3823,
净利润(万元),,15668,,33903,23049,12178,,22702,15171,17691,7385,2100,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,10,,1312,603,490,,247,331,-189,412,350,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,12074,,20412,14748,9556,,13947,9527,9176,6260,5025,
无形资产摊销(万元),,488,,758,545,364,,516,306,113,109,100,
长期待摊费用摊销(万元),,2788,,5341,3935,2637,,5008,3691,3439,2499,2173,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,21,,205,33,32,,102,65,76,87,176,
固定资产报废损失(万元),,,,,,,,,,,,,
公允价值变动损失(万元),,52,,156,190,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,4240,,7162,5174,3314,,6030,4137,1748,1706,1392,
投资损失(万元),,389,,171,,,,,,,,,
递延所得税资产减少(万元),,137,,146,154,-72,,-5,39,117,230,-73,
递延所得税负债增加(万元),,650,,1221,948,756,,-51,-34,,,,
存货的减少(万元),,-2347,,-2829,-3372,-2787,,-136,-2638,-4555,-1844,-1337,
经营性应收项目的减少(万元),,-13312,,-17378,-16004,-14652,,-13568,-5812,-17992,-3149,-9189,
经营性应付项目的增加(万元),,1752,,23147,14419,1214,,20429,9906,11755,4899,-323,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,2201,3102,,
经营活动产生现金流量净额(万元),,25231,,73726,44423,13029,,55222,34688,23577,21694,1213,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
现金的期末余额(万元),30782,33132,80927,30724,29708,21481,24669,29360,20226,46194,7499,3823,
现金的期初余额(万元),30724,30724,30724,29360,29360,29360,29360,46194,46194,7499,3823,6502,
现金等价物的期末余额(万元),,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),59,2409,50204,1363,348,-7879,,-16834,-25968,38696,3676,-2680,

