报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),15904,10866,4743,22035,15756,9908,4294,21187,16526,10008,3633,20069,14460,9464,3506,17963,,17487,19393,21078,11452,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,4,2,110,4,
收到的其他与经营活动有关的现金(万元),1669,1376,682,1117,1010,467,52,1144,573,369,222,394,312,364,86,733,,265,604,660,263,
经营活动现金流入小计(万元),17573,12241,5425,23152,16766,10375,4346,22332,17099,10377,3855,20463,14772,9827,3591,18695,,17756,19998,21847,11719,
购买商品、接受劳务支付的现金(万元),4430,3339,1629,7121,5256,3614,1206,6434,4651,3382,1857,6869,4824,3026,1400,4364,,2836,8443,6110,2569,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4692,3235,1658,5736,4192,2905,1243,5051,3758,2575,1306,4622,3392,2312,1263,3714,,3437,3607,3307,2493,
支付的各项税费(万元),1715,1546,271,3096,2195,1662,710,2995,2100,1527,772,2735,2110,1468,514,3283,,2995,2506,3018,2129,
支付的其他与经营活动有关的现金(万元),3708,2717,1190,4446,2531,1577,1010,3410,2225,1585,757,2985,2138,1483,697,3302,,3281,3130,2842,2235,
经营活动现金流出小计(万元),14545,10838,4748,20399,14174,9758,4169,17889,12733,9069,4692,17210,12464,8289,3874,14663,,12549,17686,15278,9426,
经营活动产生的现金流量净额(万元),3027,1404,677,2752,2592,617,177,4442,4365,1307,-837,3253,2308,1538,-282,4032,1196,5207,2313,6570,2294,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,30,
取得投资收益所收到的现金(万元),88,82,,546,167,167,33,820,382,382,,2,2,2,,13,,10,14,9,10,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,1,1,0,,,3,1,,,0,0,,,,,,,,27,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,1158,
收到的其他与投资活动有关的现金(万元),37700,19100,13000,39000,39016,39016,3016,46718,23900,23000,,50,50,50,,452,,104,880,2016,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),37789,19183,13001,39547,39183,39183,3049,47541,24283,23382,0,52,52,52,0,465,,114,894,2025,1225,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1491,1183,770,3325,2898,2326,1251,2747,2361,1612,713,1644,1050,828,579,2299,,3921,4326,3853,779,
投资所支付的现金(万元),,,,,,,,,,,,,,,,180,,,,,100,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,46,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),39500,15700,7000,34000,20000,20000,10000,49000,30100,21097,7025,16000,,,,200,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),40991,16883,7770,37370,22898,22326,11251,51747,32461,22709,7738,17644,1050,828,579,2679,,3921,4326,3853,879,
投资活动产生的现金流量净额(万元),-3202,2300,5230,2176,16285,16857,-8203,-4206,-8178,674,-7738,-17591,-998,-776,-579,-2214,,-3807,-3432,-1828,346,
吸收投资收到的现金(万元),40,40,40,415,415,415,,,,,,27978,,,,,,,,,,
其中：子公司吸收少数股东投资收到的现金(万元),40,40,40,415,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,320,320,320,,,,,,,,,,,,1000,2000,4200,2100,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,80,,,,,,,,,,,,,,,,374,950,
筹资活动现金流入小计(万元),40,40,40,815,735,735,0,0,0,0,0,27978,0,0,0,0,,1000,2000,4574,3050,
偿还债务支付的现金(万元),,,,320,,,,,,,,1000,1000,,,,,2000,2000,3800,3200,
分配股利、利润或偿付利息所支付的现金(万元),766,717,4,1015,995,984,5,1173,1161,1148,0,1179,1164,1152,1122,1075,,1095,918,46,188,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,60,60,60,60,1298,76,41,21,42,,50,160,561,1078,
筹资活动现金流出小计(万元),766,717,4,1335,995,984,5,1233,1221,1208,60,3477,2241,1193,1143,1117,,3145,3078,4407,4466,
