报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),219269,120422,46083,229532,171220,110126,51084,207716,153020,95418,42575,157168,108442,67766,32754,120834,81596,51733,92150,81314,79201,32790,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),14170,8586,4465,20751,17200,10783,5405,18391,11127,6779,3550,10512,6796,4458,2981,8021,5004,3488,6192,10779,22,86,
收到的其他与经营活动有关的现金(万元),10580,6085,1171,18599,4336,2453,146,2730,2312,1465,193,2601,1416,1140,198,8145,2630,917,3095,4029,4477,1209,
经营活动现金流入小计(万元),244020,135094,51720,268882,192757,123361,56636,228837,166459,103662,46318,170282,116654,73365,35933,137000,89230,56138,101436,96122,83700,34085,
购买商品、接受劳务支付的现金(万元),130597,71262,31827,166721,133287,85062,41696,171496,119615,73960,37916,135469,93250,59351,30546,97392,66232,42174,79863,72675,71998,31665,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),23162,15772,8593,19222,15180,10773,7564,14466,11297,8326,5765,12815,10173,7415,4859,8884,6928,5086,5832,5010,3427,2123,
支付的各项税费(万元),4436,2549,1651,8333,4927,3561,1236,3290,2162,1504,506,2630,2319,1981,977,2908,1628,1277,1754,3019,751,469,
支付的其他与经营活动有关的现金(万元),15476,10449,6222,12642,9234,5567,2464,19815,9463,6480,3407,11006,7500,4671,2705,6098,4631,3212,4478,5375,4128,1452,
经营活动现金流出小计(万元),173671,100031,48293,206917,162628,104962,52960,209067,142536,90270,47594,161920,113241,73419,39088,115282,79420,51749,91928,86079,80304,35710,
经营活动产生的现金流量净额(万元),70349,35063,3427,61964,30129,18399,3676,19770,23922,13392,-1276,8361,3413,-54,-3155,21719,9810,4389,9508,10043,3395,-1625,
收回投资所收到的现金(万元),139939,93143,18600,72860,45640,29193,15000,165124,126932,65441,27500,87000,,,,12075,12035,12035,146980,94390,,428,
取得投资收益所收到的现金(万元),671,422,151,681,549,253,120,1992,1828,1601,160,476,,,,70,70,70,542,166,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),49,49,2,1,3,2,,,,,,,,,,3,3,2,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,72,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),140658,93614,18753,73542,46192,29448,15120,167116,128760,67042,27660,87476,0,0,0,12220,12108,12108,147522,94556,0,428,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),14223,8357,5307,29744,23081,9107,6053,23319,8241,4433,2260,7856,4513,2522,1547,4080,2536,1662,1770,2899,1503,3060,
投资所支付的现金(万元),150126,104023,18454,72269,45003,30043,15300,222002,137260,65460,27800,95742,29029,1644,,12875,12875,12875,148088,94890,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),24372,-1128,744,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),7,6,2,13,8,5,,0,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),188727,111259,24507,102025,68092,39154,21353,245321,145501,69893,30060,103598,33541,4166,1547,16955,15411,14537,149858,97789,1503,3060,
投资活动产生的现金流量净额(万元),-48069,-17645,-5755,-28483,-21900,-9706,-6234,-78205,-16741,-2851,-2401,-16121,-33541,-4166,-1547,-4736,-3304,-2429,-2336,-3233,-1503,-2632,
吸收投资收到的现金(万元),101381,1163,1163,4816,4816,,,12138,12138,12138,,53517,53517,70,,0,0,0,,,3000,12835,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,70,70,70,,0,0,0,,,,,
取得借款收到的现金(万元),13705,6771,,10204,10204,,,23529,,,,,,,,,,,,,,50,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),100,100,,0,,,,990,990,990,990,,,,,64,,,,,,,
筹资活动现金流入小计(万元),115186,8034,1163,15020,15020,0,0,36656,13128,13128,990,53517,53517,70,0,65,0,0,0,0,3000,12885,
偿还债务支付的现金(万元),33524,19384,197,4840,114,,,,,,,,,,,,,,,,2050,,
分配股利、利润或偿付利息所支付的现金(万元),8937,8026,323,9125,8580,8342,,5300,5300,3794,,,,,,1450,1449,1402,998,,110,191,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),604,5,5,253,165,37,203,64,,,,1457,670,,,64,,,,,,1,
筹资活动现金流出小计(万元),43065,27416,525,14219,8859,8379,203,5364,5300,3794,0,1457,670,0,0,1515,1449,1402,998,0,2160,192,
筹资活动产生的现金流量净额(万元),72121,-19382,638,802,6161,-8379,-203,31292,7828,9334,990,52060,52847,70,0,-1450,-1449,-1402,-998,0,840,12693,
汇率变动对现金及现金等价物的影响(万元),2324,178,-806,423,788,-106,-422,-1324,-1224,-317,-51,881,319,250,-10,261,244,0,103,-460,-16,-225,
现金及现金等价物净增加额(万元),96725,-1786,-2496,34706,15179,208,-3183,-28467,13784,19558,-2739,45181,23038,-3900,-4712,15793,5302,558,6277,6350,2716,8212,
加:期初现金及现金等价物余额(万元),93395,93395,93395,58689,58689,58689,58689,87156,87156,87156,87156,41975,41975,41975,41975,26182,26182,26182,19905,13555,10839,2627,
