报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),42316,24771,12919,52730,36125,24741,12426,28072,20837,11877,5275,18655,15337,9310,13561,6743,5816,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),304,304,304,483,407,188,188,355,247,194,73,9,5,5,12,5,0,
收到的其他与经营活动有关的现金(万元),803,587,360,1255,624,316,123,1167,888,698,47,514,153,175,499,281,135,
经营活动现金流入小计(万元),43423,25662,13583,54468,37156,25245,12737,29594,21972,12769,5395,19178,15495,9489,14072,7029,5951,
购买商品、接受劳务支付的现金(万元),21431,11520,4845,22872,16910,10607,5442,12020,7314,5195,2243,6955,6660,3640,5527,1770,1332,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10907,7457,4267,9775,7401,5142,3122,7164,5329,3739,2185,6206,4534,2931,3496,2549,1684,
支付的各项税费(万元),2980,2378,1103,2649,1774,1095,645,2070,1609,1002,352,1505,1087,754,1111,712,562,
支付的其他与经营活动有关的现金(万元),2349,1862,1271,3155,2156,1510,1178,2877,2631,1075,722,2237,1677,999,1186,807,541,
经营活动现金流出小计(万元),37667,23217,11486,38452,28241,18355,10386,24130,16883,11012,5502,16902,13957,8325,11320,5838,4119,
经营活动产生的现金流量净额(万元),5755,2445,2097,16016,8915,6890,2350,5464,5089,1757,-107,2276,1538,1165,2752,1191,1832,
收回投资所收到的现金(万元),69112,31979,8300,74500,50000,34000,15000,,,,,198,198,122,5572,2000,6750,
取得投资收益所收到的现金(万元),333,172,28,641,497,316,132,,,,,25,25,25,35,25,53,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,4,6,,,,,3,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,66,68,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,450,350,350,,350,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),69452,32155,8335,75141,50497,34316,15132,519,418,350,0,573,223,147,5607,2025,6803,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),10828,6329,2646,4844,3467,2126,464,4906,4606,2491,867,3826,2082,1268,970,948,623,
投资所支付的现金(万元),85762,48479,24425,74108,61652,42268,19500,11000,,,,,,,4869,2100,6850,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),516,,,99,,,,,,,,2656,2656,2656,135,35,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,4,8,,0,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),97106,54808,27071,79051,65120,44394,19964,15906,4606,2491,867,6482,4738,3928,5982,3083,7473,
投资活动产生的现金流量净额(万元),-27654,-22653,-18736,-3910,-14623,-10078,-4832,-15387,-4188,-2141,-867,-5910,-4515,-3781,-375,-1059,-670,
吸收投资收到的现金(万元),,,,,,,,19244,,,,5020,5020,20,3190,,16,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),6023,6303,3001,2952,430,430,,30,,,,380,380,380,50,800,600,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),6023,6303,3001,2952,430,430,0,19274,0,0,0,5400,5400,400,3240,800,616,
偿还债务支付的现金(万元),822,303,,460,460,460,30,380,380,380,380,380,380,380,50,800,800,
分配股利、利润或偿付利息所支付的现金(万元),2526,2413,99,1567,1468,1467,,6,4,4,,51,14,9,1001,685,45,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),500,,,2870,500,500,472,639,452,175,147,,,,,,,
筹资活动现金流出小计(万元),3849,2717,99,4897,2428,2427,502,1025,836,559,527,431,394,389,1051,1485,845,
