报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),37351,23440,10351,42143,30246,18773,9175,38298,27454,17138,7624,41066,21003,9652,34044,28425,26873,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,29,,,,,744,895,517,
收到的其他与经营活动有关的现金(万元),2225,1873,1461,36708,22510,1061,146,751,588,241,291,2740,2605,1644,4746,1910,1183,
经营活动现金流入小计(万元),39575,25312,11813,78851,52756,19834,9321,39049,28041,17408,7915,43806,23607,11296,39534,31230,28573,
购买商品、接受劳务支付的现金(万元),2691,1739,784,2718,1842,1186,625,2455,1376,1037,553,3643,1468,979,2939,2881,2029,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5847,3990,2230,7346,5550,3678,2049,6568,4885,3326,1828,5743,2973,1650,5199,4336,3396,
支付的各项税费(万元),5170,3495,1296,5919,4309,2929,1315,4957,3567,2283,854,6146,3536,1625,5033,3617,4160,
支付的其他与经营活动有关的现金(万元),2635,1625,836,61293,49345,14781,827,2044,1522,1010,448,3209,1980,1650,4093,3618,1074,
经营活动现金流出小计(万元),16342,10849,5147,77276,61046,22574,4816,16024,11350,7657,3683,18741,9958,5905,17264,14452,10659,
经营活动产生的现金流量净额(万元),23233,14464,6666,1576,-8290,-2740,4504,23025,16691,9751,4231,25065,13650,5392,22270,16778,17914,
收回投资所收到的现金(万元),23787,11500,3800,62290,51190,28200,,11100,5000,,,31350,15700,12700,4400,,,
取得投资收益所收到的现金(万元),85,67,20,216,165,62,,38,10,,,39,7,6,5,,,
