报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),243210,159878,56295,248613,174868,99241,46396,129575,92670,58906,29969,104444,71868,44647,29685,11869,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),879,713,931,2757,2757,612,189,2079,805,101,90,2122,1775,37,1,,
收到的其他与经营活动有关的现金(万元),6795,4228,1581,6737,9923,7808,4975,3517,3716,2384,577,1815,1650,773,3290,262,
经营活动现金流入小计(万元),250883,164819,58807,258106,187548,107661,51560,135171,97191,61391,30637,108381,75293,45457,32976,12131,
购买商品、接受劳务支付的现金(万元),178560,109332,56836,169006,131418,87447,36839,84646,67687,40984,17495,53814,39232,31173,25739,9364,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),28117,18644,9002,25366,17866,12122,6893,18533,13402,9838,5477,12276,7186,6480,3843,2249,
支付的各项税费(万元),16531,11161,2729,19280,15074,11281,3257,18306,12703,7603,3215,13146,7912,5795,2328,93,
支付的其他与经营活动有关的现金(万元),9279,6027,2946,11823,5270,4243,3189,10636,7325,4142,2074,7825,5502,6567,3877,1820,
经营活动现金流出小计(万元),232487,145164,71512,225475,169627,115094,50177,132121,101118,62567,28261,87062,59832,50015,35787,13526,
经营活动产生的现金流量净额(万元),18396,19655,-12705,32632,17921,-7432,1383,3050,-3926,-1176,2376,21319,15462,-4558,-2812,-1394,
收回投资所收到的现金(万元),,,,7325,7600,7600,7600,,,,,2000,,1832,4880,3300,
取得投资收益所收到的现金(万元),805,532,248,2152,1538,1110,468,572,374,153,43,259,208,222,114,85,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,1,,25,,,,4,4,4,,,,11,5,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,1330,,
收到的其他与投资活动有关的现金(万元),-137,,267,710,8797,6490,20,1854,,,,4880,,114,210,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),681,533,515,10211,17936,15200,8088,2429,377,156,43,7138,208,2179,6539,3385,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),83637,56154,22968,79232,54722,44683,24823,28691,11400,7681,3459,17166,13382,2318,5164,6363,
投资所支付的现金(万元),22900,14600,24480,,64842,21270,75200,12600,26033,9600,9200,1885,8865,12443,1832,4880,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,23873,,,,,,,,,,,843,,
支付的其他与投资活动有关的现金(万元),386,96,97,,6469,,,710,,,,4850,350,50,,200,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),106923,70851,47545,103106,126033,65953,100023,42001,37433,17281,12659,23901,22597,14811,7839,11443,
