报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2013-06-30,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),72221,48840,27167,73404,40960,23125,11993,47771,32181,19081,9656,29543,13743,26462,11936,21679,10607,23561,11472,19001,30830,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),3639,2319,1001,2659,2217,1632,996,1414,623,327,178,597,392,334,101,148,95,423,117,,1259,
收到的其他与经营活动有关的现金(万元),954,771,192,906,864,725,226,901,522,183,1353,506,221,679,347,786,195,711,419,849,1288,
经营活动现金流入小计(万元),76814,51931,28360,76969,44041,25481,13215,50086,33326,19591,11188,30647,14356,27474,12384,22614,10898,24695,12008,19850,33377,
购买商品、接受劳务支付的现金(万元),43535,24555,10625,47870,30038,15731,7368,30758,24600,13577,6849,16741,7719,12041,6550,10647,5792,11589,6618,12095,18278,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12054,7984,3835,11763,8156,5082,2612,8773,6211,3833,1924,6997,3530,5806,2719,5442,2756,5685,2887,4521,3646,
支付的各项税费(万元),3063,2226,1032,2320,1644,1055,610,2266,1741,1253,474,1469,982,1271,650,1369,740,1602,678,1335,2200,
支付的其他与经营活动有关的现金(万元),5808,3729,1763,5094,3177,1352,1637,3537,2345,1503,657,2146,1126,2367,906,1767,963,2467,1493,1720,976,
经营活动现金流出小计(万元),64460,38493,17255,67047,43015,23219,12226,45333,34897,20166,9904,27353,13357,21484,10826,19225,10251,21343,11676,19672,25100,
经营活动产生的现金流量净额(万元),12353,13437,11105,9923,1026,2262,989,4753,-1571,-575,1284,3294,998,5990,1559,3389,647,3351,333,178,8278,
收回投资所收到的现金(万元),63020,50520,34610,47887,20701,8404,,,10600,,,,,770,770,,4680,500,500,4010,5700,
取得投资收益所收到的现金(万元),5473,170,61,402,-246,154,1,85,61,0,,7,4,71,9,104,54,16,2,60,165,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,1,13,,,0,4,,,11,,0,,1,,,,,13,
