报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-03-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),132220,96609,48898,106342,80373,41979,20223,87392,70890,40577,16456,61318,41512,25577,52105,32958,41563,7960,23941,20194,
客户存款和同业存放款项净增加额(万元),0,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,0,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),0,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),0,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),0,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),0,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),0,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),0,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),9072,6283,2998,7660,4309,1926,882,2996,2061,1212,481,236,59,,121,,,,62,212,
收到的其他与经营活动有关的现金(万元),12781,12711,11228,18135,18316,14267,13081,1783,2020,1744,1542,4479,4956,3791,1222,1888,1275,787,506,1327,
经营活动现金流入小计(万元),154073,115603,63123,132137,102998,58171,34187,92171,74971,43534,18478,66033,46528,29368,53448,34847,42838,8747,24509,21733,
购买商品、接受劳务支付的现金(万元),87841,55133,27890,83849,58542,33921,19466,53280,42068,22279,6105,36339,26847,11628,28037,20922,23904,4501,8870,12908,
客户贷款及垫款净增加额(万元),0,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),0,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),0,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),0,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),0,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),22522,16466,8881,30107,21568,14088,7381,18924,13670,9303,4975,13762,10282,7336,12109,5949,9657,2220,6879,5362,
