报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),32591,18650,5120,26777,24757,17391,4526,29209,19172,11527,4829,34970,30852,26953,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),366,342,88,272,147,75,39,342,342,154,,67,246,161,
收到的其他与经营活动有关的现金(万元),938,691,72,2010,744,404,448,587,318,396,208,118,101,107,
经营活动现金流入小计(万元),33896,19683,5280,29059,25648,17869,5012,30138,19833,12077,5037,35155,31199,27221,
购买商品、接受劳务支付的现金(万元),14012,8275,1819,10047,12242,10423,2013,11713,9550,4596,2616,15535,14828,14135,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9053,5361,2397,9034,6524,4375,2293,8229,5663,4069,1728,7395,7235,5466,
支付的各项税费(万元),4000,2690,1527,3962,3388,1456,1721,4575,3688,2400,895,4007,4147,2865,
支付的其他与经营活动有关的现金(万元),3916,2176,1081,5389,3040,2546,1068,4708,2688,2495,1201,4652,4090,3375,
经营活动现金流出小计(万元),30980,18502,6825,28432,25195,18800,7095,29225,21589,13561,6441,31589,30300,25842,
经营活动产生的现金流量净额(万元),2916,1181,-1545,627,453,-931,-2083,913,-1756,-1484,-1404,3566,899,1379,
收回投资所收到的现金(万元),,,,,,,1950,,,,5300,,,,
取得投资收益所收到的现金(万元),394,388,435,741,271,50,22,59,54,49,19,72,1,39,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,,,,,,,,,,,51,2,0,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),51300,41100,40300,63266,25154,18857,,22941,5239,10604,,5938,2435,5348,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),51695,41488,40735,64007,25425,18907,1972,23000,5293,10654,5319,6061,2439,5386,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2220,965,192,1842,1715,762,294,925,764,462,,1440,889,682,
投资所支付的现金(万元),,,,,,,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),9379,9379,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),48760,35800,29100,73466,49767,47150,14950,23730,6930,10721,8980,3060,5294,4090,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),60359,46144,29292,75308,51483,47912,15244,24655,7694,11183,8980,4500,6183,4772,
投资活动产生的现金流量净额(万元),-8664,-4656,11443,-11301,-26057,-29006,-13272,-1655,-2401,-529,-3661,1561,-3744,614,
吸收投资收到的现金(万元),,,,32086,32086,32086,32086,,,,,,9200,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,512,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),568,121,,,,,,258,258,258,,282,4769,258,
筹资活动现金流入小计(万元),568,121,0,32086,32086,32086,32086,258,258,258,0,282,13969,770,
偿还债务支付的现金(万元),1550,1313,,,,,,,,,,,512,,
分配股利、利润或偿付利息所支付的现金(万元),1481,1479,,1787,1787,1787,51,1757,1757,,,,10017,13,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),604,200,,449,,,,,,,,37,,3257,
筹资活动现金流出小计(万元),3635,2993,0,2235,1787,1787,51,1757,1757,0,0,37,10529,3270,
筹资活动产生的现金流量净额(万元),-3067,-2871,0,29851,30300,30300,32035,-1499,-1499,258,0,245,3440,-2499,
汇率变动对现金及现金等价物的影响(万元),,,,,,,,,,,,,,,
现金及现金等价物净增加额(万元),-8815,-6346,9897,19177,4695,363,16681,-2240,-5655,-1755,-5066,5372,596,-506,
加:期初现金及现金等价物余额(万元),23370,23370,23370,4193,4193,4193,4193,6433,6433,6433,6433,1061,466,972,
期末现金及现金等价物余额(万元),14555,17024,33268,23370,8889,4556,20874,4193,778,4678,1368,6433,1061,466,
净利润(万元),,3017,,7314,,2529,,6961,,2083,,6335,5343,5556,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,189,,1209,,465,,642,,307,,277,442,284,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,484,,529,,276,,634,,325,,660,625,562,
无形资产摊销(万元),,94,,134,,65,,129,,65,,132,135,136,
长期待摊费用摊销(万元),,47,,42,,11,,11,,7,,9,10,,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,,,,,,,,,1,
固定资产报废损失(万元),,0,,1,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,
财务费用(万元),,16,,,,-57,,-211,,-4,,-8,5,5,
投资损失(万元),,-296,,-920,,-50,,-59,,-49,,-72,-1,-39,
递延所得税资产减少(万元),,-174,,-167,,-70,,-99,,-61,,-29,-75,-5,
递延所得税负债增加(万元),,-18,,,,,,,,,,,,,
存货的减少(万元),,-1141,,-3107,,-2238,,1380,,837,,-1420,-1287,-2786,
