报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),97424,61201,28688,101508,69729,44168,20437,71273,51087,34923,17770,63610,54739,28869,51028,42338,38376,31061,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,0,42,88,41,
收到的其他与经营活动有关的现金(万元),1058,847,365,5691,1340,649,311,1229,1058,885,511,2146,1457,837,1046,1498,3270,1442,
经营活动现金流入小计(万元),98482,62048,29053,107199,71069,44817,20747,72502,52145,35807,18281,65756,56196,29706,52074,43878,41734,32544,
购买商品、接受劳务支付的现金(万元),17480,12078,3786,10689,8151,5501,2571,12824,10410,6914,3078,11797,9785,5514,7630,10034,11622,10068,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10023,6648,3453,10627,7739,5060,2545,8631,6455,4305,2322,7640,6572,3182,5672,5120,4252,3145,
支付的各项税费(万元),9180,6530,3990,12090,9853,6768,3682,9895,7027,4682,2274,9277,8250,4212,7855,6457,5244,5166,
支付的其他与经营活动有关的现金(万元),46062,28600,13212,57890,39871,24099,10029,35356,23454,15410,7196,27635,26575,13514,25117,19100,13615,10794,
