报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),136910,63890,137966,110365,65890,152433,80852,64951,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),13938,7984,18586,11758,8202,13576,10211,5432,
收到的其他与经营活动有关的现金(万元),321,283,2516,1436,810,904,504,421,
经营活动现金流入小计(万元),151168,72157,159068,123560,74903,166913,91567,70803,
购买商品、接受劳务支付的现金(万元),104732,59334,101151,90529,61103,119686,64234,51607,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),26535,14817,26098,19662,12697,21328,17659,15201,
支付的各项税费(万元),5546,3151,5115,3651,2379,4245,2415,3108,
支付的其他与经营活动有关的现金(万元),6127,4084,6942,6981,4824,5685,6298,6015,
经营活动现金流出小计(万元),142940,81386,139306,120822,81002,150944,90607,75930,
经营活动产生的现金流量净额(万元),8228,-9229,19762,2738,-6099,15969,960,-5127,
收回投资所收到的现金(万元),,,9000,9000,9000,38473,22780,70880,
取得投资收益所收到的现金(万元),,,30,30,30,49,147,97,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,14,13,13,9,36,53,5,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,168,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),14,14,9043,9043,9039,38726,22980,70982,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7836,4744,4517,4709,2576,7393,12515,7475,
投资所支付的现金(万元),,,9000,9000,9000,38300,22850,66990,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,519,76,,0,166,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),7836,4744,13517,14229,11652,45693,35366,74631,
投资活动产生的现金流量净额(万元),-7822,-4730,-4474,-5186,-2613,-6967,-12386,-3649,
吸收投资收到的现金(万元),,,,,,,50,18010,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,50,,
取得借款收到的现金(万元),6264,5123,19482,19539,12848,30932,6825,4661,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),8127,2486,59,59,45,608,,1836,
筹资活动现金流入小计(万元),14391,7609,19541,19598,12893,31539,6875,24507,
偿还债务支付的现金(万元),2020,2030,25410,16723,10168,20986,3024,6076,
分配股利、利润或偿付利息所支付的现金(万元),552,272,977,739,494,3459,110,50,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,
支付其他与筹资活动有关的现金(万元),5916,2696,3020,1028,588,,1128,,
筹资活动现金流出小计(万元),8489,4997,29407,18490,11250,24445,4261,6127,
筹资活动产生的现金流量净额(万元),5902,2612,-9865,1108,1643,7094,2614,18381,
汇率变动对现金及现金等价物的影响(万元),-69,-212,270,339,199,5,77,-39,
