报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),147154,108462,65544,254162,195750,125322,60764,138110,88772,48148,20529,70446,47630,30326,11040,86960,75384,49563,65283,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1873,751,65,226,134,123,68,109,109,85,68,259,234,234,40,187,64,130,38,
收到的其他与经营活动有关的现金(万元),548,496,310,872,924,168,73,368,197,140,83,328,221,85,39,384,448,413,89,
经营活动现金流入小计(万元),149574,109710,65919,255260,196808,125613,60904,138588,89078,48373,20681,71033,48085,30646,11119,87532,75896,50106,65410,
购买商品、接受劳务支付的现金(万元),105459,65931,29585,191224,167345,116375,49405,131487,90045,52739,18526,44949,34504,22456,12815,64930,59167,36962,54227,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5121,3720,2278,5280,3931,2748,1717,3143,2484,1784,1119,2610,2606,1651,1019,2729,3251,3008,2483,
支付的各项税费(万元),14507,8775,2379,18822,16887,12803,3734,8281,5536,2486,1169,4544,3108,1966,682,6951,4001,2278,2315,
支付的其他与经营活动有关的现金(万元),7016,3853,1903,10854,6918,4490,2066,5089,3637,1996,870,4077,2085,1677,794,3648,3438,4156,5764,
经营活动现金流出小计(万元),132104,82279,36144,226180,195080,136417,56922,147999,101702,59006,21685,56179,42303,27750,15310,78258,69857,46403,64788,
经营活动产生的现金流量净额(万元),17470,27430,29775,29080,1727,-10804,3982,-9411,-12623,-10633,-1004,14854,5782,2896,-4191,9274,6039,3703,622,
收回投资所收到的现金(万元),36659,26717,26717,5000,5000,5000,5000,50000,35109,,,,,,,22843,17090,490,,
取得投资收益所收到的现金(万元),125,164,167,39,39,39,39,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),54,24,1,75,75,75,,39,84,50,,0,0,0,0,128,61,2,0,
