报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),718949,282436,159910,1293168,884997,424784,30059,557587,234968,257763,-13616,869689,684676,467940,108178,478400,402127,110954,87606,462115,29703,1134609,
向中央银行借款净增加额(万元,23130,,,109000,15000,-15000,-30000,30673,40305,38215,20976,14327,7182,1787,0,,,,,,3000,4000,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),348304,210527,108880,361873,274917,170966,96191,307331,232628,153265,76579,287196,212696,142195,71308,320587,242411,165056,330117,308357,294775,222073,
拆入资金净增加额(万元),185737,95044,-232242,-106737,22386,-22863,-6035,-42284,,,3450,,,,0,,,,,,4418,,
回购业务资金净增加额(万元),,9086,,-143523,,-50403,-142914,-411710,,,36848,20204,,62344,1644,369756,309683,346343,,23108,258470,124400,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),35067,58313,29852,1897,24750,31665,36161,11826,12439,85827,38306,4302,13604,36627,27215,8671,12313,12354,11743,9807,8712,2562,
经营活动现金流入小计(万元),1311187,655405,66400,1515678,1222050,539149,-16538,453423,656816,665858,162542,1299106,991595,824280,208345,1256684,966535,642466,539807,803387,856507,1487644,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),841253,393502,259092,1105647,891003,454267,190704,441856,342367,252699,150089,501059,424668,284396,96355,360199,266858,116638,455063,383951,413459,332805,
存放中央银行和同业款项净增加额(万元),-11876,-49727,-77391,-74461,3700,-18010,16290,-123170,,,-107454,290098,113539,66666,23003,,14959,,,196054,,415588,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),113858,68782,46763,133851,122340,75835,62408,108277,83049,56734,34869,103876,82959,60599,40352,117793,92853,65312,107743,103379,97449,63556,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
