报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),320451,181010,79651,378231,234888,138005,60128,287200,178808,103397,44505,203885,151118,115457,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),19314,13990,557,26312,18935,11990,7218,18128,12767,5411,101,17689,11237,11021,
收到的其他与经营活动有关的现金(万元),14213,10790,3244,9078,7472,4602,1547,13042,11379,7389,3012,4813,1997,1876,
经营活动现金流入小计(万元),353978,205790,83452,413620,261295,154597,68893,318370,202954,116197,47618,226388,164352,128354,
购买商品、接受劳务支付的现金(万元),79158,48826,32977,82643,62568,41341,25026,66949,43625,23190,11753,42072,24152,17319,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),157702,101481,58547,147236,106730,73128,42448,103417,77181,53166,30170,77035,56166,39763,
支付的各项税费(万元),35678,24736,16182,39047,29252,20786,10608,34185,24402,15641,6965,28444,20365,15575,
支付的其他与经营活动有关的现金(万元),49805,32123,15019,50370,37068,22565,12029,37276,30493,17581,7629,30091,23324,15449,
经营活动现金流出小计(万元),322342,207166,122726,319296,235617,157819,90110,241827,175702,109578,56517,177642,124006,88106,
经营活动产生的现金流量净额(万元),31635,-1376,-39274,94324,25678,-3222,-21217,76543,27253,6619,-8900,48746,40346,40248,
收回投资所收到的现金(万元),266027,179655,98579,267748,154028,92823,63874,114098,93703,61202,37775,179430,154366,89295,
取得投资收益所收到的现金(万元),8251,3995,1755,7649,3951,1415,776,3554,2909,1325,668,5318,3361,2515,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),39,19,8,101,99,7,,52,13,9,1,28,27,10,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),274316,183668,100342,275498,158078,94244,64650,117703,96625,62535,38445,184776,157755,91820,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),28749,9923,3081,31522,21279,11616,4882,3772,2675,1675,1807,6435,1026,1482,
投资所支付的现金(万元),300296,174966,70414,405000,255947,132833,35583,176469,110521,60253,21836,180821,185387,122227,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),18,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),329063,184890,73495,436522,277225,144449,40465,180242,113196,61929,23643,187256,186414,123709,
投资活动产生的现金流量净额(万元),-54747,-1221,26847,-161024,-119147,-50205,24185,-62539,-16571,606,14802,-2480,-28659,-31889,
吸收投资收到的现金(万元),,,,131686,131686,116565,,,,,,1348,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,10754,7077,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,13832,,1200,
筹资活动现金流入小计(万元),0,0,0,131686,131686,116565,0,0,0,0,0,15180,10754,8277,
偿还债务支付的现金(万元),,,,,,,,,,,,11620,6797,7337,
分配股利、利润或偿付利息所支付的现金(万元),6047,6047,,12166,12166,12166,12154,14808,14808,9814,8023,37184,1703,3613,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),102,48,,985,985,985,,0,0,0,0,1200,9165,6108,
筹资活动现金流出小计(万元),6148,6094,0,13151,13151,13151,12154,14808,14808,9814,8023,50005,17665,17059,
筹资活动产生的现金流量净额(万元),-6148,-6094,0,118535,118535,103413,-12154,-14808,-14808,-9814,-8023,-34825,-6911,-8782,
汇率变动对现金及现金等价物的影响(万元),202,67,-73,292,310,85,-180,-724,-575,-291,-43,258,12,9,
现金及现金等价物净增加额(万元),-29058,-8624,-12501,52127,25375,50072,-9367,-1528,-4701,-2880,-2163,11699,4788,-415,
加:期初现金及现金等价物余额(万元),62453,62453,62453,21326,21326,21326,21326,22855,22855,22855,22855,11155,6367,6782,
期末现金及现金等价物余额(万元),33395,53829,49953,73453,46701,71398,11960,21326,18154,19975,20691,22855,11155,6367,
净利润(万元),,6685,,60328,,12486,4919,57352,,11059,,25756,33004,,
少数股东损益(万元),,,,,,,,,,,,,,,
