报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),89718,57878,26171,90689,64056,37707,18113,55831,31466,18264,6605,50545,31834,18749,7875,35388,24066,10204,14853,9095,4222,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),1366,540,,516,104,55,55,1517,969,689,,1080,731,207,48,1052,453,125,550,33,,
收到的其他与经营活动有关的现金(万元),3257,2004,1922,3857,2879,1526,827,2441,1255,1239,967,1486,1192,764,645,1526,741,242,324,84,40,
经营活动现金流入小计(万元),94341,60422,28092,95062,67039,39289,18995,59789,33690,20192,7572,53111,33757,19720,8568,37965,25260,10571,15727,9211,4262,
购买商品、接受劳务支付的现金(万元),57709,39405,22733,75858,66249,40803,17111,44644,31411,21538,12243,30976,21797,14328,6347,20391,13293,6872,9344,5041,3598,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),15772,10707,6338,13925,10134,6626,3682,9271,6449,4379,2479,6986,5354,3602,1872,5117,3631,1853,2664,1565,835,
支付的各项税费(万元),7377,5825,2579,6871,5191,3371,1107,3926,3267,2169,1278,4133,2686,1498,854,3722,1970,886,1340,684,234,
支付的其他与经营活动有关的现金(万元),12373,7261,4166,20284,14755,5821,2916,8007,6083,3890,2055,5535,4050,2632,1801,4286,2802,1733,2621,1703,662,
经营活动现金流出小计(万元),93230,63198,35816,116937,96328,56621,24816,65848,47209,31977,18056,47630,33887,22061,10874,33516,21696,11345,15969,8993,5330,
经营活动产生的现金流量净额(万元),1111,-2776,-7724,-21876,-29289,-17332,-5821,-6059,-13519,-11785,-10484,5481,-130,-2341,-2306,4449,3564,-774,-242,218,-1068,
收回投资所收到的现金(万元),,,,,25840,19260,,,12110,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),5,5,1,353,227,167,98,308,126,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,8,3,8,5,5,,1,1,,,,,,,,7,,0,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,-0,,
收到的其他与投资活动有关的现金(万元),1300,1300,800,39220,10,10,12680,50620,,,,,,,,,,,,600,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),1313,1313,803,39581,26082,19441,12778,50929,12237,0,0,0,0,0,0,0,7,0,0,600,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),3265,1849,434,14216,2283,1593,1194,3713,3519,2642,1170,1534,534,387,31,530,1006,672,494,304,180,
投资所支付的现金(万元),,,,,41801,26480,,,18110,12110,,,,,,,470,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,2371,,,,,,,,,,,,,,,145,28,,
支付的其他与投资活动有关的现金(万元),1300,1300,1300,39860,440,0,19260,50620,,,,,,,,,,,,,600,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),4565,3149,1734,56447,44524,28073,20454,54333,21629,14752,1170,1534,534,387,31,530,1476,672,639,332,780,
投资活动产生的现金流量净额(万元),-3252,-1835,-930,-16866,-18442,-8632,-7676,-3403,-9392,-14752,-1170,-1534,-534,-387,-31,-530,-1470,-672,-639,268,-780,
吸收投资收到的现金(万元),425,425,90,50,50,50,50,6957,6330,6330,,32524,,,,176,,,2900,145,,
其中：子公司吸收少数股东投资收到的现金(万元),425,425,90,50,50,50,50,,,,,,,,,176,,,,,,
取得借款收到的现金(万元),22380,15300,6000,40537,22457,14227,3000,10500,,,,3490,1500,1500,1500,2000,5000,3000,4592,3447,2300,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),11308,7109,5467,7291,5585,3585,3585,2491,2785,2785,2391,1314,1314,1314,1314,807,1454,1454,464,50,,
筹资活动现金流入小计(万元),34113,22833,11557,47877,28091,17861,6635,19948,9116,9116,2391,37328,2814,2814,2814,2983,6454,4454,7956,3642,2300,
偿还债务支付的现金(万元),23337,15527,7300,12700,2808,2500,,3490,2500,1500,1500,2000,,1000,1000,2820,6101,2411,3922,2166,330,
分配股利、利润或偿付利息所支付的现金(万元),4958,4420,474,2356,2012,1674,1429,2730,2499,2483,43,150,105,59,28,210,281,156,183,19,13,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),11392,9533,4530,9331,4810,4759,3318,3810,3626,3555,2875,2414,1331,1446,974,1314,807,1058,1454,464,50,
筹资活动现金流出小计(万元),39687,29479,12304,24386,9630,8933,4747,10030,8625,7538,4418,4565,1437,2505,2002,4344,7188,3624,5560,2649,393,
筹资活动产生的现金流量净额(万元),-5574,-6646,-747,23491,18461,8928,1887,9918,491,1578,-2027,32763,1377,309,812,-1361,-734,830,2396,993,1907,
汇率变动对现金及现金等价物的影响(万元),82,29,-9,241,235,99,-278,-320,-174,-91,-15,143,19,30,-14,46,-9,6,-1,,,
现金及现金等价物净增加额(万元),-7633,-11228,-9411,-15009,-29035,-16936,-11887,136,-22593,-25051,-13696,36853,733,-2389,-1539,2604,1351,-610,1514,1479,59,
加:期初现金及现金等价物余额(万元),29507,29507,29600,44516,44516,44516,44516,44380,44380,44380,44380,7527,7527,7527,7527,4923,3572,3572,2058,580,521,
期末现金及现金等价物余额(万元),21874,18279,20190,29507,15482,27580,32629,44516,21787,19329,30684,44380,8260,5138,5988,7527,4923,2962,3572,2058,580,
净利润(万元),,5285,,10850,,4454,,8813,,3662,,7233,,3786,,6752,4253,1516,3332,2663,449,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,237,,3068,,1740,,1140,,708,,1114,,441,,552,356,146,193,58,12,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,342,,385,,517,,211,,100,,131,,81,,111,92,88,65,97,14,
无形资产摊销(万元),,310,,397,,122,,105,,46,,80,,39,,83,37,,5,,,
