报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),54022,30348,14413,66269,43073,27033,12188,51238,35764,24068,11154,37264,23894,15283,6841,31813,21446,32245,26818,15502,9982,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),33,33,33,45,22,22,22,48,37,20,20,63,63,36,,245,193,194,79,18,43,
收到的其他与经营活动有关的现金(万元),734,425,209,2455,1122,325,118,2174,371,221,149,1041,358,284,71,428,326,482,394,256,127,
经营活动现金流入小计(万元),54789,30806,14655,68769,44216,27380,12327,53460,36171,24309,11323,38368,24315,15603,6911,32486,21965,32920,27292,15777,10152,
购买商品、接受劳务支付的现金(万元),26066,16091,9110,29675,21711,13431,6917,18757,14102,9633,4890,12757,9027,5235,2468,9212,6759,10242,6688,3725,2201,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),23860,16429,9827,27360,20004,13961,8120,22297,16105,11069,6065,18081,13372,9040,4844,17284,13187,16990,13655,7814,4298,
支付的各项税费(万元),2724,1545,659,3889,3167,1506,742,2478,2038,1328,870,2346,1831,1129,708,2061,1702,2247,1734,1679,1155,
支付的其他与经营活动有关的现金(万元),5240,3848,1940,6387,6767,4517,2502,6963,4821,2528,1642,6017,4003,2680,1314,2718,2029,2836,2381,2089,1108,
经营活动现金流出小计(万元),57890,37913,21536,67311,51649,33415,18281,50495,37068,24558,13468,39201,28233,18084,9335,31275,23677,32314,24459,15307,8762,
经营活动产生的现金流量净额(万元),-3101,-7107,-6881,1459,-7433,-6035,-5955,2965,-897,-249,-2146,-833,-3919,-2481,-2423,1211,-1712,606,2833,470,1390,
收回投资所收到的现金(万元),4300,4300,3700,36592,24667,16967,10967,20874,,,,,,,,,,,,500,,
取得投资收益所收到的现金(万元),16,25,35,425,305,252,218,253,85,64,22,78,5,,,,,,,2,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,,62,15,15,0,13,1,1,0,12,9,19,0,33,36,12,,0,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),4317,4325,3735,37078,24987,17235,11185,21141,86,66,22,91,14,19,0,33,36,12,0,503,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1155,564,134,3625,2708,2173,874,3021,1917,1190,409,1698,637,397,235,2416,1711,2250,1196,1099,602,
投资所支付的现金(万元),5400,5400,5300,29775,24800,15700,6000,25441,6637,7804,4340,2400,,,,,,,,972,500,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,268,75,,,,,,93,,452,
支付的其他与投资活动有关的现金(万元),,,,776,776,776,,33,33,33,,,2800,25,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),6555,5964,5434,34177,28285,18649,6874,28495,8587,9028,4749,4367,3512,422,235,2416,1711,2250,1289,2071,1554,
投资活动产生的现金流量净额(万元),-2238,-1638,-1698,2902,-3297,-1415,4311,-7355,-8501,-8962,-4727,-4276,-3498,-403,-235,-2383,-1675,-2238,-1289,-1568,-1554,
吸收投资收到的现金(万元),356,356,356,4559,4559,4559,4559,,,,,18401,3000,,,60,60,,5600,4000,3300,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,3000,,,60,60,,,,,
取得借款收到的现金(万元),2000,2000,,7200,2200,2200,2200,310,300,,,6430,4205,4205,,6320,2340,1055,900,119,84,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),602,279,193,2895,3564,3564,489,320,535,592,547,1098,96,103,96,278,177,,290,,130,
筹资活动现金流入小计(万元),2957,2634,549,14654,10323,10323,7248,630,835,592,547,25929,7301,4308,96,6658,2577,1055,6790,4119,3514,
偿还债务支付的现金(万元),2000,,,2046,36,36,18,3455,2187,2175,1275,6905,2820,2220,220,3425,1005,950,,119,84,
