报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),85594,52521,25973,120663,99346,61900,31253,116651,55952,96291,46200,86351,46163,99397,112355,105726,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),1527,975,310,1946,1187,832,2362,1758,1158,1313,625,2286,364,1374,540,211,
经营活动现金流入小计(万元),87122,53496,26283,122608,100533,62732,33615,118409,57110,97604,46825,88638,46527,100771,112895,105937,
购买商品、接受劳务支付的现金(万元),44602,27698,12588,83038,62325,38527,17501,67179,37854,55644,23805,52600,26391,69098,78247,69283,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9126,6369,3588,12647,9733,6476,3632,10623,5463,8965,4630,8880,4664,9608,7634,6841,
支付的各项税费(万元),7284,4744,2180,11722,9394,6024,2454,10408,4998,9572,4349,8568,4058,9332,10212,11092,
支付的其他与经营活动有关的现金(万元),5088,2927,1369,8643,6907,4332,4152,6117,2424,5943,2518,6173,2214,5667,4439,5983,
经营活动现金流出小计(万元),66100,41738,19725,116049,88359,55359,27739,94327,50739,80124,35302,76221,37327,93704,100532,93199,
经营活动产生的现金流量净额(万元),21022,11758,6557,6559,12174,7372,5876,24082,6372,17480,11523,12417,9200,7067,12363,12738,
收回投资所收到的现金(万元),43000,5000,5000,9000,4000,4000,4000,2000,2000,8000,8000,21000,8000,,,1500,
取得投资收益所收到的现金(万元),362,33,33,193,133,65,18,162,81,342,242,356,65,,,4,
