报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),7273,4751,2341,12610,10336,6660,3313,19802,15194,9854,4515,26146,19609,11828,5705,33657,24679,41259,20136,46487,45635,38311,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),26,26,,,196,196,,,,,,,,,,19,,6,,,,,
收到的其他与经营活动有关的现金(万元),9225,8256,7184,1397,2394,1704,759,1071,2513,1936,891,6040,1770,1421,1029,1789,5748,2193,6609,1389,5548,5531,
经营活动现金流入小计(万元),16524,13033,9525,14007,12926,8560,4071,20873,17707,11790,5406,32186,21379,13248,6734,35465,30427,43458,26745,47877,51183,43842,
购买商品、接受劳务支付的现金(万元),3663,2440,969,5697,4633,2953,1400,7022,6515,4366,2149,9854,7222,4224,2759,12143,7826,15176,7274,20446,21486,21590,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
