报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),40342,25384,9885,53607,38575,24223,10039,47532,36623,23065,9171,44879,34974,44124,41775,33218,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,,,,,,,,,,,,,181,
收到的其他与经营活动有关的现金(万元),994,985,589,1008,769,657,607,816,628,654,267,370,336,522,1264,738,
经营活动现金流入小计(万元),41336,26369,10474,54615,39344,24880,10646,48348,37250,23719,9438,45249,35310,44646,43040,34136,
购买商品、接受劳务支付的现金(万元),6765,6230,1874,10544,5560,4295,1810,9201,5502,4272,1771,7050,4679,8750,7817,6566,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8513,6545,4206,11568,7707,5229,4078,8205,5662,3304,1783,9002,5360,8734,8652,6650,
支付的各项税费(万元),5055,3964,804,5691,4459,3756,1028,5335,4217,3190,947,4111,3591,4667,3966,3103,
支付的其他与经营活动有关的现金(万元),2212,1587,1066,4273,2186,1489,1081,4282,2724,1977,1060,4116,2688,4082,4891,3886,
经营活动现金流出小计(万元),22546,18326,7950,32077,19912,14769,7997,27023,18105,12743,5561,24280,16318,26233,25326,20205,
经营活动产生的现金流量净额(万元),18790,8043,2524,22538,19432,10111,2649,21325,19145,10976,3877,20969,18992,18413,17713,13931,
