报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),79929,56790,32356,81348,46975,32561,27809,72568,37388,18040,8055,35429,45428,44546,7746,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),2309,1196,717,3401,3617,2221,740,3490,3216,970,89,3711,4532,1105,312,
收到的其他与经营活动有关的现金(万元),1720,1143,369,1175,1045,937,819,1097,1550,1321,682,945,715,3993,3413,
经营活动现金流入小计(万元),83958,59129,33441,85923,51638,35719,29368,77155,42155,20331,8827,40085,50675,49644,11471,
购买商品、接受劳务支付的现金(万元),38420,20854,8195,49841,41062,23653,10357,35103,23583,13410,11076,15336,24390,21589,4491,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),23698,15634,7785,28994,20746,13669,6203,19171,12955,7328,3331,14486,10637,5067,2853,
支付的各项税费(万元),4555,3531,1156,5248,4191,2152,910,2933,1802,1104,781,2494,4211,1536,551,
支付的其他与经营活动有关的现金(万元),6663,3970,4001,8803,5252,3000,4473,4721,4551,2458,1330,4649,4886,4207,4805,
经营活动现金流出小计(万元),73336,43988,21137,92886,71251,42473,21942,61927,42892,24300,16519,36965,44124,32399,12700,
经营活动产生的现金流量净额(万元),10622,15140,12305,-6962,-19613,-6754,7426,15228,-737,-3969,-7692,3120,6551,17245,-1229,
收回投资所收到的现金(万元),31883,12201,7000,126040,130011,103011,29498,99388,66123,48495,21425,26594,227685,28275,,
取得投资收益所收到的现金(万元),181,36,28,691,588,392,76,112,61,44,11,42,481,62,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),80,30,,42,26,26,7,156,156,147,75,154,63,40,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,-183,-183,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,-183,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),32145,12268,7028,126773,130625,103429,29581,99473,66157,48503,21511,26790,228229,28378,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7315,9331,3130,11993,9108,7041,894,4384,1901,1269,39,5328,3632,3681,1171,
投资所支付的现金(万元),35905,15108,5000,133040,140661,120991,54111,99390,70735,48495,14146,26594,215685,40270,5,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),24414,,,16541,10488,6686,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,5,5,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),67634,24439,8130,161574,160262,134723,55005,103774,72636,49764,14185,31922,219317,43951,1176,
投资活动产生的现金流量净额(万元),-35489,-12172,-1103,-34801,-29637,-31294,-25424,-4301,-6479,-1261,7326,-5132,8913,-15574,-1176,
吸收投资收到的现金(万元),12940,,,4005,4005,4005,,25600,,,,,,587,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,
取得借款收到的现金(万元),41674,20661,7311,36335,33048,18905,,18595,16365,4126,,10215,,3721,1450,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),54614,20661,7311,40340,37053,22910,0,44195,16365,4126,0,10215,0,4308,1450,
