报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),25080,17947,6949,21029,15546,9709,3818,17298,12454,7249,2443,22172,14781,12632,6632,3827,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),726,613,95,2878,2362,1332,1143,1551,1519,1110,879,2345,1401,1259,437,467,
收到的其他与经营活动有关的现金(万元),1496,1109,614,2027,1597,1318,557,593,1057,709,218,71,71,4,256,111,
经营活动现金流入小计(万元),27303,19670,7658,25934,19504,12360,5518,19441,15030,9068,3540,24588,16253,13896,7326,4405,
购买商品、接受劳务支付的现金(万元),11948,8137,4358,12827,12945,8082,2783,6891,3930,2224,1656,9601,8429,4016,967,513,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),5400,3365,1753,4745,3418,1841,896,3823,2491,2045,707,3300,2427,2006,1333,1059,
支付的各项税费(万元),1368,1036,715,2777,2041,1426,634,3819,2640,1366,466,6271,5083,2207,1024,626,
支付的其他与经营活动有关的现金(万元),4895,3210,1524,6050,3678,1997,808,4836,2057,1843,765,4313,1877,2918,1752,1142,
经营活动现金流出小计(万元),23611,15749,8350,26400,22083,13347,5122,19369,11118,7478,3595,23484,17816,11147,5077,3340,
经营活动产生的现金流量净额(万元),3692,3921,-692,-465,-2578,-987,397,72,3912,1589,-54,1104,-1563,2749,2249,1065,
收回投资所收到的现金(万元),45,20,20,50,,,,,,,,,,410,,26,
取得投资收益所收到的现金(万元),44,34,22,42,825,488,75,89,55,19,5,10,10,447,1,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3,3,3,30,30,30,28,,,,,0,0,0,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),82890,55630,40910,106982,92584,63731,18350,34980,24910,9510,2450,6500,6500,6400,200,150,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),82981,55686,40955,107105,93439,64249,18453,35069,24965,9529,2455,6510,6510,7257,201,176,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),6683,4182,3096,3051,876,547,93,3064,160,157,59,361,250,528,200,2025,
投资所支付的现金(万元),,,,,6811,6811,,,,,,,,,194,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,6587,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),76480,55690,37970,113772,97552,68700,28800,55030,24910,9510,2450,6500,6500,4500,2100,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),83163,59872,41066,123411,105239,76058,28893,58094,25070,9667,2509,6861,6750,5028,2494,2025,
投资活动产生的现金流量净额(万元),-182,-4186,-111,-16306,-11800,-11809,-10440,-23025,-105,-138,-53,-351,-240,2228,-2293,-1849,
吸收投资收到的现金(万元),,,,,,,,40083,,,,,,1000,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),2700,2000,1450,3750,750,250,,,,,,,,,,313,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),285,135,135,,15,,,,,,,,,,,,
筹资活动现金流入小计(万元),2985,2135,1585,3750,765,250,0,40083,0,0,0,0,0,1000,0,313,
