报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),21408,14959,37919,29216,20514,46981,44752,37803,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),260,93,369,253,138,149,106,,
收到的其他与经营活动有关的现金(万元),1391,296,2715,2260,1804,439,297,438,
经营活动现金流入小计(万元),23059,15348,41002,31729,22456,47569,45156,38241,
购买商品、接受劳务支付的现金(万元),9503,6270,14196,10545,6895,20481,20273,15108,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),4662,3224,6988,5260,3532,7342,7148,6150,
支付的各项税费(万元),1402,1156,2153,1800,1448,6403,4494,3597,
支付的其他与经营活动有关的现金(万元),2936,983,4310,3712,3115,3094,3593,3481,
经营活动现金流出小计(万元),18504,11634,27646,21318,14990,37321,35508,28336,
经营活动产生的现金流量净额(万元),4555,3715,13356,10411,7466,10248,9648,9906,
收回投资所收到的现金(万元),24626,9145,27411,20145,12878,44555,44842,2302,
取得投资收益所收到的现金(万元),209,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),48,33,170,86,1,3015,53,4,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,370,21331,19276,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),24883,9178,27581,20230,12879,47940,66226,21582,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),7210,4278,11823,9189,6554,5268,3275,4679,
投资所支付的现金(万元),41898,10568,28725,21461,14196,36850,46373,7050,
质押贷款净增加额(万元),,,,,,,,,
