报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),234407,153342,94772,304886,252254,165431,104172,276001,214063,136342,73559,252394,207942,235077,134807,96758,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),0,0,2,2,1,1,0,57,55,55,0,79,79,66,243,192,
收到的其他与经营活动有关的现金(万元),6753,2138,1194,9966,5853,3830,1190,10959,6885,4185,715,10143,6553,12893,6060,4818,
经营活动现金流入小计(万元),241161,155480,95968,314855,258109,169261,105363,287016,221004,140582,74275,262616,214574,248036,141109,101768,
购买商品、接受劳务支付的现金(万元),130156,84233,49396,172274,136994,89130,51082,149271,114372,72021,39302,136783,110429,115735,62834,55310,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),36666,27127,17315,41752,32212,23049,14307,35755,27446,19633,12288,29260,22484,20871,16158,13495,
支付的各项税费(万元),23762,17840,8867,28874,26055,18854,8680,30346,23722,14582,6821,31830,26927,24360,13091,8018,
支付的其他与经营活动有关的现金(万元),1869,2000,1092,5297,4292,2859,2388,10474,3903,3280,1869,6734,6024,5433,26759,7504,
经营活动现金流出小计(万元),192453,131200,76670,248197,199553,133892,76457,225846,169442,109516,60280,204607,165864,166399,118841,84328,
经营活动产生的现金流量净额(万元),48708,24280,19298,66657,58556,35370,28906,61170,51562,31066,13995,58009,48710,81637,22268,17440,
收回投资所收到的现金(万元),221000,157000,80000,384600,299600,212600,97600,210500,149500,105500,48000,272000,211000,332300,227900,48500,
取得投资收益所收到的现金(万元),3802,3035,2233,3670,2772,1736,656,1375,628,482,126,1698,1343,609,469,95,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,,,,,,,,,,,,,,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,-2,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),224802,160035,82233,388270,302372,214336,98256,211875,150128,105982,48126,273698,212343,332909,228367,48595,
