报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),72499,42310,15628,111910,66342,40046,15185,89878,57945,36679,90598,40318,79485,88212,75117,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,
收到的税费返还(万元),1780,1269,547,1163,816,487,214,946,849,568,436,182,382,374,474,
收到的其他与经营活动有关的现金(万元),2476,1877,756,2327,1888,1286,412,2739,1591,528,2564,1974,995,1468,1704,
经营活动现金流入小计(万元),76756,45456,16931,115401,69046,41819,15811,93563,60386,37775,93597,42474,80863,90053,77295,
购买商品、接受劳务支付的现金(万元),67150,38598,19747,73980,50118,31728,13153,56441,41360,25868,56958,25104,54525,64424,54725,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),12402,8942,5948,13793,10634,7526,4772,11788,9225,6715,9221,4754,8234,7664,6879,
支付的各项税费(万元),5076,4459,2958,6129,4932,3653,2407,4806,3950,3168,6101,3414,4708,2959,2998,
支付的其他与经营活动有关的现金(万元),8719,5360,2041,11284,6987,4155,2087,7143,6786,3896,5970,3618,5804,5147,4905,
经营活动现金流出小计(万元),93347,57359,30695,105187,72671,47062,22419,80178,61321,39647,78250,36889,73272,80194,69506,
经营活动产生的现金流量净额(万元),-16591,-11903,-13764,10214,-3625,-5243,-6608,13385,-934,-1871,15348,5585,7591,9859,7790,
收回投资所收到的现金(万元),72000,37000,,2008,2008,2008,2008,10312,7276,3312,9857,,,,,
取得投资收益所收到的现金(万元),632,328,,,,,,,,,,4,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,0,3,1,0,0,7,7,7,28,0,27,26,16,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,395,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,220,1300,4280,4643,6360,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),72633,37329,0,2011,2009,2009,2009,10319,7283,3319,10500,1304,4307,4669,6376,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),1160,1035,444,1946,1353,863,390,933,615,145,1042,451,1678,843,705,
投资所支付的现金(万元),107000,72000,37000,2000,2000,2000,2000,9489,9489,6489,9790,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,22,22,44,,,,,220,4300,4667,4643,6360,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),108160,73035,37444,3968,3375,2906,2390,10422,10104,6634,11052,4751,6345,5486,7065,
投资活动产生的现金流量净额(万元),-35527,-35706,-37444,-1957,-1366,-898,-381,-103,-2821,-3315,-553,-3446,-2038,-817,-690,
吸收投资收到的现金(万元),61256,61256,61256,,,,,,,,145,120,,33,245,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,145,120,,,,
取得借款收到的现金(万元),,,,9040,9040,8240,,5000,5000,5000,9408,4396,13700,15125,24881,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,725,,3820,847,1992,
筹资活动现金流入小计(万元),61256,61256,61256,9040,9040,8240,0,5000,5000,5000,10278,4516,17520,16005,27118,
偿还债务支付的现金(万元),800,800,800,13240,11500,10000,,5000,,,7408,700,17700,16006,31973,
分配股利、利润或偿付利息所支付的现金(万元),7841,7841,4,4856,4827,4797,49,7321,7186,7136,4870,4774,963,6320,2716,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1404,1404,1390,,,,,100,100,,708,,4010,1092,200,
筹资活动现金流出小计(万元),10045,10045,2194,18096,16327,14797,49,12421,7286,7136,12986,5474,22673,23418,34889,
筹资活动产生的现金流量净额(万元),51212,51212,59062,-9056,-7287,-6557,-49,-7421,-2286,-2136,-2708,-957,-5154,-7413,-7771,
汇率变动对现金及现金等价物的影响(万元),137,45,-91,135,149,-45,-302,-309,-220,-53,60,32,174,10,-125,
现金及现金等价物净增加额(万元),-770,3647,7764,-664,-12129,-12743,-7340,5551,-6260,-7375,12147,1213,574,1640,-797,
加:期初现金及现金等价物余额(万元),22179,22179,22179,22844,22844,22844,22844,17293,17293,17293,5146,5230,4572,2979,3776,
期末现金及现金等价物余额(万元),21410,25827,29943,22179,10714,10101,15504,22844,11032,9917,17293,6443,5146,4619,2979,
净利润(万元),,8001,,13749,,6024,,12166,,5274,13089,6564,9369,8410,4380,
少数股东损益(万元),,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,
资产减值准备(万元),,36,,570,,672,,229,,312,934,617,417,151,272,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,572,,1126,,568,,1122,,550,1061,513,1039,773,765,
无形资产摊销(万元),,45,,72,,36,,53,,17,40,20,40,56,40,
长期待摊费用摊销(万元),,78,,103,,43,,36,,18,37,19,250,78,80,
待摊费用的减少(万元),,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-0,,15,,4,,4,,4,64,3,96,12,-1,
固定资产报废损失(万元),,,,,,,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,
财务费用(万元),,-42,,36,,148,,595,,185,121,58,191,625,1091,
投资损失(万元),,-334,,-70,,22,,7,,17,-778,-0,-49,-47,-13,
递延所得税资产减少(万元),,-157,,-55,,-107,,23,,-40,-113,-81,-64,1,19,
递延所得税负债增加(万元),,115,,106,,,,,,,,,,,,
存货的减少(万元),,-5973,,-7916,,-1747,,-2420,,-2099,-2195,1431,-705,-494,1079,
经营性应收项目的减少(万元),,-17644,,-6479,,-8549,,-1244,,-4717,-1412,-7150,-5245,-749,-6160,
经营性应付项目的增加(万元),,2283,,8955,,-2358,,2814,,-1392,4500,3592,2252,1043,6237,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,,,,
经营活动产生现金流量净额(万元),,-11903,,10214,,-5243,,13385,,-1871,15348,5585,7591,9859,7790,
债务转为资本(万元),,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,
现金的期末余额(万元),21410,25827,29943,22179,10714,10101,15504,22844,11032,9917,17293,6443,5146,4619,2979,
现金的期初余额(万元),22179,22179,22179,22844,22844,22844,22844,17293,17293,17293,5146,5230,4572,2979,3776,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-770,3647,7764,-664,-12129,-12743,-7340,5551,-6260,-7375,12147,1213,574,1640,-797,

