报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),142072,89058,36541,153779,126653,81896,36110,145187,122325,67453,33278,142368,99511,61040,32719,110837,94062,17099,89241,76864,75091,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),2676,1278,737,1338,931,647,624,1569,1054,842,631,1685,1114,727,607,1488,1843,346,1375,1225,1423,
收到的其他与经营活动有关的现金(万元),7281,1066,509,2547,1701,1463,904,5772,5537,3379,491,822,180,2925,1017,700,2182,1195,316,1732,283,
经营活动现金流入小计(万元),152029,91402,37787,157664,129284,84007,37638,152528,128916,71675,34400,144874,100806,64692,34343,113025,98087,18641,90932,79820,76798,
购买商品、接受劳务支付的现金(万元),74888,42279,15560,83466,73418,46374,19271,98472,81060,48032,26025,94073,62026,38097,20572,76119,59236,15265,56803,59267,63532,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
