报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),10893,7933,5632,30508,12829,7132,4495,22320,2239,19372,10470,7246,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),,,858,,,,0,371,,,,,
收到的其他与经营活动有关的现金(万元),5577,2478,475,2771,1574,1506,1120,1417,42,2047,912,644,
经营活动现金流入小计(万元),16470,10411,6965,33279,14403,8638,5615,24108,2281,21419,11382,7889,
购买商品、接受劳务支付的现金(万元),18473,11539,4479,18403,11038,6838,5354,12928,1790,19523,8111,9266,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),9593,6885,4071,10315,7853,5468,3186,8993,2667,7061,3839,2643,
支付的各项税费(万元),1997,1729,1241,3685,2042,2187,1327,2774,2297,1570,496,367,
支付的其他与经营活动有关的现金(万元),3296,2466,463,4888,3045,2023,1040,4117,1081,1999,1516,1681,
经营活动现金流出小计(万元),33359,22620,10254,37292,23978,16516,10906,28812,7834,30153,13964,13956,
经营活动产生的现金流量净额(万元),-16888,-12209,-3289,-4013,-9575,-7878,-5291,-4704,-5553,-8734,-2581,-6067,
收回投资所收到的现金(万元),26000,6000,2000,,0,0,0,,,,300,,
取得投资收益所收到的现金(万元),222,19,6,51,33,0,0,,,173,26,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,33,33,33,33,0,0,1,,14,
处置子公司及其他营业单位收到的现金净额(万元),,,0,,,,0,,,,,,
收到的其他与投资活动有关的现金(万元),,,0,,,,0,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),26222,6019,2006,83,65,33,33,0,0,174,326,14,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),897,189,18,369,93,39,24,765,58,525,391,410,
投资所支付的现金(万元),44000,24000,0,2000,3000,0,0,,,,,,
质押贷款净增加额(万元),,,0,,,,0,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,0,,,,0,,,,,,
支付的其他与投资活动有关的现金(万元),,,0,,,,0,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),44897,24189,18,2369,3093,39,24,765,58,525,391,410,
投资活动产生的现金流量净额(万元),-18675,-18170,1989,-2286,-3027,-7,9,-765,-58,-351,-66,-396,
吸收投资收到的现金(万元),48992,48992,48992,,0,0,0,225,,20816,5039,,
其中：子公司吸收少数股东投资收到的现金(万元),,,0,,,,0,225,,325,,,
取得借款收到的现金(万元),2000,2000,2000,15200,8700,8700,5000,4769,,,2000,8480,
发行债券收到的现金(万元),,,0,,,,0,,,,,,
收到其他与筹资活动有关的现金(万元),,,0,,,,0,180,,,,,
筹资活动现金流入小计(万元),50992,50992,50992,15200,8700,8700,5000,5174,0,20816,7039,8480,
偿还债务支付的现金(万元),11700,11700,5000,4769,2600,2600,0,,,2000,2980,3480,
分配股利、利润或偿付利息所支付的现金(万元),401,334,201,459,303,172,63,155,,489,1130,225,
其中：子公司支付给少数股东的股利、利润(万元),,,0,,,,0,,,,,,
支付其他与筹资活动有关的现金(万元),,,0,,,,0,180,,,,,
筹资活动现金流出小计(万元),12101,12034,5201,5228,2903,2772,63,335,0,2489,4110,3705,
筹资活动产生的现金流量净额(万元),38892,38958,45791,9972,5797,5928,4937,4839,0,18327,2929,4775,
汇率变动对现金及现金等价物的影响(万元),,,0,,,,0,,,,,,
现金及现金等价物净增加额(万元),3328,8579,44491,3674,-6805,-1957,-345,-630,-5611,9241,282,-1688,
加:期初现金及现金等价物余额(万元),12965,12965,12965,9292,9292,9292,9292,9922,9922,680,399,2087,
期末现金及现金等价物余额(万元),16294,21544,57456,12965,2486,7335,8947,9292,4311,9922,680,399,
净利润(万元),,-1495,,10116,,-3817,,6581,,3698,,,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,-25,,2538,,212,,2474,,1366,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,152,,303,,153,,234,,145,,,
无形资产摊销(万元),,96,,172,,85,,166,,158,,,
长期待摊费用摊销(万元),,9,,19,,9,,27,,34,,,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,-1,,-1,,1,,-0,,,
固定资产报废损失(万元),,1,,1,,1,,6,,22,,,
公允价值变动损失(万元),,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,334,,474,,180,,161,,98,,,
投资损失(万元),,,,-51,,,,,,-173,,,
递延所得税资产减少(万元),,-258,,18,,-89,,-647,,-204,,,
递延所得税负债增加(万元),,,,,,,,,,,,,
存货的减少(万元),,-5762,,-4294,,-3615,,1627,,-3407,,,
经营性应收项目的减少(万元),,-1939,,-19013,,2432,,-17521,,-23361,,,
经营性应付项目的增加(万元),,-3321,,5704,,-3428,,2187,,12891,,,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,,
