报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),32567,21428,10551,45430,32651,21259,10134,34521,7057,33769,19293,33895,45901,40716,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),2822,2068,1258,4506,3382,2145,988,3307,1136,3501,2421,3503,4053,2658,
收到的其他与经营活动有关的现金(万元),2293,206,111,2334,3729,1886,1752,1099,75,1025,879,2622,2618,4299,
经营活动现金流入小计(万元),37683,23701,11921,52270,39763,25290,12874,38926,8268,38295,22593,40019,52571,47672,
购买商品、接受劳务支付的现金(万元),19457,12068,5824,20937,17208,11124,5351,17150,4298,15325,8496,15054,25834,27613,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),8293,5552,3044,11275,7989,5579,2881,9406,2519,9159,4506,9926,9426,7695,
支付的各项税费(万元),3871,2853,1210,5385,4001,2369,1062,4484,776,4465,2229,4138,4988,4836,
支付的其他与经营活动有关的现金(万元),3059,2116,1469,3940,2755,2003,1197,3328,571,3235,1426,4187,5190,6372,
经营活动现金流出小计(万元),34681,22590,11548,41537,31953,21074,10491,34367,8164,32184,16656,33305,45439,46517,
经营活动产生的现金流量净额(万元),3003,1112,373,10733,7810,4216,2383,4559,105,6110,5937,6714,7132,1155,
收回投资所收到的现金(万元),1500,,,,,,,1300,,,10230,21200,17523,100,
取得投资收益所收到的现金(万元),4,,,,,,,92,29,108,26,37,35,11,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),22,20,17,47,44,44,14,180,1,126,,107,,2764,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,300,500,
收到的其他与投资活动有关的现金(万元),1063,663,663,696,,,,150,150,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),2589,683,680,744,44,44,14,1721,180,234,10256,21344,17858,3375,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),13667,7824,4451,5710,5406,2935,150,7928,1216,2831,2573,4934,8248,1900,
投资所支付的现金(万元),19500,,,,,,,1300,,7,12930,21600,17430,597,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),2500,1675,400,1202,1252,96,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),35667,9499,4851,6912,6658,3031,150,9228,1216,2837,15503,26534,25678,2497,
投资活动产生的现金流量净额(万元),-33078,-8816,-4171,-6168,-6615,-2988,-136,-7507,-1036,-2604,-5247,-5191,-7821,878,
吸收投资收到的现金(万元),40286,40286,,,,,,9000,9000,,,13061,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,
取得借款收到的现金(万元),9500,9500,7500,19100,11900,8200,2500,22100,7000,14990,11300,18923,9781,13247,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,2159,1709,50,,2848,,2249,
筹资活动现金流入小计(万元),49786,49786,7500,19100,11900,8200,2500,33259,17709,15040,11300,34833,9781,15497,
偿还债务支付的现金(万元),20734,4700,2700,22650,11707,7150,4650,19640,7300,10400,7496,16177,9848,11751,
分配股利、利润或偿付利息所支付的现金(万元),2121,2037,164,1770,1604,1438,166,679,224,3626,3359,18127,999,506,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),1032,215,,308,272,272,254,5241,2714,3107,,4118,960,1233,
筹资活动现金流出小计(万元),23887,6952,2864,24728,13583,8860,5070,25560,10239,17133,10854,38422,11806,13490,
筹资活动产生的现金流量净额(万元),25899,42834,4636,-5628,-1683,-660,-2570,7699,7470,-2093,446,-3590,-2025,2007,
汇率变动对现金及现金等价物的影响(万元),37,-55,-110,131,85,-13,-151,-172,33,226,105,325,-118,-198,
现金及现金等价物净增加额(万元),-4139,35075,728,-932,-403,555,-474,4579,6572,1640,1240,-1741,-2831,3842,
加:期初现金及现金等价物余额(万元),7965,7965,7965,8898,8898,8898,8898,4319,4319,2679,1289,3031,5862,2020,
期末现金及现金等价物余额(万元),3826,43040,8694,7965,8494,9453,8424,8898,10891,4319,2530,1289,3031,5862,
净利润(万元),,3680,,7812,,3621,,4959,767,5066,3151,5801,7965,7006,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,-4,,20,,-2,,60,-87,37,-34,-464,-787,-33,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1802,,3377,,1662,,3055,714,3006,1696,2311,2009,2251,
无形资产摊销(万元),,92,,212,,98,,111,19,74,41,70,55,47,
长期待摊费用摊销(万元),,27,,3,,1,,9,1,18,1,6,8,26,
待摊费用的减少(万元),,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-2,,-1,,-1,,-32,-0,-116,,-101,1,234,
固定资产报废损失(万元),,,,0,,,,67,,1,,,,,
公允价值变动损失(万元),,,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,
财务费用(万元),,401,,374,,314,,972,242,728,450,587,538,506,
投资损失(万元),,,,,,,,-70,-7,-111,-26,-62,-49,407,
递延所得税资产减少(万元),,-21,,-442,,-436,,-115,30,-101,-5,77,146,27,
