报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),56038,37124,18319,93206,58288,38705,20575,85666,55217,35927,17411,79507,51935,73977,75216,60680,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,
收到的税费返还(万元),2214,689,496,3517,2299,1798,576,2309,1529,766,284,1654,1300,966,1926,1305,
收到的其他与经营活动有关的现金(万元),1374,315,1373,1597,1130,916,890,1034,733,413,263,1656,917,7723,5681,1613,
经营活动现金流入小计(万元),59626,38128,20188,98320,61717,41419,22041,89008,57479,37106,17958,82817,54152,82667,82823,63598,
购买商品、接受劳务支付的现金(万元),44052,26404,19002,64019,40779,25629,14520,53486,33685,21634,12209,42299,30218,39984,44978,35480,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),10482,8430,4375,16880,12145,9019,4952,15451,10785,7646,4298,14738,10316,14227,11707,9653,
支付的各项税费(万元),1992,1491,1036,3146,2807,1380,1034,3640,2787,2078,1153,5417,3178,4518,3269,2202,
支付的其他与经营活动有关的现金(万元),8661,6243,2277,11251,9272,4658,2529,10740,9910,4312,2038,11236,8027,11095,12628,13861,
经营活动现金流出小计(万元),65186,42568,26690,95295,65003,40685,23035,83317,57168,35669,19698,73689,51740,69824,72582,61196,
经营活动产生的现金流量净额(万元),-5560,-4439,-6502,3025,-3286,734,-995,5691,311,1437,-1740,9127,2412,12843,10241,2403,
收回投资所收到的现金(万元),67501,36101,39500,98400,56100,48100,6000,,,,,,,,,,
取得投资收益所收到的现金(万元),966,441,337,957,721,562,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,,26,4,4,2,1,1,0,,264,253,14,0,9,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,4003,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),68467,36543,39837,99383,56825,48666,6002,1,1,0,0,4267,253,14,0,9,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),465,1214,135,7595,4796,4456,3576,4231,631,387,101,2189,2154,2694,3808,2302,
投资所支付的现金(万元),58100,34100,31900,106901,64701,35900,,27600,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,4000,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),58565,35314,32035,114496,69498,40356,3576,31831,631,387,101,2189,2154,6694,3808,2302,
投资活动产生的现金流量净额(万元),9903,1229,7802,-15113,-12673,8310,2427,-31830,-630,-387,-101,2078,-1901,-6680,-3808,-2294,
吸收投资收到的现金(万元),,,,,,,,44550,44550,,,,,3553,4417,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),3000,3000,700,3000,700,700,700,3000,700,700,700,6100,6000,8100,29000,20200,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,
