报告日期,2019-09-30,2019-06-30,2018-12-31,2018-09-30,2018-06-30,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),97185,60764,105456,71370,45430,83180,64586,41782,42637,42648,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,
收到的税费返还(万元),4542,2589,5063,2850,1996,5764,1643,957,1010,1146,
收到的其他与经营活动有关的现金(万元),3208,2294,2282,1675,874,3666,1249,1534,803,453,
经营活动现金流入小计(万元),104935,65647,112801,75895,48300,92609,67478,44273,44451,44246,
购买商品、接受劳务支付的现金(万元),53512,33180,65397,47262,32375,53390,29498,23588,25726,31533,
客户贷款及垫款净增加额(万元),,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),23559,15640,21695,16736,10562,16643,10583,8588,7001,4960,
支付的各项税费(万元),7939,5772,6154,4702,3247,5640,5094,3400,3201,2621,
支付的其他与经营活动有关的现金(万元),11868,6631,9845,7878,4782,8256,8582,5003,3538,2973,
经营活动现金流出小计(万元),96878,61224,103092,76578,50966,83929,53757,40580,39467,42088,
经营活动产生的现金流量净额(万元),8057,4423,9709,-683,-2666,8680,13721,3693,4984,2159,
收回投资所收到的现金(万元),4259,400,1055,1055,1055,8453,1812,2800,,,
取得投资收益所收到的现金(万元),33,7,5,5,5,79,67,3,5,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,11,102,76,38,6,2,9,4,0,
处置子公司及其他营业单位收到的现金净额(万元),414,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,
投资活动现金流入小计(万元),4718,418,1163,1137,1098,8538,1880,2812,9,0,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2590,1504,2836,1746,1058,3994,2725,1199,1020,1253,
投资所支付的现金(万元),8341,4841,1225,1050,1050,6550,4305,2902,,,
质押贷款净增加额(万元),,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,
投资活动现金流出小计(万元),10931,6345,4061,2796,2108,10544,7030,4101,1020,1253,
投资活动产生的现金流量净额(万元),-6213,-5926,-2899,-1659,-1010,-2006,-5150,-1289,-1010,-1253,
吸收投资收到的现金(万元),,,,,,1960,,150,90,334,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,150,90,60,
取得借款收到的现金(万元),2600,2600,3500,1500,,2100,1009,1500,1100,2224,
发行债券收到的现金(万元),,,,,,,,3476,,2996,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,
筹资活动现金流入小计(万元),2600,2600,3500,1500,0,4060,1009,5126,1190,5554,
偿还债务支付的现金(万元),1590,1560,1990,1970,60,4724,1499,1275,4075,3704,
分配股利、利润或偿付利息所支付的现金(万元),310,87,4832,3763,3568,2997,1896,1676,1803,731,
其中：子公司支付给少数股东的股利、利润(万元),,,160,,,,,,,,
支付其他与筹资活动有关的现金(万元),481,290,536,407,245,443,70,1163,18,106,
筹资活动现金流出小计(万元),2380,1937,7358,6140,3873,8165,3465,4114,5896,4542,
筹资活动产生的现金流量净额(万元),220,663,-3858,-4640,-3873,-4105,-2456,1011,-4706,1012,
汇率变动对现金及现金等价物的影响(万元),202,-57,-33,89,-84,-177,161,,,0,
现金及现金等价物净增加额(万元),2266,-897,2919,-6893,-7633,2393,6276,3416,-732,1918,
加:期初现金及现金等价物余额(万元),18293,18293,15373,15373,15373,12980,6704,3338,4070,2152,
期末现金及现金等价物余额(万元),20558,17395,18293,8480,7740,15373,12980,6753,3338,4070,
净利润(万元),11248,8166,15674,5820,2624,12024,7362,,,,
少数股东损益(万元),,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,
资产减值准备(万元),630,575,1697,556,556,626,568,,,,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),1151,772,1167,793,546,752,486,,,,
无形资产摊销(万元),144,95,121,67,46,67,40,,,,
长期待摊费用摊销(万元),282,178,206,145,93,182,214,,,,
待摊费用的减少(万元),,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),0,0,7,-17,4,-5,22,,,,
固定资产报废损失(万元),11,10,31,3,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,
预计负债(万元),,,,,,,,,,,
财务费用(万元),264,180,255,158,105,257,263,,,,
投资损失(万元),155,99,-5,-5,-5,-78,-75,,,,
递延所得税资产减少(万元),-404,-330,-509,-3,-55,-21,-223,,,,
递延所得税负债增加(万元),,,,,,,,,,,
存货的减少(万元),-6838,-2121,-1771,-5996,-6941,-4774,-3113,,,,
经营性应收项目的减少(万元),-7193,-3656,-14683,-4097,66,-5699,-7845,,,,
