报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),92306,62600,28438,111595,81842,53228,22980,87182,65441,54555,40755,32121,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),8085,5501,2784,2775,1819,817,299,2210,1947,3644,1732,1882,
收到的其他与经营活动有关的现金(万元),11973,6925,186,3402,3187,3165,3013,4621,4347,1436,2936,2203,
经营活动现金流入小计(万元),112364,75026,31408,117772,86847,57210,26292,94013,71735,59636,45423,36205,
购买商品、接受劳务支付的现金(万元),63678,38266,14490,74654,49439,29163,14537,47872,33825,24035,23280,22735,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),18414,12527,6501,23906,16812,11554,5835,20191,14798,17583,14038,11953,
支付的各项税费(万元),2827,2083,789,3379,2699,1836,761,3575,2998,4612,1490,631,
支付的其他与经营活动有关的现金(万元),16396,12361,3511,14260,11829,9348,4892,8069,7933,8554,4267,4834,
经营活动现金流出小计(万元),101314,65238,25291,116200,80779,51902,26025,79707,59554,54785,43076,40153,
经营活动产生的现金流量净额(万元),11050,9788,6117,1572,6069,5309,267,14306,12181,4851,2347,-3948,
收回投资所收到的现金(万元),56000,34500,30000,,,,,,,,,,
取得投资收益所收到的现金(万元),706,307,245,,,,,,,,14,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,0,0,11,1,1,,31,31,9,33,10,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,1372,454,,375,4037,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),56707,34807,30245,11,1,1,0,1403,485,9,422,4047,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),15928,10056,11895,16763,7514,4874,2825,9626,8218,8453,7464,11667,
投资所支付的现金(万元),45000,25000,21500,32000,,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,77,,,,455,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),60928,35056,33395,48763,7514,4874,2825,9703,8218,8453,7464,12122,
投资活动产生的现金流量净额(万元),-4221,-249,-3150,-48752,-7514,-4874,-2825,-8300,-7734,-8443,-7042,-8076,
吸收投资收到的现金(万元),,,,44321,,,,,,,9500,2500,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),45993,34579,23783,53142,40318,32009,19953,35319,29008,45648,38892,37377,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,6551,6551,8624,1762,17677,
筹资活动现金流入小计(万元),45993,34579,23783,97463,40318,32009,19953,41870,35559,54272,50153,57554,
偿还债务支付的现金(万元),42166,36141,22345,47170,37055,29141,13360,38010,27742,36636,39427,23702,
分配股利、利润或偿付利息所支付的现金(万元),2672,2216,491,1707,1283,828,413,1753,1305,1377,1510,1236,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),3757,3757,633,2551,1829,931,496,8004,7811,9788,4691,20895,
筹资活动现金流出小计(万元),48594,42114,23469,51428,40167,30900,14269,47768,36858,47802,45628,45833,
筹资活动产生的现金流量净额(万元),-2602,-7535,314,46035,151,1109,5683,-5898,-1299,6470,4525,11721,
汇率变动对现金及现金等价物的影响(万元),21,-158,-459,331,81,29,-74,-112,-51,11,213,55,
现金及现金等价物净增加额(万元),4247,1845,2822,-814,-1213,1573,3051,-4,3098,2889,43,-248,
加:期初现金及现金等价物余额(万元),2782,2782,2782,3596,3596,3596,3596,3600,3600,711,669,917,
期末现金及现金等价物余额(万元),7029,4627,5604,2782,2383,5169,6647,3596,6698,3600,711,669,
净利润(万元),,6149,,8008,,5880,,9800,,8955,1407,-573,
少数股东损益(万元),,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,
资产减值准备(万元),,-18,,891,,370,,136,,1025,920,537,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,3527,,6378,,3087,,5468,,4809,4338,2248,
无形资产摊销(万元),,81,,155,,76,,145,,130,118,97,
长期待摊费用摊销(万元),,361,,615,,306,,404,,254,199,329,
待摊费用的减少(万元),,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,2,,5,,5,,23,,-2,8,142,
固定资产报废损失(万元),,,,47,,29,,45,,,,,
公允价值变动损失(万元),,-26,,-4,,,,63,,-63,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,
财务费用(万元),,948,,1684,,912,,2078,,1116,1340,953,
投资损失(万元),,-305,,-21,,,,77,,,-14,,
递延所得税资产减少(万元),,-358,,-221,,-114,,-12,,-195,-190,-167,
递延所得税负债增加(万元),,199,,342,,,,-9,,9,,,
存货的减少(万元),,-5992,,-7057,,-3141,,-5013,,-1908,-865,-8052,
经营性应收项目的减少(万元),,2833,,-18539,,-6074,,-5604,,-14494,-6612,-9257,
经营性应付项目的增加(万元),,2387,,9291,,3972,,6704,,5213,1697,9766,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,
其他(万元),,,,,,,,,,,,30,
经营活动产生现金流量净额(万元),,9788,,1572,,5309,,14306,,4851,2347,-3948,
债务转为资本(万元),,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,
