报告日期,2020-09-30,2020-06-30,2019-12-31,2019-09-30,2019-06-30,2018-12-31,2017-12-31,2016-12-31,
销售商品、提供劳务收到的现金(万元),183951,112056,197170,162915,92472,180996,170679,151940,
客户存款和同业存放款项净增加额(万元),,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,
收到的税费返还(万元),3201,3201,527,110,,40,313,74,
收到的其他与经营活动有关的现金(万元),8655,5842,8069,6076,6408,9461,5886,6308,
经营活动现金流入小计(万元),195807,121099,205767,169102,98880,190497,176878,158322,
购买商品、接受劳务支付的现金(万元),133545,85199,159020,137662,80823,154043,126040,113622,
客户贷款及垫款净增加额(万元),,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,
支付给职工以及为职工支付的现金(万元),6996,4013,6729,4881,3486,5293,4082,3721,
支付的各项税费(万元),13687,9117,12995,11599,5952,14190,15462,7920,
支付的其他与经营活动有关的现金(万元),21006,17874,17121,13244,12198,14301,12626,13421,
经营活动现金流出小计(万元),175234,116203,195864,167386,102458,187827,158209,138683,
经营活动产生的现金流量净额(万元),20574,4896,9902,1716,-3579,2670,18668,19639,
收回投资所收到的现金(万元),,,,,,,,,
取得投资收益所收到的现金(万元),0,0,22,22,,14,34,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,,0,,,,4,648,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,
收到的其他与投资活动有关的现金(万元),3000,3000,1085,1085,,1614,1652,22957,
减少质押和定期存款所收到的现金(万元),,,,,,,,,
投资活动现金流入小计(万元),3000,3000,1107,1107,0,1628,1691,23605,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),17581,9741,29248,16685,11754,20987,16457,7735,
投资所支付的现金(万元),,,,,,,,,
质押贷款净增加额(万元),,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,1500,6100,
支付的其他与投资活动有关的现金(万元),301,300,4085,2085,1085,2829,662,21114,
增加质押和定期存款所支付的现金(万元),,,,,,,,,
投资活动现金流出小计(万元),17882,10041,33333,18770,12839,23815,18619,34948,
投资活动产生的现金流量净额(万元),-14881,-7041,-32226,-17663,-12839,-22187,-16928,-11343,
吸收投资收到的现金(万元),,,,,,18300,,6100,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,
取得借款收到的现金(万元),100783,74035,149642,84808,62000,121778,98985,101994,
发行债券收到的现金(万元),,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,1200,,1200,3935,9215,23383,
筹资活动现金流入小计(万元),100783,74035,150842,84808,63200,144013,108199,131478,
