报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
销售商品、提供劳务收到的现金(万元),74934,51153,25539,92755,66618,45895,25579,69583,41572,24725,11409,47948,48048,53747,51824,45904,33917,42156,30376,26436,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),15,4,0,81,81,9,,20,18,15,,33,21,,,,,,,,
收到的其他与经营活动有关的现金(万元),2599,1741,1009,2108,1399,708,598,1251,784,436,476,645,1093,1005,675,846,1027,344,683,287,
经营活动现金流入小计(万元),77548,52898,26548,94944,68097,46612,26177,70854,42374,25176,11885,48626,49161,54752,52498,46750,34944,42500,31058,26723,
购买商品、接受劳务支付的现金(万元),42740,28720,12750,45139,32823,24483,14279,27499,14322,6172,2025,9734,9842,12041,11415,12363,17281,22055,13646,13211,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),26408,18306,11588,29990,20458,14210,8138,27626,17784,12285,6526,25210,25492,28357,24303,23513,8047,6233,4979,4322,
支付的各项税费(万元),2958,2165,1123,5338,3885,3402,2399,5557,4590,3373,2339,4553,5253,6146,4448,4392,4150,5095,2569,3173,
支付的其他与经营活动有关的现金(万元),3444,2577,1496,5200,3989,2295,1370,4379,3384,2368,1293,3967,4436,3808,4308,3424,2393,2666,4018,2349,
经营活动现金流出小计(万元),75551,51768,26957,85667,61154,44390,26187,65062,40080,24199,12182,43465,45024,50353,44475,43692,31870,36049,25212,23055,
经营活动产生的现金流量净额(万元),1998,1130,-409,9277,6943,2222,-9,5792,2294,977,-297,5161,4138,4399,8024,3057,3073,6451,5847,3668,
收回投资所收到的现金(万元),97821,71671,29990,84090,52740,37943,13729,61176,39606,26781,15060,51978,99711,85837,38830,,,,,867,
取得投资收益所收到的现金(万元),1310,959,372,1185,571,368,,511,318,199,,335,499,403,135,,,,,555,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,15,12,20,8,7,7,44,39,7,2,8,7,8532,25,12,,,13,50,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,150,150,150,,150,344,190,,368,159,170,12942,99,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),99148,72645,30374,85295,53319,38318,13736,61881,40114,27137,15062,52470,100561,94963,38989,380,159,170,12955,1572,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),2069,1351,759,1483,1401,681,170,754,589,379,188,707,919,3366,990,2153,2605,4359,5327,4252,
投资所支付的现金(万元),130875,109524,25450,116003,86301,48226,25281,59836,47166,26437,17612,53741,95823,91681,45130,,,,,1938,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),15379,,,,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,42,3000,49,,,,,,,,,,,,496,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,
