报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
销售商品、提供劳务收到的现金(万元),11909,8903,5245,19397,14237,9684,4084,14275,10762,7429,3621,13494,10979,5780,2504,15182,10545,7664,15487,14793,14319,11328,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还(万元),,,,374,511,,,,1,,,26,,,,472,472,,,,,,
收到的其他与经营活动有关的现金(万元),43,23,12,399,323,160,6,967,686,462,13,511,924,169,170,778,249,161,574,342,248,100,
经营活动现金流入小计(万元),11953,8926,5257,20170,15070,9844,4091,15242,11449,7891,3635,14031,11903,5949,2675,16432,11266,7826,16061,15136,14568,11428,
购买商品、接受劳务支付的现金(万元),9244,6757,4968,11587,8494,5064,2235,7507,6625,4265,1768,6331,5952,2776,1471,6411,5012,4109,8493,8767,8058,6974,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),1327,970,600,1621,1235,886,500,1032,754,577,364,861,693,424,294,818,640,460,760,755,605,363,
支付的各项税费(万元),1594,1161,670,2231,1612,976,501,2257,1554,999,549,1784,1246,808,387,2151,1521,1116,1932,1895,1619,1354,
支付的其他与经营活动有关的现金(万元),1224,764,338,1641,816,658,1047,1447,925,492,116,688,863,339,141,920,495,303,928,975,942,686,
经营活动现金流出小计(万元),13389,9652,6575,17081,12158,7584,4283,12243,9858,6333,2797,9664,8755,4348,2293,10302,7668,5988,12113,12393,11224,9377,
经营活动产生的现金流量净额(万元),-1436,-726,-1318,3089,2913,2260,-193,2999,1591,1558,838,4367,3148,1601,382,6130,3598,1838,3948,2743,3344,2051,
收回投资所收到的现金(万元),60148,56118,31846,104815,41795,26995,14295,79520,54500,28600,10000,69169,34669,23219,3900,,,,,,,600,
取得投资收益所收到的现金(万元),858,815,437,1538,1271,595,205,1014,701,399,87,553,318,231,11,,,,,,,42,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,,,35,3,3,,3,2,1,,,4,,,,,,,1,,3,
处置子公司及其他营业单位收到的现金净额(万元),40,40,,,2290,2290,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,97,,,,994,,,,,,,,883,883,,,1500,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,,
