报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),2270828,1482420,834926,3090669,2087270,1392517,827563,2447070,1134372,2138124,2828538,3610053,3565347,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,
收到的税费返还(万元),2440,1801,103,3363,3632,2073,1047,4598,2981,7652,10448,5216,5489,
收到的其他与经营活动有关的现金(万元),43856,29216,18216,58066,48097,23396,27216,67623,35284,41988,64897,35227,31639,
经营活动现金流入小计(万元),2317124,1513437,853245,3152098,2139000,1417986,855826,2519291,1172637,2187764,2903883,3650495,3602476,
购买商品、接受劳务支付的现金(万元),1753629,1132620,575149,2250875,1504143,947711,515500,1660799,789450,1312706,1978445,2633553,2771541,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),275707,174987,99848,491425,288183,195144,121262,390509,163781,397101,381923,364880,354868,
支付的各项税费(万元),88487,60404,34889,137708,102406,69875,44436,128246,65734,146284,168987,246140,232525,
支付的其他与经营活动有关的现金(万元),128356,84267,17733,111521,110232,70673,17385,127508,61889,106010,89417,81420,73215,
经营活动现金流出小计(万元),2246179,1452278,727620,2991529,2004965,1283403,698583,2307063,1080854,1962101,2618771,3325993,3432149,
经营活动产生的现金流量净额(万元),70945,61159,125625,160569,134035,134583,157243,212228,91784,225662,285112,324502,170327,
收回投资所收到的现金(万元),,,,,,,,,,704,5781,3038,192,
取得投资收益所收到的现金(万元),15718,13003,891,8902,8778,7826,592,10536,7748,7587,8499,10103,6034,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2270,2269,1,4716,7,4226,3,24,4,111,239,425,2420,
处置子公司及其他营业单位收到的现金净额(万元),,,,8737,,,,378,,,,2639,-0,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,1984,,270,40,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,
投资活动现金流入小计(万元),17988,15271,892,22356,8785,12051,595,10938,7752,10385,14519,16476,8686,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),65317,46900,35240,67985,49266,27030,10584,48047,24723,76559,189902,357642,234941,
投资所支付的现金(万元),9958,8005,4646,39554,27698,27296,11004,20268,5258,13034,10432,4700,41,
质押贷款净增加额(万元),,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),43,41,10,658,674,313,313,1110,1110,,,10988,4208,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,
投资活动现金流出小计(万元),75317,54946,39896,108197,77638,54640,21901,69425,31090,89593,200334,373330,239189,
投资活动产生的现金流量净额(万元),-57329,-39675,-39004,-85842,-68853,-42588,-21307,-58486,-23338,-79208,-185815,-356854,-230504,
吸收投资收到的现金(万元),375555,375555,,60,1183,,,8668,8668,147,230098,4855,5031,
其中：子公司吸收少数股东投资收到的现金(万元),,,,60,,,,8668,8668,147,98,4855,5031,
取得借款收到的现金(万元),330279,229832,129536,759775,291981,163214,55041,942694,301905,1042641,568561,232486,375153,
发行债券收到的现金(万元),,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,7220,7220,4670,,,,,84033,65693,38252,
筹资活动现金流入小计(万元),705834,605387,129536,767055,300384,167884,55041,951362,310573,1042788,882691,303034,418435,
偿还债务支付的现金(万元),540711,201252,194952,815132,314439,258003,174960,1016954,342431,960667,360793,319856,337469,
分配股利、利润或偿付利息所支付的现金(万元),54125,48595,40562,30658,23667,15967,7674,139062,110254,187191,508688,21511,22678,
其中：子公司支付给少数股东的股利、利润(万元),2776,2776,,3485,2944,2944,,7406,3876,3107,6871,4012,3456,
支付其他与筹资活动有关的现金(万元),40510,2327,1076,2438,1690,864,458,1814,892,8517,228059,684,34,
筹资活动现金流出小计(万元),635347,252174,236589,848228,339796,274834,183092,1157831,453577,1156375,1097541,342051,360181,
筹资活动产生的现金流量净额(万元),70487,353213,-107054,-81174,-39412,-106950,-128050,-206469,-143004,-113587,-214850,-39017,58254,
汇率变动对现金及现金等价物的影响(万元),924,254,-305,1029,911,472,-668,-1823,-383,902,344,89,-836,
现金及现金等价物净增加额(万元),85027,374952,-20737,-5418,26682,-14483,7217,-54550,-74941,33770,-115209,-71280,-2758,
加:期初现金及现金等价物余额(万元),100561,100549,100561,105978,105978,105978,105978,160528,160528,126758,241967,313247,316005,
期末现金及现金等价物余额(万元),185588,475500,79823,100561,132661,91495,113196,105978,85587,160528,126758,241967,313247,
净利润(万元),,70893,,112340,,61360,,123823,59579,65227,200525,222205,196501,
少数股东损益(万元),,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,
资产减值准备(万元),,567,,-768,,554,,-1889,-20724,7865,9094,6950,832,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,76325,,156969,,78871,,167761,81140,160181,149985,140953,154741,
无形资产摊销(万元),,3164,,6131,,3075,,8829,4473,9510,10558,8275,7593,
长期待摊费用摊销(万元),,8709,,13977,,5801,,13600,7773,16844,22129,15468,7350,
待摊费用的减少(万元),,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,-1216,,-427,,-204,,93,188,578,-30483,359,2362,
固定资产报废损失(万元),,-41,,910,,,,506,,10,,,87,
公允价值变动损失(万元),,,,,,,,,,,,,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,
财务费用(万元),,11819,,23497,,10793,,26841,12343,25049,21091,13531,16423,
投资损失(万元),,-12961,,-20643,,-8593,,-13025,-6582,-11378,-9245,-11935,-8650,
递延所得税资产减少(万元),,673,,2289,,1231,,5147,4145,4340,11105,20015,-458,
递延所得税负债增加(万元),,-347,,-1261,,-628,,-1317,-654,-1373,-1328,-1812,-3763,
存货的减少(万元),,-9058,,7961,,-17131,,-3907,-16093,17347,32058,-27613,16025,
经营性应收项目的减少(万元),,-954502,,-114954,,152792,,-90006,108895,151774,69019,-83480,-252702,
经营性应付项目的增加(万元),,866575,,-24177,,-154065,,-22146,-142995,-220336,-199395,21585,33987,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,
其他(万元),,559,,-1274,,728,,-2082,297,24,,,,
经营活动产生现金流量净额(万元),,61159,,160569,,134583,,212228,91784,225662,285112,324502,170327,
债务转为资本(万元),,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,
融资租入固定资产(万元),,,,10557,,4670,,,,,,,,
现金的期末余额(万元),185588,475500,79823,100561,132661,91495,113196,105978,85587,160528,126758,241967,313247,
现金的期初余额(万元),100561,100549,100561,105978,105978,105978,105978,160528,160528,126758,241967,313247,316005,
现金等价物的期末余额(万元),,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),85027,374952,-20737,-5418,26682,-14483,,-54550,-74941,33770,-115209,-71280,-2758,

