报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),45587,29925,15364,47444,33448,19970,6306,21039,7464,10328,2665,6613,2079,916,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),5187,3895,2338,5024,2745,2003,1091,1444,431,563,112,0,0,0,
收到的其他与经营活动有关的现金(万元),2710,860,388,874,273,173,28,1167,52,330,132,30,58,239,
经营活动现金流入小计(万元),53484,34679,18090,53341,36466,22147,7426,23650,7947,11221,2909,6643,2137,1156,
购买商品、接受劳务支付的现金(万元),31608,22284,13379,30540,24262,14230,5600,13848,6779,6142,2305,3551,1471,484,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),4494,3047,1907,3590,2700,1785,1132,1824,879,968,464,517,356,308,
支付的各项税费(万元),9276,6609,2456,7358,4869,3453,1228,3752,1518,836,781,584,205,241,
支付的其他与经营活动有关的现金(万元),4164,2681,776,2631,2322,1289,802,1819,1260,649,298,319,166,149,
