报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2017-06-30,2016-12-31,2015-12-31,2014-12-31,
销售商品、提供劳务收到的现金(万元),112023,65743,43463,137440,90991,63049,27748,126107,64385,120992,50723,106401,56528,41468,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,
收到的税费返还(万元),3335,2738,1105,2293,2004,1328,732,1985,254,519,317,444,,162,
收到的其他与经营活动有关的现金(万元),1720,1054,133,2308,1010,924,261,729,529,4193,2791,1965,2941,2468,
经营活动现金流入小计(万元),117077,69535,44701,142041,94006,65301,28741,128820,65168,125704,53831,108810,59469,44098,
购买商品、接受劳务支付的现金(万元),92027,50463,30783,108473,81737,47298,22241,100282,48330,93575,44309,76635,45108,35261,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),6651,4515,2862,7840,5960,4118,2359,7468,4186,8398,5843,4739,3721,2722,
支付的各项税费(万元),3594,2657,2068,5535,4317,2785,1373,3995,2349,8231,5168,7975,6083,3073,
支付的其他与经营活动有关的现金(万元),7467,5427,853,4731,4022,2235,648,8441,5136,7436,5442,7270,8200,5033,
经营活动现金流出小计(万元),109738,63061,36566,126580,96036,56436,26622,120187,60001,117640,60762,96618,63112,46089,
经营活动产生的现金流量净额(万元),7340,6474,8136,15461,-2030,8865,2119,8633,5167,8064,-6932,12192,-3643,-1991,
收回投资所收到的现金(万元),,,,,,,,,,,,,,,
取得投资收益所收到的现金(万元),360,118,48,31,31,31,16,92,84,16,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,10,4,,,,,0,,43,18,0,1,2,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),42010,20610,12700,8006,8006,8006,4006,11000,2000,57,57,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,
投资活动现金流入小计(万元),42380,20738,12751,8037,8037,8037,4022,11092,2084,115,75,0,1,2,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),28872,7086,2654,7740,5872,4038,2251,13716,8071,5740,1458,2122,1812,799,
投资所支付的现金(万元),,,,,,,,,200,,,,,50,
质押贷款净增加额(万元),,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),200,200,,200,200,200,200,200,,,,,,,
支付的其他与投资活动有关的现金(万元),45800,42800,15000,13810,9800,8000,6000,9000,,2000,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,
投资活动现金流出小计(万元),74872,50086,17654,21750,15872,12238,8451,22916,8271,7740,1458,2122,1812,849,
投资活动产生的现金流量净额(万元),-32492,-29348,-4903,-13712,-7835,-4201,-4428,-11824,-6188,-7625,-1383,-2122,-1812,-847,
吸收投资收到的现金(万元),38350,38350,,,,,,,,7085,7085,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,
取得借款收到的现金(万元),33834,19025,9643,33508,29169,13872,6294,31597,15359,20236,14588,13858,26179,17708,
发行债券收到的现金(万元),,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,41,1050,184,
筹资活动现金流入小计(万元),72185,57376,9643,33508,29169,13872,6294,31597,15359,27321,21673,13899,27230,17893,
偿还债务支付的现金(万元),33655,22367,11321,26655,26655,18980,5091,17846,7371,15090,5400,19141,17366,15027,
分配股利、利润或偿付利息所支付的现金(万元),3193,838,440,1036,711,535,275,5695,5274,5474,1460,635,540,282,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,0,0,568,298,1202,1257,809,
筹资活动现金流出小计(万元),36848,23204,11761,27691,27366,19515,5366,23541,12645,21132,7158,20979,19164,16118,
筹资活动产生的现金流量净额(万元),35337,34171,-2118,5818,1804,-5643,928,8056,2714,6189,14514,-7079,8066,1775,
汇率变动对现金及现金等价物的影响(万元),212,40,-75,824,393,32,-138,305,36,-112,-18,-6,-86,-10,
现金及现金等价物净增加额(万元),10397,11337,1040,8390,-7668,-947,-1519,5170,1729,6516,6181,2984,2525,-1074,
加:期初现金及现金等价物余额(万元),26056,26056,26056,17665,17665,17665,17665,12495,12495,5980,5980,2995,470,1544,
期末现金及现金等价物余额(万元),36452,37393,27096,26056,9997,16718,16146,17665,14224,12495,12161,5980,2995,470,
净利润(万元),,7082,,19050,,10090,,18655,13248,24134,14257,20186,16022,8346,
少数股东损益(万元),,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,
资产减值准备(万元),,1159,,304,,129,,1587,524,812,1518,2095,3670,1894,
