报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
销售商品、提供劳务收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
客户存款和同业存放款项净增加额(万元),2137721,2312381,1782141,6811296,3422235,2928277,1946935,11203294,9463754,3617231,338679,5534295,,798858,,4996140,,,,2858379,,
向中央银行借款净增加额(万元,1444603,518709,,4685000,1942000,1859000,,,,,,,,,,119000,116000,116000,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),2028922,1312884,997857,2474540,1861635,1186539,579269,2141452,1528390,971426,469014,1944165,1927203,1160413,480140,2284260,1943884,1151751,1963730,1575516,1449740,
拆入资金净增加额(万元),,,,1253108,1211010,2246164,508040,836951,1076122,1449272,1496442,1801695,2245057,,665776,64096,168138,412381,162000,,1140760,
回购业务资金净增加额(万元),3089698,1392446,1496131,87530,2577741,396034,1954841,,,,,2375351,2478031,864324,799175,180451,132349,,,948276,,
收到的税费返还(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与经营活动有关的现金(万元),509303,445551,22374,12466,67927,84009,66041,136656,122097,39868,150231,21348,159780,22036,96834,12650,156394,6567,35857,43853,58897,
经营活动现金流入小计(万元),10703679,6862869,5285753,15323939,11324284,9016722,5476966,14954696,13036105,6833720,3439999,14698432,11561971,5083711,3833461,8376387,6950029,5010668,9083514,5715373,9303615,
购买商品、接受劳务支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
客户贷款及垫款净增加额(万元),5291584,3785967,2806792,6886795,6495920,3010900,1416954,3955827,3452759,2738929,1751841,3433564,2391216,1832621,1400033,2056046,2036659,1490691,2517300,2203639,2549555,
存放中央银行和同业款项净增加额(万元),,,122636,178257,283918,136273,,787728,1041112,1132679,1075673,880362,,225911,,544970,,,,827925,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),1293993,865729,492249,1473721,1119325,748943,405098,1177850,725796,451770,209034,1002541,764413,553471,263178,1035112,732573,507774,993153,645664,602041,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),292498,223454,164033,317882,253037,192772,136825,290541,229647,172669,125267,254170,200664,150774,108226,211177,165482,116035,193100,195813,145156,
支付的各项税费(万元),190078,119066,63965,231469,214646,189710,44103,197563,156058,116339,30021,204621,162681,118694,37557,172622,135591,88078,185701,208747,182923,
支付的其他与经营活动有关的现金(万元),440880,223133,142946,195276,237101,170283,285927,173062,85644,60303,54441,144157,112137,54281,32993,156661,119113,87103,127565,123809,134169,
经营活动现金流出小计(万元),8891102,7683607,7743713,14015198,14194175,8344244,4235712,8544293,7188408,5170950,4958023,6375121,6433942,4354849,4606693,4887769,4855107,2958068,8185695,7418603,4933392,
经营活动产生的现金流量净额(万元),1812577,-820737,-2457960,1308742,-2869891,672478,1241254,6410403,5847697,1662769,-1518024,8323310,5128029,728862,-773233,3488618,2094922,2052599,897819,-1703231,4370224,
收回投资所收到的现金(万元),25502961,17201521,39532555,275274987,213714920,123351699,46750398,195347090,148608139,91361871,46166156,201944011,125862731,66277772,33953604,85209033,74581063,43243956,11771306,47036346,146967628,
取得投资收益所收到的现金(万元),1399208,872058,380590,1278902,1015997,711227,360355,1113923,850391,510563,254274,713122,151956,170880,186018,386704,64416,196671,254407,247258,212823,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),101,96,11,23,3,0,0,13,17,0,0,36,18,23,1,57,5,11,4631,2197,24,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),26902270,18073676,42851212,308936081,242551278,145329628,61996934,239313324,177008784,109288347,54816231,220986393,137194904,74928143,37212439,99199724,82491177,50789474,20962660,50866836,151704659,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),30513,14841,2976,86432,15334,9212,1872,21608,13975,7036,5158,11972,6712,3475,892,15883,9549,4575,21889,33285,28357,
投资所支付的现金(万元),26005174,17657745,40546750,280277275,215526281,124586083,45295266,199544657,149270228,90250834,46656615,206552598,126843184,67051406,32581830,85759482,71260037,40275829,12548710,48282418,147093557,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,9254,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,1841,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),26035688,17672586,44567681,306055622,236757330,139983495,55667738,246129370,177823541,106877041,52477920,234654504,143840084,78060590,39499368,107909178,86679591,55922265,25534512,52459355,152034215,
投资活动产生的现金流量净额(万元),866582,401089,-1716469,2880458,5793948,5346134,6329196,-6816046,-814757,2411307,2338310,-13668110,-6645179,-3132447,-2286929,-8709454,-4188415,-5132791,-4571852,-1592519,-329556,
吸收投资收到的现金(万元),,,,,,,,997921,,,,361071,,,,,,,183908,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),,,,,,,,,,,,,,,,,,,,,,
发行债券收到的现金(万元),11564817,7218040,5858241,12892466,8013927,5286469,3068591,24620626,16339123,10502578,7257427,23974191,16530143,10491891,7046180,10197964,6298037,5580250,1770165,,796480,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,198664,,,
筹资活动现金流入小计(万元),11564817,7218040,5858241,12892466,8013927,5286469,3068591,25618547,16339123,10502578,7257427,24335261,16530143,10491891,7046180,10197964,6298037,5580250,2152736,0,796480,
偿还债务支付的现金(万元),11667768,7126000,4025000,13900000,9681000,7361000,5146000,25942000,18869000,12294000,5659000,16609000,12681000,9075000,4200800,3555466,2137000,1580722,399320,99842,,
分配股利、利润或偿付利息所支付的现金(万元),592569,324105,47650,349974,278209,106111,55388,194970,170229,169981,67014,71400,63820,39430,32506,221392,108234,119327,81024,86170,77702,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,,,,,
筹资活动现金流出小计(万元),12260336,7450105,4072650,14249974,9959209,7467111,5201388,26136970,19039229,12463981,5726014,16680400,12744820,9114430,4233306,3776857,2245234,1700049,480344,186012,77702,
筹资活动产生的现金流量净额(万元),-695519,-232065,1785591,-1357508,-1945283,-2180642,-2132798,-518424,-2700106,-1961403,1531413,7654861,3785323,1377461,2812874,6421107,4052803,3880201,1672392,-186012,718778,
汇率变动对现金及现金等价物的影响(万元),31019,2215,-10888,20759,20777,4305,-14210,-16799,-10496,-6806,-30,21424,9530,8024,885,-1244,8958,-743,-234,-4721,-1404,
现金及现金等价物净增加额(万元),2014659,-649499,-2399727,2852451,999551,3842275,5423442,-940866,2322338,2105866,2351671,2331486,2277703,-1018101,-246403,1199027,1968269,799266,-2001875,-3486482,4758042,
加:期初现金及现金等价物余额(万元),7405643,7405643,7405643,4553191,4553191,4553191,4553191,5494058,5494058,5494058,5494058,3162572,3154106,3162572,3162572,1963545,1963545,1963545,3965420,7451902,2693860,
期末现金及现金等价物余额(万元),9420302,6756144,5005916,7405643,5552742,8395467,9976634,4553191,7816395,7599924,7845728,5494058,5431809,2144471,2916169,3162572,3931813,2762811,1963545,3965420,7451902,
净利润(万元),,362881,,541208,,301838,,455037,,253112,,398677,,231327,,370521,,220551,351135,379886,355782,
少数股东损益(万元),,,,,,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,
资产减值准备(万元),,,,601002,,,,452604,,157961,,447855,,170201,,310261,,130558,244634,102445,138610,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,9754,,18959,,9436,,18969,,9617,,18627,,9212,,18325,,9048,18588,16301,11689,
无形资产摊销(万元),,2854,,3844,,1660,,3688,,1965,,3439,,1676,,3503,,1767,3319,2473,1628,
长期待摊费用摊销(万元),,4935,,9430,,4796,,8783,,4174,,8424,,4276,,9202,,4592,9464,6327,5203,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,23,,52,,7,,23,,4,,4,,-15,,-3,,-3,-26,-1042,-15,
固定资产报废损失(万元),,,,,,,,,,,,,,,,,,,,,,
