报告日期,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-06-30,2017-12-31,2016-12-31,2015-12-31,
销售商品、提供劳务收到的现金(万元),83951,49675,28309,115961,84054,55026,26803,107515,54060,75541,56573,39269,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,
收到的税费返还(万元),1681,1039,555,1927,1369,772,381,1343,1048,1853,502,246,
收到的其他与经营活动有关的现金(万元),2315,3840,1636,4932,4301,3711,710,8381,8205,2421,2731,1979,
经营活动现金流入小计(万元),87947,54553,30500,122821,89723,59509,27895,117239,63313,79816,59806,41494,
购买商品、接受劳务支付的现金(万元),48367,30588,14558,60727,43848,27534,10941,54063,26076,38753,27383,20615,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),16661,11541,5578,26148,17965,12623,5959,20077,9903,14446,8702,6241,
支付的各项税费(万元),5415,2522,1782,5250,4505,3190,1165,4730,2362,4301,5001,1831,
支付的其他与经营活动有关的现金(万元),12955,6728,4872,13708,16577,11156,6603,9649,8852,11443,6160,5268,
经营活动现金流出小计(万元),83398,51380,26791,105834,82896,54504,24667,88520,47193,68943,47247,33955,
经营活动产生的现金流量净额(万元),4549,3174,3709,16987,6827,5005,3228,28720,16120,10872,12558,7539,
收回投资所收到的现金(万元),89923,25000,25000,22200,27264,22200,22200,64700,33700,23500,12160,14529,
取得投资收益所收到的现金(万元),485,229,192,569,34430,336,235,701,322,304,336,258,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),,6,1,68,17,17,12,90,33,22,2,,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),0,590,575,68,308,308,68,2695,580,,450,3029,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,
投资活动现金流入小计(万元),90408,25825,25767,22905,62018,22861,22515,68185,34636,23826,12948,17815,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),11748,5782,2822,8497,7289,3156,1855,14352,4408,3100,3569,3001,
投资所支付的现金(万元),158947,68024,,25000,49000,10000,,69400,37200,32500,14500,16700,
质押贷款净增加额(万元),,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,2595,2221,2221,2115,68,226,580,,1900,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,
投资活动现金流出小计(万元),170695,73806,2822,36092,58510,15378,3970,83820,41835,36181,18069,21601,
投资活动产生的现金流量净额(万元),-80287,-47981,22944,-13187,3508,7484,18545,-15635,-7199,-12354,-5121,-3786,
吸收投资收到的现金(万元),109562,109562,,,30,,,,,,2415,200,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,
取得借款收到的现金(万元),,,,19316,106,,,300,,,,2774,
发行债券收到的现金(万元),,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,100,,,
筹资活动现金流入小计(万元),109562,109562,0,19316,136,0,0,300,0,100,2415,2974,
偿还债务支付的现金(万元),19348,19375,18027,300,330,300,300,,,,1149,2627,
分配股利、利润或偿付利息所支付的现金(万元),53,1835,1835,28192,,,,1064,1058,4500,3273,217,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),2166,1450,,108,28,28,,206,106,,,1000,
筹资活动现金流出小计(万元),21567,22661,19862,28600,358,328,300,1270,1164,4500,4422,3844,
筹资活动产生的现金流量净额(万元),87995,86901,-19862,-9284,-223,-328,-300,-970,-1164,-4400,-2007,-870,
汇率变动对现金及现金等价物的影响(万元),-101,210,-32,49,-8,-5,-223,70,0,-17,1,1,
