报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,
销售商品、提供劳务收到的现金(万元),263565,169026,75823,358576,282330,185877,85848,332096,245691,154329,68633,247961,114117,251227,119014,263394,206019,
客户存款和同业存放款项净增加额(万元),,,,,,,,,,,,,,,,,,
向中央银行借款净增加额(万元,,,,,,,,,,,,,,,,,,
向其他金融机构拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到原保险合同保费取得的现金(万元),,,,,,,,,,,,,,,,,,
收到再保险业务现金净额(万元),,,,,,,,,,,,,,,,,,
保户储金及投资款净增加额(万元),,,,,,,,,,,,,,,,,,
处置交易性金融资产净增加额(万元),,,,,,,,,,,,,,,,,,
收取利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
拆入资金净增加额(万元),,,,,,,,,,,,,,,,,,
回购业务资金净增加额(万元),,,,,,,,,,,,,,,,,,
收到的税费返还(万元),694,598,382,482,237,171,120,703,596,544,,1110,348,165,48,385,120,
收到的其他与经营活动有关的现金(万元),737,701,286,1069,757,729,436,949,517,318,243,1471,685,824,886,1116,1486,
经营活动现金流入小计(万元),264996,170324,76491,360126,283324,186777,86404,333747,246804,155192,68876,250541,115150,252216,119949,264895,207626,
购买商品、接受劳务支付的现金(万元),256066,165535,75883,329561,259772,174453,86512,324786,245148,148344,71123,226568,106263,226790,110435,242126,198831,
客户贷款及垫款净增加额(万元),,,,,,,,,,,,,,,,,,
存放中央银行和同业款项净增加额(万元),,,,,,,,,,,,,,,,,,
支付原保险合同赔付款项的现金(万元),,,,,,,,,,,,,,,,,,
支付利息、手续费及佣金的现金(万元),,,,,,,,,,,,,,,,,,
支付保单红利的现金(万元),,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金(万元),3870,2697,1591,4779,3667,2563,1476,4399,3372,2315,1308,3991,2104,3328,1619,3030,2467,
支付的各项税费(万元),3335,2221,1228,5951,4535,3123,1532,6762,5145,3263,1543,5295,2531,3780,1629,3798,2709,
支付的其他与经营活动有关的现金(万元),4283,3004,1291,6089,4762,3021,1420,7966,6432,4121,2120,7620,3347,8677,3370,7959,7641,
经营活动现金流出小计(万元),267554,173457,79993,346380,272736,183160,90939,343913,260096,158043,76095,243474,114245,242574,117054,256912,211648,
经营活动产生的现金流量净额(万元),-2557,-3133,-3502,13746,10588,3616,-4535,-10166,-13292,-2852,-7218,7067,905,9641,2894,7983,-4022,
收回投资所收到的现金(万元),,,,,,,,,,,,,3,328,162,4,,
取得投资收益所收到的现金(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,8,3,27,27,14,14,2,1,,,4,4,15,,473,21,
处置子公司及其他营业单位收到的现金净额(万元),,,,,,,,,,,,,,,,,,
收到的其他与投资活动有关的现金(万元),338,224,117,507,387,250,124,161,34,13,5,31,15,25,12,109,157,
减少质押和定期存款所收到的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流入小计(万元),358,232,120,534,414,264,137,163,34,13,5,34,23,367,174,586,178,
购建固定资产、无形资产和其他长期资产所支付的现金(万元),6488,3593,1956,5540,4346,2280,65,1099,691,546,194,953,319,723,268,2097,2563,
投资所支付的现金(万元),,,,,,,,,,,,121,,,,,,
质押贷款净增加额(万元),,,,,,,,,,,,,,,,,,
取得子公司及其他营业单位支付的现金净额(万元),,,,,,,,,,,,,,,,,,
支付的其他与投资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
增加质押和定期存款所支付的现金(万元),,,,,,,,,,,,,,,,,,
投资活动现金流出小计(万元),6488,3593,1956,5540,4346,2280,65,1099,691,546,194,1074,319,723,268,2097,2563,
投资活动产生的现金流量净额(万元),-6130,-3361,-1836,-5006,-3932,-2016,72,-936,-657,-533,-189,-1040,-297,-357,-94,-1512,-2386,
吸收投资收到的现金(万元),,,,,,,,37916,37916,,,,,2310,,,,
其中：子公司吸收少数股东投资收到的现金(万元),,,,,,,,,,,,,,,,,,
取得借款收到的现金(万元),26000,21000,8000,15500,15500,15500,6000,32281,28123,19812,13841,21969,16453,32893,21515,42104,40686,
发行债券收到的现金(万元),,,,,,,,,,,,,,,,,,
收到其他与筹资活动有关的现金(万元),,,,,,,,,,,,,,,,,,
筹资活动现金流入小计(万元),26000,21000,8000,15500,15500,15500,6000,70197,66039,19812,13841,21969,16453,35203,21515,42104,40686,
偿还债务支付的现金(万元),21500,16500,6000,21500,18500,13500,5000,26717,19575,14098,8500,22069,14610,42521,25525,50634,32161,
分配股利、利润或偿付利息所支付的现金(万元),4086,3862,168,4064,3882,3624,239,3041,2870,2584,215,2770,2310,1427,760,9571,1901,
其中：子公司支付给少数股东的股利、利润(万元),,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金(万元),,,,,,,,1528,,,,,,,,,,
筹资活动现金流出小计(万元),25586,20362,6168,25564,22382,17124,5239,31286,22445,16682,8715,24839,16920,43949,26285,60205,34062,
筹资活动产生的现金流量净额(万元),414,638,1832,-10064,-6882,-1624,761,38911,43594,3130,5126,-2870,-467,-8746,-4770,-18101,6624,
汇率变动对现金及现金等价物的影响(万元),148,4,-115,203,226,61,-91,-224,-170,-8,-11,324,78,181,0,2,-38,
现金及现金等价物净增加额(万元),-8125,-5852,-3621,-1121,-0,37,-3792,27585,29475,-263,-2293,3482,219,720,-1969,-11628,178,
加:期初现金及现金等价物余额(万元),38525,38525,38525,39646,39646,39646,39646,12061,12061,12061,12061,8579,8579,7859,7859,19487,19309,
期末现金及现金等价物余额(万元),30400,32673,34904,38525,39645,39683,35854,39646,41536,11798,9768,12061,8798,8579,5890,7859,19487,
净利润(万元),,4443,,9356,,4311,,8559,,3751,,7449,3441,6144,2816,3717,1810,
少数股东损益(万元),,,,,,,,,,,,,,,,,,
未确认的投资损失(万元),,,,,,,,,,,,,,,,,,
资产减值准备(万元),,318,,394,,-76,,447,,208,,544,115,299,139,-67,985,
固定资产折旧、油气资产折耗、生产性物资折旧(万元),,1028,,1920,,945,,1810,,895,,1788,896,1941,902,1707,1293,
无形资产摊销(万元),,44,,88,,44,,88,,44,,88,44,88,40,95,96,
长期待摊费用摊销(万元),,,,,,,,,,,,,,,,,,
待摊费用的减少(万元),,,,,,,,,,,,,,,,,,
预提费用的增加(万元),,,,,,,,,,,,,,,,,,
处置固定资产、无形资产和其他长期资产的损失(万元),,,,,,-8,,-1,,0,,38,0,0,,157,12,
固定资产报废损失(万元),,-2,,-10,,0,,6,,,,,,,,,,
公允价值变动损失(万元),,,,,,,,,,,,109,217,-90,19,-19,,
递延收益增加(减：减少)(万元),,,,,,,,,,,,,,,,,,
预计负债(万元),,,,,,,,,,,,,,,,,,
财务费用(万元),,154,,235,,202,,994,,541,,641,466,1489,887,2458,1689,
投资损失(万元),,,,,,,,,,,,121,-3,-328,-161,-4,,
递延所得税资产减少(万元),,-70,,200,,204,,-78,,-26,,-109,0,-82,,35,-315,
递延所得税负债增加(万元),,,,,,,,,,,,-16,-16,13,,3,,
存货的减少(万元),,-1436,,547,,-2899,,-7775,,-2646,,-2916,-634,-106,-1280,2534,-818,
经营性应收项目的减少(万元),,-4286,,3884,,378,,-12251,,-6988,,-284,20,-4107,-3703,10940,-8646,
经营性应付项目的增加(万元),,-3298,,-2818,,532,,-1995,,1398,,-361,-3615,4366,3204,-14665,-1083,
已完工尚未结算款的减少(减:增加)(万元),,,,,,,,,,,,,,,,,,
已结算尚未完工款的增加(减:减少)(万元),,,,,,,,,,,,,,,,,,
其他(万元),,-28,,-50,,-19,,30,,-29,,-25,-26,13,31,1092,954,
经营活动产生现金流量净额(万元),,-3133,,13746,,3616,,-10166,,-2852,,7067,905,9641,2894,7983,-4022,
债务转为资本(万元),,,,,,,,,,,,,,,,,,
一年内到期的可转换公司债券(万元),,,,,,,,,,,,,,,,,,
融资租入固定资产(万元),,,,,,,,,,,,,,,,,,
现金的期末余额(万元),30400,32673,34904,38525,39645,39683,35854,39646,41536,11798,9768,12061,8798,8579,5890,7859,19487,
现金的期初余额(万元),38525,38525,38525,39646,39646,39646,39646,12061,12061,12061,12061,8579,8579,7859,7859,19487,19309,
现金等价物的期末余额(万元),,,,,,,,,,,,,,,,,,
现金等价物的期初余额(万元),,,,,,,,,,,,,,,,,,
现金及现金等价物的净增加额(万元),-8125,-5852,-3621,-1121,-0,37,-3792,27585,29475,-263,-2293,3482,219,720,-1969,-11628,178,

